"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"	"date"	"time"	"btoRingType"	"btoID"	"species"	"pitTYPE"	"age"	"sex"	"wing"	"weight"
"D "	"2022-02-07 11:32:04"	922	"c1937 "	2918	0	7	28	126464	242	1	1	"01103F3BED"	NA	NA	"F03"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 11:32:07"	394	"c1937 "	2918	0	7	34	126208	708	2	1	"01103F3BED"	NA	NA	"F03"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 11:33:58"	492	"c1937 "	2919	0	104741	29	126464	637	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:34:01"	345	"c1937 "	2919	0	106739	198	126208	4209	29	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:34:44"	407	"c1937 "	2919	0	5742	294	126464	7146	45	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:35:51"	358	"c1937 "	2919	0	4799	29	126208	130	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:35:54"	221	"c1937 "	2919	0	22	83	125440	1880	10	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:09"	566	"c1937 "	2919	0	6000	47	125440	2320	4	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:15"	617	"c1937 "	2919	0	107285	29	125696	430	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:17"	692	"c1937 "	2919	0	8621	42	126464	1098	3	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:22"	717	"c1937 "	2919	0	6517	43	126208	1097	3	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:28"	245	"c1937 "	2919	0	6493	30	126464	631	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:31"	993	"c1937 "	2919	0	9979	80	126208	1878	9	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:45"	321	"c1937 "	2919	0	6387	55	126464	2327	5	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:36:55"	469	"c1937 "	2919	0	6503	99	125696	1690	13	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:37:16"	820	"c1937 "	2919	0	6677	141	125696	3598	20	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:37:46"	516	"c1937 "	2919	0	6558	93	125696	1662	12	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:38:03"	695	"c1937 "	2919	0	104255	81	126208	1300	10	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:38:19"	271	"c1937 "	2919	0	104255	203	125952	4535	30	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 11:39:03"	44	"c1937 "	2919	0	104255	39	126208	692	3	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:11:18"	692	"c1937 "	2921	0	0	28	126464	639	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:11:20"	440	"c1937 "	2921	0	0	28	125952	130	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:12:38"	495	"c1937 "	2922	0	7049	29	126464	130	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:12:41"	916	"c1937 "	2922	0	6517	93	126208	1977	12	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:13:00"	142	"c1937 "	2922	0	9979	27	126208	186	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:13:06"	543	"c1937 "	2923	0	8389	33	125952	292	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:14:22"	692	"c1937 "	2926	0	100737	27	126464	805	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:14:25"	514	"c1937 "	2926	0	0	107	126464	2429	14	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:16:32"	218	"c1937 "	2927	0	6	197	125440	5397	29	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:17:15"	440	"c1937 "	2927	0	7	41	126464	378	3	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:17:21"	662	"c1937 "	2927	0	0	41	126464	378	3	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:17:26"	142	"c1937 "	2927	0	68629	179	126208	4064	26	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:18:04"	399	"c1937 "	2927	0	107285	77	126720	1334	9	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:18:18"	760	"c1937 "	2927	0	105573	30	126208	126	1	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:18:20"	191	"c1937 "	2927	0	106740	48	126464	573	4	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:18:29"	135	"c1937 "	2927	0	104741	78	125696	1963	9	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:18:42"	237	"c1937 "	2927	0	106740	30	126208	521	1	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:18:49"	264	"c1937 "	2927	0	101808	30	126464	138	1	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:19:27"	668	"c1937 "	2927	0	106740	43	126464	414	3	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:19:36"	919	"c1937 "	2927	0	105809	31	126208	206	1	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:19:39"	745	"c1937 "	2927	0	101808	37	125696	381	2	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:19:42"	45	"c1937 "	2927	0	101810	62	126464	1146	6	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:19:54"	494	"c1937 "	2927	0	106739	50	126208	840	4	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:20:00"	495	"c1937 "	2927	0	106741	32	126208	234	1	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:21:53"	318	"c1937 "	2927	0	109810	32	125696	432	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:21:57"	511	"c1937 "	2927	0	107809	68	126464	1102	7	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:22:09"	215	"c1937 "	2927	0	6503	33	126464	130	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:22:12"	793	"c1937 "	2927	0	7549	189	126208	3899	27	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:22:52"	87	"c1937 "	2927	0	104255	40	126464	460	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:22:56"	489	"c1937 "	2927	0	104255	33	126208	128	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:22:58"	1020	"c1937 "	2927	0	0	34	126464	606	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:45:18"	739	"c1937 "	2927	0	68122	26	125952	326	1	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:45:21"	411	"c1937 "	2927	0	102730	63	135936	981	7	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:45:31"	763	"c1937 "	2927	0	106730	63	126208	882	7	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:45:42"	404	"c1937 "	2927	0	0	111	131840	1888	15	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:46:03"	165	"c1937 "	2927	0	0	51	126208	1130	5	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:46:11"	215	"c1937 "	2927	0	0	27	126208	126	1	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:46:20"	540	"c1937 "	2927	0	8000	28	126208	643	1	1	"01103F4B02"	NA	NA	"F03"	"02/01/2023"	"11:09"	"R"	"Y584192"	"BT"	"R"	"6"	""	64	10.1
"D "	"2022-02-07 12:46:34"	269	"c1937 "	2927	0	4000	34	126464	276	2	1	"01103FE70C"	NA	NA	"F03"	"07/10/2020"	"11:36"	"R"	"Y584445"	"GT"	"R"	"4"	"F"	74	17
"D "	"2022-02-07 12:46:56"	390	"c1937 "	2927	0	2000	28	126464	348	1	1	"01103F4B02"	NA	NA	"F03"	"02/01/2023"	"11:09"	"R"	"Y584192"	"BT"	"R"	"6"	""	64	10.1
"D "	"2022-02-07 12:47:04"	764	"c1937 "	2927	0	107285	29	126208	126	1	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:47:06"	909	"c1937 "	2927	0	105573	29	126464	286	1	1	"01103FE558"	NA	NA	"F03"	"28/10/2020"	"11:05"	"R"	"Y584218"	"GT"	"R"	"4"	"M"	76	17.2
"D "	"2022-02-07 12:53:38"	513	"c1937 "	2927	0	6643	59	126464	982	6	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:53:47"	615	"c1937 "	2927	0	11071	29	126208	273	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:53:49"	403	"c1937 "	2927	0	25	29	125952	180	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:53:51"	14	"c1937 "	2927	0	0	78	125696	1780	9	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:54:05"	216	"c1937 "	2927	0	7	30	126208	839	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:54:08"	313	"c1937 "	2927	0	2000	36	126464	460	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:54:12"	959	"c1937 "	2927	0	6000	31	126464	434	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:54:14"	441	"c1937 "	2927	0	68629	98	126208	1592	12	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:54:32"	712	"c1937 "	2927	0	107285	38	126208	666	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:54:35"	399	"c1937 "	2927	0	106740	265	125440	5298	40	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:55:33"	464	"c1937 "	2927	0	104741	67	125696	974	7	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:55:43"	414	"c1937 "	2927	0	106740	92	126464	1644	11	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:55:59"	464	"c1937 "	2927	0	107809	68	126208	910	7	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:56:09"	398	"c1937 "	2927	0	107809	93	125440	1428	11	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:56:25"	613	"c1937 "	2927	0	101808	92	126208	1838	11	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:56:42"	459	"c1937 "	2927	0	101810	40	125952	636	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:56:46"	408	"c1937 "	2927	0	112740	166	126464	3798	23	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:57:19"	534	"c1937 "	2927	0	6503	40	124928	260	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:57:23"	511	"c1937 "	2927	0	6558	26	125696	130	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:57:26"	414	"c1937 "	2927	0	104255	75	126464	1271	9	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:57:39"	402	"c1937 "	2927	0	0	45	126208	520	4	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:57:45"	406	"c1937 "	2927	0	8832	105	126464	1921	14	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:58:06"	412	"c1937 "	2927	0	6957	106	125952	1949	14	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:58:25"	401	"c1937 "	2927	0	8539	46	125440	520	4	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:58:31"	963	"c1937 "	2927	0	6962	64	125696	1011	7	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:58:42"	406	"c1937 "	2927	0	7700	95	125952	1708	12	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:58:59"	372	"c1937 "	2927	0	6946	107	126464	1820	14	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:59:20"	964	"c1937 "	2927	0	8014	29	126208	128	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:59:24"	404	"c1937 "	2927	0	6965	60	125952	778	6	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:59:33"	404	"c1937 "	2927	0	9025	108	125184	1820	14	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 12:59:53"	689	"c1937 "	2927	0	6035	77	126208	1168	9	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:00:07"	403	"c1937 "	2927	0	27	30	126464	128	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:29:36"	240	"c1937 "	2928	0	110739	31	126208	136	1	1	"01103F3BED"	NA	NA	"F03"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 13:29:38"	642	"c1937 "	2928	0	106739	30	126464	136	1	1	"01103F3BED"	NA	NA	"F03"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 13:29:44"	219	"c1937 "	2928	0	98741	43	126464	514	3	1	"01103F3BED"	NA	NA	"F03"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	"3"	"M"	75	18.5
"D "	"2022-02-07 13:30:46"	640	"c1937 "	2928	0	106778	31	126208	332	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:30:49"	215	"c1937 "	2928	0	106730	91	126464	1631	11	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:31:08"	714	"c1937 "	2928	0	0	38	126464	470	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:31:11"	404	"c1937 "	2928	0	0	32	126464	134	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:31:13"	40	"c1937 "	2928	0	0	129	126208	2210	17	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:31:38"	1014	"c1937 "	2928	0	5	56	126464	920	5	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:31:46"	790	"c1937 "	2928	0	8389	213	126208	4097	31	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:32:34"	409	"c1937 "	2928	0	25	129	126208	2338	18	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:33:01"	38	"c1937 "	2928	0	0	87	126464	1430	11	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:33:18"	614	"c1937 "	2928	0	6	81	126208	1400	10	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:33:33"	415	"c1937 "	2928	0	7	27	126720	187	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:33:35"	382	"c1937 "	2928	0	0	27	126208	294	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:33:37"	214	"c1937 "	2928	0	14472	28	126208	128	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 13:33:39"	408	"c1937 "	2928	0	107285	28	126208	174	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 14:09:40"	941	"c1937 "	2928	0	101809	64	126208	910	7	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 14:09:52"	662	"c1937 "	2928	0	107808	29	125696	228	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 14:09:54"	380	"c1937 "	2928	0	105809	58	126464	1684	6	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 14:10:04"	139	"c1937 "	2928	0	109808	30	126208	144	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 14:10:06"	238	"c1937 "	2928	0	113809	29	126208	128	1	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
"D "	"2022-02-07 14:13:43"	540	"c1937 "	2928	0	109810	35	126208	462	2	1	"01103FE3B3"	NA	NA	"F03"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	"3"	"F"	72	18.1
