"F"	"Date"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"Mfr"	"TagID"	"feeder"
"D "	"2022-02-06 11:59:06"	748	"c1935 "	182	0	59711	30	126208	160	1	1	"3B0018D8D2"	NA	NA	"F01"
"D "	"2022-02-06 11:59:06"	749	"c1935 "	182	0	59711	786	126208	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:03:21"	341	"c1935 "	183	0	59711	692	125952	1000	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:03:23"	542	"c1935 "	183	0	127924	30	125440	132	1	1	"01103F4AD8"	NA	NA	"F01"
"D "	"2022-02-06 12:03:24"	774	"c1935 "	183	0	59699	7	125184	1104	1	0	""	NA	NA	"F01"
"T "	"2022-02-06 12:03:25"	766	"c1935 "	183	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 12:03:24"	743	"c1935 "	183	0	59699	61	125696	996	6	1	"01103F4AD8"	NA	NA	"F01"
"D "	"2022-02-06 12:08:39"	12	"c1935 "	184	0	59711	0	125440	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:08:40"	47	"c1935 "	184	0	68099	63	126720	1028	7	1	"01103FC974"	NA	NA	"F01"
"D "	"2022-02-06 12:08:44"	48	"c1935 "	184	0	59711	13269	126720	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:15:00"	443	"c1935 "	185	0	91779	105544	126208	2	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:15:26"	814	"c1935 "	186	0	3	0	124672	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:15:26"	821	"c1935 "	186	0	3	27	126464	136	1	1	"01103F6817"	NA	NA	"F01"
"D "	"2022-02-06 12:15:27"	15	"c1935 "	186	0	59699	61715	125696	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:15:28"	397	"c1935 "	186	0	0	27	125696	136	1	1	"01103F6817"	NA	NA	"F01"
"D "	"2022-02-06 12:17:22"	918	"c1935 "	187	0	68629	0	125696	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:17:22"	719	"c1935 "	187	0	101285	28	126464	134	1	1	"3B00193C3E"	NA	NA	"F01"
"D "	"2022-02-06 12:17:23"	981	"c1935 "	187	0	95807	36347	125696	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:17:23"	646	"c1935 "	187	0	95809	28	126464	168	1	1	"3B00193C3E"	NA	NA	"F01"
"D "	"2022-02-06 12:17:24"	648	"c1935 "	187	0	95807	18618	126464	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:17:25"	282	"c1935 "	188	0	100877	0	125952	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:17:26"	824	"c1935 "	188	0	104878	34	126208	358	2	1	"01103FD3AC"	NA	NA	"F01"
"D "	"2022-02-06 12:17:27"	152	"c1935 "	188	0	108878	24384	126464	95	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:27:02"	566	"c1935 "	189	0	4388	0	125696	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:27:02"	168	"c1935 "	189	0	2849	72	126208	1135	8	1	"01103FB7C4"	NA	NA	"F01"
"D "	"2022-02-06 12:27:07"	386	"c1935 "	189	0	59711	44250	126464	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:27:07"	394	"c1935 "	189	0	59711	29	126208	142	1	1	"01103FB7C4"	NA	NA	"F01"
"D "	"2022-02-06 12:27:08"	612	"c1935 "	189	0	59711	1085	125952	9	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:27:08"	270	"c1935 "	189	0	3906	29	126208	142	1	1	"01103FB7C4"	NA	NA	"F01"
"D "	"2022-02-06 12:27:09"	272	"c1935 "	189	0	3906	18612	126208	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:27:10"	599	"c1935 "	190	0	3215	155199	126208	3	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:29:49"	76	"c1935 "	191	0	3665	169564	126208	6	4	0	""	NA	NA	"F01"
"T "	"2022-02-06 12:29:55"	309	"c1935 "	191	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 12:30:20"	120	"c1935 "	192	0	2880	432394	126464	9	9	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:34:21"	861	"c1935 "	193	0	59699	0	125696	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:34:21"	77	"c1935 "	193	0	91779	57	125952	1088	6	1	"01103F8B45"	NA	NA	"F01"
"D "	"2022-02-06 12:34:32"	735	"c1935 "	194	0	4009	0	125696	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:34:32"	98	"c1935 "	194	0	59711	32	125952	416	2	1	"3B001866DD"	NA	NA	"F01"
"D "	"2022-02-06 12:34:34"	678	"c1935 "	194	0	59711	19	126208	513	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:34:34"	199	"c1935 "	194	0	59699	33	126208	543	2	1	"3B001866DD"	NA	NA	"F01"
"D "	"2022-02-06 12:34:36"	827	"c1935 "	194	0	59699	61712	126208	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:34:36"	450	"c1935 "	194	0	0	45	126464	1435	4	1	"3B001866DD"	NA	NA	"F01"
"D "	"2022-02-06 12:34:39"	977	"c1935 "	194	0	0	3421	125952	1036	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:34:40"	296	"c1935 "	194	0	0	33	126208	494	2	1	"3B001866DD"	NA	NA	"F01"
"D "	"2022-02-06 12:34:42"	297	"c1935 "	194	0	0	30863	126208	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:03"	641	"c1935 "	195	0	100877	188074	125184	22	4	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:07"	1023	"c1935 "	195	0	106878	28	125184	134	1	1	"01103FE6E1"	NA	NA	"F01"
"D "	"2022-02-06 12:43:13"	926	"c1935 "	196	0	85807	0	125696	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:13"	52	"c1935 "	196	0	106876	41	125696	718	3	1	"01103FDF3E"	NA	NA	"F01"
"D "	"2022-02-06 12:43:16"	852	"c1935 "	196	0	85810	21709	126208	389	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:20"	423	"c1935 "	197	0	68099	0	126208	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:20"	425	"c1935 "	197	0	59699	28	126208	158	1	1	"01103FCA03"	NA	NA	"F01"
"D "	"2022-02-06 12:43:21"	644	"c1935 "	197	0	0	61686	125440	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:21"	974	"c1935 "	197	0	68629	41	125952	1189	3	1	"01103FCA03"	NA	NA	"F01"
"D "	"2022-02-06 12:43:23"	168	"c1935 "	197	0	101285	32	125440	106	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 12:43:24"	78	"c1935 "	197	0	100877	54	126208	716	5	1	"01103FCA03"	NA	NA	"F01"
"D "	"2022-02-06 12:43:27"	80	"c1935 "	197	0	104878	7524	126208	3	1	0	""	NA	NA	"F01"
"T "	"2022-02-06 12:50:02"	104	"c1935 "	197	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 14:12:43"	777	"c1935 "	198	0	59711	110554	126464	191	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 14:17:58"	20	"c1935 "	199	0	117945	15	125696	288	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 14:18:00"	328	"c1935 "	199	0	119945	32	126464	272	2	1	"01103FD2FF"	NA	NA	"F01"
"D "	"2022-02-06 14:18:01"	329	"c1935 "	199	0	111946	30929	126464	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 14:20:50"	520	"c1935 "	200	0	108875	0	126464	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 14:20:50"	849	"c1935 "	200	0	59711	45	126208	528	4	1	"01103FD851"	NA	NA	"F01"
"D "	"2022-02-06 14:20:52"	851	"c1935 "	200	0	59711	19848	126208	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 14:24:50"	918	"c1935 "	201	0	59711	0	126208	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 14:24:50"	401	"c1935 "	201	0	3	33	126208	266	2	1	"01103FAD65"	NA	NA	"F01"
"D "	"2022-02-06 14:24:52"	402	"c1935 "	201	0	59699	45964	126208	139	1	0	""	NA	NA	"F01"
"T "	"2022-02-06 14:25:01"	826	"c1935 "	201	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 16:15:30"	54	"c1935 "	202	0	3	0	125184	0	0	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:15:31"	623	"c1935 "	202	0	105573	27	126208	156	1	1	"0300024FEF"	NA	NA	"F01"
"D "	"2022-02-06 16:15:31"	624	"c1935 "	202	0	101285	226	126208	189	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:15:42"	121	"c1935 "	203	0	117944	18504	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:15:45"	623	"c1935 "	204	0	117944	18508	126208	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:15:54"	594	"c1935 "	205	0	117944	18519	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:16:36"	592	"c1935 "	206	0	115944	19865	126464	531	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:16:38"	795	"c1935 "	207	0	59711	443087	126208	4440	14	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:16:53"	871	"c1935 "	208	0	59711	32	125696	661	1	0	""	NA	NA	"F01"
"T "	"2022-02-06 16:16:56"	281	"c1935 "	209	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 16:16:54"	15	"c1935 "	209	0	59711	2921	126464	4209	4	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:16:59"	1003	"c1935 "	210	0	59711	39027	126464	1523	4	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:03"	0	"c1935 "	211	0	59711	84106	126464	1456	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:06"	228	"c1935 "	212	0	59698	134985	126464	1518	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:09"	395	"c1935 "	213	0	59711	101624	126208	584	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:13"	472	"c1935 "	214	0	59711	17	0	14	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:14"	598	"c1935 "	215	0	100850	30803	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:14"	174	"c1935 "	216	0	119922	18522	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:15"	626	"c1935 "	217	0	59698	2	123392	758	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:15"	250	"c1935 "	218	0	59711	43157	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:16"	175	"c1935 "	219	0	68629	61586	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:17"	351	"c1935 "	220	0	123944	62365	126208	67	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:18"	377	"c1935 "	221	0	123944	2478	127488	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:19"	503	"c1935 "	222	0	117944	61596	126208	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:20"	145	"c1935 "	223	0	105573	17825	126464	6	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:22"	170	"c1935 "	224	0	59711	15	0	18	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:23"	622	"c1935 "	225	0	2309	1205	126464	1123	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:23"	996	"c1935 "	226	0	2029	61627	126208	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:25"	369	"c1935 "	227	0	2679	839	127488	1105	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:26"	42	"c1935 "	228	0	2883	612	126208	293	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:27"	473	"c1935 "	229	0	59711	621	127744	299	1	0	""	NA	NA	"F01"
"T "	"2022-02-06 16:17:27"	516	"c1935 "	229	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:27"	613	"c1935 "	230	0	59711	463	126208	691	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:29"	821	"c1935 "	231	0	59711	866	126464	634	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:30"	943	"c1935 "	232	0	59711	414	127488	466	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:31"	183	"c1935 "	233	0	59711	451	126208	703	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:32"	207	"c1935 "	234	0	59711	55219	126208	349	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:33"	596	"c1935 "	235	0	59698	17402	126464	5	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:34"	572	"c1935 "	236	0	0	61516	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:35"	349	"c1935 "	237	0	7	32202	127744	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:36"	799	"c1935 "	238	0	131014	17	0	18	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:37"	800	"c1935 "	239	0	100850	9877	127488	6	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:38"	230	"c1935 "	240	0	117944	64300	126208	5	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:41"	42	"c1935 "	241	0	59711	30823	126208	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:42"	991	"c1935 "	242	0	2870	10728	127744	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:43"	717	"c1935 "	243	0	6896	44478	126208	3	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:43"	472	"c1935 "	244	0	204	155488	126464	19	4	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:47"	399	"c1935 "	245	0	2735	60574	126208	8	3	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:50"	651	"c1935 "	246	0	2477	19754	126208	6	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:52"	278	"c1935 "	247	0	2373	55529	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:53"	680	"c1935 "	248	0	5949	7	122368	762	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:53"	565	"c1935 "	249	0	130247	118852	126208	282	2	0	""	NA	NA	"F01"
"T "	"2022-02-06 16:17:56"	948	"c1935 "	250	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:55"	907	"c1935 "	250	0	7945	1030	126464	1230	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:17:59"	992	"c1935 "	251	0	2005	14	0	540	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:00"	91	"c1935 "	252	0	2544	25440	127744	2146	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:02"	691	"c1935 "	253	0	489	30787	126208	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:02"	45	"c1935 "	254	0	2060	62587	126464	8	4	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:06"	196	"c1935 "	255	0	4811	76258	126464	982	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:08"	298	"c1935 "	256	0	59711	105992	126208	4	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:10"	424	"c1935 "	257	0	0	61569	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:11"	426	"c1935 "	258	0	0	56780	126208	746	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:13"	927	"c1935 "	259	0	0	18494	126208	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:14"	553	"c1935 "	260	0	105573	2128	126208	4	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:14"	204	"c1935 "	261	0	59698	69998	127488	6	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:16"	555	"c1935 "	262	0	2870	18	0	16	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:16"	694	"c1935 "	263	0	130247	40881	127488	6	2	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:21"	98	"c1935 "	264	0	2812	56666	126208	203	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:22"	25	"c1935 "	265	0	5316	30845	126464	1	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:23"	976	"c1935 "	266	0	2940	36	125696	56	1	0	""	NA	NA	"F01"
"D "	"2022-02-06 16:18:59"	974	"c1935 "	267	0	216	17	125696	492	1	0	""	NA	NA	"F01"
"T "	"2022-02-06 16:19:12"	434	"c1935 "	267	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F01"
"D "	"2022-01-21 08:29:28"	977	"c1931 "	15519	0	122438	161617	124416	3482	20	0	""	NA	NA	"F02"
"D "	"2022-01-25 09:28:29"	1011	"c1931 "	15520	0	44301	30396	137984	1	1	0	""	NA	NA	"F02"
"T "	"2022-02-04 09:12:44"	232	"c1931 "	15521	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-01-25 09:28:44"	246	"c1931 "	15521	0	908	998690	124672	5130	84	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:16:04"	843	"c1931 "	15522	0	130917	18204	164608	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:16:58"	652	"c1931 "	15523	0	129968	0	124672	0	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:16:59"	370	"c1931 "	15523	0	1739	26	138240	184	1	1	"0300024FEF"	NA	NA	"F02"
"D "	"2022-02-04 09:17:01"	318	"c1931 "	15523	0	130074	453925	124672	682	26	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:17:20"	170	"c1931 "	15524	0	130054	30315	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:17:44"	495	"c1931 "	15525	0	129932	83064	124928	13	7	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:18:00"	122	"c1931 "	15526	0	130179	0	124160	0	0	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:18:00"	319	"c1931 "	15526	0	130023	27	124672	154	1	1	"0300024FEF"	NA	NA	"F02"
"D "	"2022-02-04 09:18:01"	99	"c1931 "	15526	0	129234	18801	124160	9	3	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:25"	920	"c1931 "	15527	0	0	30431	141568	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:26"	895	"c1931 "	15528	0	26000	30308	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:27"	297	"c1931 "	15529	0	44300	30358	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:33"	920	"c1931 "	15530	0	44301	30367	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:34"	446	"c1931 "	15531	0	44303	30365	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:37"	345	"c1931 "	15532	0	98767	42691	124928	2	2	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:40"	570	"c1931 "	15533	0	48536	77780	124928	1718	10	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:53"	1022	"c1931 "	15534	0	107285	24434	124928	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:54"	569	"c1931 "	15535	0	116134	66	124672	1366	2	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:56"	893	"c1931 "	15536	0	128917	53	0	1089	3	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:21:59"	19	"c1931 "	15537	0	130457	62618	0	1531	8	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:09"	570	"c1931 "	15538	0	0	3	152064	331	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:09"	94	"c1931 "	15539	0	0	213	156416	149	1	0	""	NA	NA	"F02"
"T "	"2022-02-04 09:22:11"	93	"c1931 "	15539	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:11"	307	"c1931 "	15540	0	0	18372	147968	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:11"	687	"c1931 "	15541	0	0	17	124672	419	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:12"	222	"c1931 "	15542	0	0	16	124672	107	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:12"	700	"c1931 "	15543	0	0	20	124672	305	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:13"	224	"c1931 "	15544	0	0	17	124928	420	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:13"	726	"c1931 "	15545	0	0	170	124160	397	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:14"	248	"c1931 "	15546	0	0	776	125184	517	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:15"	842	"c1931 "	15547	0	0	7	124416	258	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:15"	742	"c1931 "	15548	0	0	1890	124928	67	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:16"	870	"c1931 "	15549	0	107285	37080	124928	623	2	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:19"	770	"c1931 "	15550	0	11942	42711	125184	2	2	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:21"	496	"c1931 "	15551	0	129968	15967	124928	363	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:22"	896	"c1931 "	15552	0	129234	13	137216	675	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:24"	521	"c1931 "	15553	0	48536	51	124672	324	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:24"	470	"c1931 "	15554	0	129768	15961	124416	556	2	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:27"	320	"c1931 "	15555	0	130631	3448	125184	676	2	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:29"	346	"c1931 "	15556	0	130275	28236	124928	105	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:30"	594	"c1931 "	15557	0	412	8	124416	98	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:30"	320	"c1931 "	15558	0	482	14	124672	659	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:31"	98	"c1931 "	15559	0	1860	17	158208	426	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:32"	670	"c1931 "	15560	0	129854	5	124160	553	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:34"	644	"c1931 "	15561	0	267	44	124672	94	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:34"	946	"c1931 "	15562	0	1840	42	156672	424	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:39"	720	"c1931 "	15563	0	1911	18322	148992	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:40"	21	"c1931 "	15564	0	346	9	147712	440	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:22:43"	46	"c1931 "	15565	0	127002	23	147456	438	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:00"	320	"c1931 "	15566	0	1396	11	124672	50	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:03"	520	"c1931 "	15567	0	125104	5	124928	130	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:08"	397	"c1931 "	15568	0	174	3	147968	326	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:12"	269	"c1931 "	15569	0	1435	35	125952	435	1	0	""	NA	NA	"F02"
"T "	"2022-02-04 09:23:14"	323	"c1931 "	15569	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"S"	""	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:15"	122	"c1931 "	15570	0	61210	199	124928	83	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:17"	604	"c1931 "	15571	0	1103	14	157440	425	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:18"	22	"c1931 "	15572	0	15300	32	124672	321	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:20"	348	"c1931 "	15573	0	124607	18252	153344	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:20"	70	"c1931 "	15574	0	0	23	158720	426	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:24"	944	"c1931 "	15575	0	0	20	159232	433	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:25"	668	"c1931 "	15576	0	0	22430	124928	225	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:26"	346	"c1931 "	15577	0	0	10367	125184	229	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:27"	322	"c1931 "	15578	0	0	4225	125184	371	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:27"	346	"c1931 "	15579	0	14472	8	126976	837	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:28"	692	"c1931 "	15580	0	0	0	0	0	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:29"	718	"c1931 "	15581	0	107285	166378	124672	13	13	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:47"	844	"c1931 "	15582	0	130275	30338	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:50"	271	"c1931 "	15583	0	1911	67257	124928	4	5	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:55"	297	"c1931 "	15584	0	129049	30346	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:56"	741	"c1931 "	15585	0	2015	1648	124928	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:57"	319	"c1931 "	15586	0	865	30438	135936	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:58"	793	"c1931 "	15587	0	84	30358	124672	1	1	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:23:58"	247	"c1931 "	15588	0	3398	85993	124672	9	8	0	""	NA	NA	"F02"
"D "	"2022-02-04 09:27:33"	722	"c1931 "	15589	0	8894	18292	147456	1	1	0	""	NA	NA	"F02"
