"date"	"dateTime"	"Hmsec"	"ID"	"Event"	"Channel"	"Dur"	"Clks"	"Freq"	"Edges"	"Reps"	"Type"	"TagID_hex"	"feeder"	"dateRinged"	"timeRinged"	"btoRingType"	"btoID"	"species"	"pitTYPE"	"age"	"sex"	"wing"	"weight"	"timeSincePreviousVisit"
2022-02-05	2022-02-05 10:24:50	196	"c1937 "	2757	0	6876	28	126464	246	1	1	"01103F49F0"	"F03"	"03/10/2021"	"11:49"	"R"	"AAJ5755"	"GT"	"R"	4	"M"	77	18.3	"firstVisit"
2022-02-05	2022-02-05 10:24:54	198	"c1931 "	15605	0	2712	27	124672	222	1	1	"01103F7DB1"	"F02"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	3	"F"	73	16.3	"450"
2022-02-05	2022-02-05 10:25:10	145	"c1937 "	2758	0	68629	41	126208	456	3	1	"01103F7DB1"	"F03"	"03/10/2021"	"10:30"	"R"	"AAJ5894"	"GT"	"R"	3	"F"	73	16.3	"426"
2022-02-05	2022-02-05 10:28:00	245	"c1937 "	2759	0	120875	29	126464	136	1	1	"01103FBA74"	"F03"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"firstVisit"
2022-02-05	2022-02-05 10:28:03	170	"c1937 "	2759	0	122878	28	126208	156	1	1	"01103FBA74"	"F03"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"3"
2022-02-05	2022-02-05 10:28:34	246	"c1935 "	160	0	89809	33	126464	480	2	1	"01103FBA74"	"F01"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"firstVisit"
2022-02-05	2022-02-05 10:28:37	372	"c1935 "	160	0	89809	34	125440	441	2	1	"01103FBA74"	"F01"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"3"
2022-02-05	2022-02-05 10:30:31	822	"c1937 "	2760	0	122877	48	126464	1263	4	1	"3B0018182C"	"F03"	"17/10/2021"	"10:09"	"R"	"AAJ5818"	"BT"	"R"	3	""	64	10.5	"firstVisit"
2022-02-05	2022-02-05 10:30:47	497	"c1937 "	2761	0	130876	30	125952	238	1	1	"01103FBA74"	"F03"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"5"
2022-02-05	2022-02-05 10:30:53	998	"c1937 "	2762	0	105807	30	126464	136	1	1	"01103FBA74"	"F03"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"6"
2022-02-05	2022-02-05 10:31:00	198	"c1937 "	2762	0	105809	30	126464	136	1	1	"01103FBA74"	"F03"	"02/01/2023"	"09:36"	"R"	"AJT8158"	"GT"	"R"	6	"F"	73	17.3	"7"
2022-02-05	2022-02-05 10:41:41	117	"c1931 "	15605	0	0	27	124160	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"2002"
2022-02-05	2022-02-05 10:41:44	817	"c1931 "	15605	0	0	52	124416	844	5	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-05	2022-02-05 10:41:56	149	"c1931 "	15605	0	0	28	124672	132	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"firstVisit"
2022-02-05	2022-02-05 10:42:02	248	"c1931 "	15605	0	7	28	124416	134	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"6"
2022-02-05	2022-02-05 10:42:48	48	"c1931 "	15605	0	14472	34	124416	272	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"64"
2022-02-05	2022-02-05 10:43:08	513	"c1931 "	15605	0	127944	53	124160	784	5	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"6"
2022-02-05	2022-02-05 10:43:16	449	"c1931 "	15605	0	121944	53	124672	1077	5	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"8"
2022-02-05	2022-02-05 11:02:02	772	"c1931 "	15605	0	124877	150	124672	2920	21	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-05	2022-02-05 11:02:32	513	"c1931 "	15605	0	124877	30	124672	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"30"
2022-02-05	2022-02-05 11:06:08	497	"c1931 "	15605	0	121943	26	124672	134	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"24"
2022-02-05	2022-02-05 11:41:06	66	"c1931 "	15605	0	68629	26	124160	344	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"2225"
2022-02-05	2022-02-05 11:41:08	20	"c1931 "	15605	0	107285	34	124672	268	2	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"2100"
2022-02-05	2022-02-05 11:41:11	399	"c1931 "	15605	0	105573	56	124416	800	6	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"3"
2022-02-05	2022-02-05 11:41:41	470	"c1935 "	161	0	128997	38	126464	532	3	1	"01103FE02C"	"F01"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"firstVisit"
2022-02-05	2022-02-05 11:41:44	422	"c1935 "	161	0	126997	27	126464	228	1	1	"01103FE02C"	"F01"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"3"
2022-02-05	2022-02-05 11:41:58	491	"c1937 "	2763	0	12881	38	126208	534	3	1	"01103FE02C"	"F03"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"firstVisit"
2022-02-05	2022-02-05 12:44:00	871	"c1931 "	15605	0	4849	26	124160	256	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3774"
2022-02-05	2022-02-05 12:45:04	318	"c1931 "	15605	0	121930	32	124672	272	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"62"
2022-02-05	2022-02-05 12:45:13	571	"c1931 "	15605	0	0	27	124672	128	1	1	"01103FC958"	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"firstVisit"
2022-02-05	2022-02-05 12:45:18	793	"c1931 "	15605	0	0	45	124672	572	4	1	"01103FC958"	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"5"
2022-02-05	2022-02-05 12:46:02	219	"c1935 "	162	0	106854	51	126208	644	5	1	"01103FC958"	"F01"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"firstVisit"
2022-02-05	2022-02-05 12:46:06	616	"c1935 "	162	0	83782	33	126208	275	2	1	"01103FC958"	"F01"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"4"
2022-02-05	2022-02-05 12:46:09	666	"c1935 "	162	0	4007	45	126208	662	4	1	"01103FC958"	"F01"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"3"
2022-02-05	2022-02-05 12:46:28	892	"c1931 "	15605	0	1	34	123648	342	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"84"
2022-02-05	2022-02-05 12:46:31	318	"c1931 "	15605	0	1	29	124672	133	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"3920"
2022-02-05	2022-02-05 12:46:43	344	"c1931 "	15605	0	68629	34	124672	296	2	1	"01103FC958"	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"85"
2022-02-05	2022-02-05 12:47:30	299	"c1931 "	15605	0	105573	28	124672	132	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"59"
2022-02-05	2022-02-05 12:47:33	346	"c1931 "	15605	0	100739	34	124416	264	2	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"3"
2022-02-05	2022-02-05 14:28:48	322	"c1931 "	15605	0	122877	32	124672	272	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"6140"
2022-02-05	2022-02-05 14:29:16	971	"c1931 "	15605	0	124878	26	124672	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"28"
2022-02-05	2022-02-05 14:29:25	322	"c1931 "	15605	0	118878	27	124672	400	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"9"
2022-02-05	2022-02-05 14:29:33	396	"c1931 "	15605	0	116878	33	124416	378	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"8"
2022-02-05	2022-02-05 14:29:37	531	"c1931 "	15605	0	118878	27	124928	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"4"
2022-02-05	2022-02-05 14:29:41	446	"c1931 "	15605	0	124877	33	123904	470	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-05	2022-02-05 14:29:44	172	"c1931 "	15605	0	6849	40	123904	706	3	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-05	2022-02-05 14:29:49	269	"c1931 "	15605	0	127921	64	124416	1158	7	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"5"
2022-02-05	2022-02-05 14:30:25	447	"c1931 "	15605	0	0	34	124672	430	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"24"
2022-02-05	2022-02-05 14:30:40	403	"c1931 "	15605	0	108849	29	123904	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"5"
2022-02-05	2022-02-05 14:31:55	896	"c1931 "	15605	0	7921	32	124672	546	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"75"
2022-02-05	2022-02-05 14:48:36	872	"c1931 "	15605	0	95779	27	124672	222	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"7263"
2022-02-05	2022-02-05 15:57:42	511	"c1931 "	15605	0	94707	26	124672	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"5147"
2022-02-05	2022-02-05 15:57:47	843	"c1931 "	15605	0	122851	27	124672	176	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-05	2022-02-05 15:58:16	769	"c1931 "	15605	0	3923	33	124672	272	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"29"
2022-02-05	2022-02-05 15:58:20	510	"c1931 "	15605	0	3	27	124672	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"4"
2022-02-05	2022-02-05 15:58:39	792	"c1931 "	15605	0	100755	27	124672	168	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-05	2022-02-05 15:59:23	547	"c1931 "	15605	0	124851	118	124672	2498	16	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"44"
2022-02-05	2022-02-05 15:59:46	622	"c1931 "	15605	0	124851	124	124416	2602	17	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"23"
2022-02-05	2022-02-05 16:00:24	568	"c1931 "	15605	0	98707	34	124672	375	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"38"
2022-02-05	2022-02-05 16:00:57	117	"c1931 "	15605	0	109779	29	124672	180	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"33"
2022-02-05	2022-02-05 16:01:22	621	"c1931 "	15605	0	0	59	124672	815	6	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"23"
2022-02-05	2022-02-05 16:01:59	869	"c1931 "	15605	0	107285	41	124672	408	3	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"27"
2022-02-06	2022-02-06 08:44:21	417	"c1931 "	15605	0	7924	26	123904	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"firstVisit"
2022-02-06	2022-02-06 08:45:35	70	"c1931 "	15605	0	7924	27	124672	133	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"firstVisit"
2022-02-06	2022-02-06 08:45:44	671	"c1931 "	15605	0	9924	27	124416	443	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"81"
2022-02-06	2022-02-06 08:45:50	398	"c1931 "	15605	0	3924	28	124416	220	1	1	"01103FE3B3"	"F02"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	3	"F"	72	18.1	"firstVisit"
2022-02-06	2022-02-06 08:46:06	845	"c1931 "	15605	0	9924	46	124416	512	4	1	"01103FC958"	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"firstVisit"
2022-02-06	2022-02-06 08:46:13	943	"c1931 "	15605	0	11924	28	124672	120	1	1	"01103FC958"	"F02"	"15/01/2021"	"12:20"	"R"	"AAJ5701"	"BT"	"R"	6	"F"	64	10.2	"7"
2022-02-06	2022-02-06 08:46:58	509	"c1931 "	15605	0	15924	28	124672	300	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"71"
2022-02-06	2022-02-06 08:50:15	721	"c1931 "	15605	0	9924	29	124416	410	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"270"
2022-02-06	2022-02-06 09:18:52	695	"c1931 "	15605	0	1942	30	124672	376	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"700"
2022-02-06	2022-02-06 09:18:55	121	"c1931 "	15605	0	11942	29	124160	134	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"3"
2022-02-06	2022-02-06 09:19:00	972	"c1931 "	15605	0	7942	30	124416	116	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"3"
2022-02-06	2022-02-06 09:19:41	846	"c1931 "	15605	0	9942	37	124672	331	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"55"
2022-02-06	2022-02-06 09:20:38	695	"c1931 "	15605	0	129944	31	124416	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"57"
2022-02-06	2022-02-06 09:20:41	601	"c1931 "	15605	0	3942	31	124672	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"3"
2022-02-06	2022-02-06 09:20:45	914	"c1931 "	15605	0	9924	32	124160	134	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"3"
2022-02-06	2022-02-06 09:20:49	596	"c1931 "	15605	0	9924	33	124160	482	2	1	"01103FE3B3"	"F02"	"07/11/2021"	"12:15"	"R"	"AJT8118"	"GT"	"R"	3	"F"	72	18.1	"2097"
2022-02-06	2022-02-06 09:20:54	493	"c1931 "	15605	0	9924	26	124416	314	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"9"
2022-02-06	2022-02-06 10:34:33	616	"c1935 "	164	0	113925	44	126208	544	4	1	"01103FDF3E"	"F01"	"17/01/2021"	"09:28"	"R"	"Y584298"	"GT"	"R"	6	"M"	77	18.6	"firstVisit"
2022-02-06	2022-02-06 10:34:35	891	"c1935 "	165	0	119925	27	126464	140	1	1	"01103FE02C"	"F01"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"firstVisit"
2022-02-06	2022-02-06 10:34:40	116	"c1935 "	165	0	59711	27	126208	603	1	1	"01103FE02C"	"F01"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"3"
2022-02-06	2022-02-06 10:39:19	541	"c1931 "	15605	0	3942	38	124416	398	3	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"4718"
2022-02-06	2022-02-06 10:39:23	891	"c1931 "	15605	0	7924	27	124672	134	1	1	"01103F9ECD"	"F02"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"4707"
2022-02-06	2022-02-06 10:40:23	996	"c1931 "	15605	0	9921	26	124672	345	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"64"
2022-02-06	2022-02-06 10:43:52	397	"c1931 "	15605	0	9920	27	124672	134	1	1	"01103FE66A"	"F02"	"03/10/2021"	"11:47"	"R"	"AKL0888"	"GT"	"R"	4	"F"	73	17	"firstVisit"
2022-02-06	2022-02-06 10:43:55	503	"c1931 "	15605	0	11920	33	124672	401	2	1	"01103FE66A"	"F02"	"03/10/2021"	"11:47"	"R"	"AKL0888"	"GT"	"R"	4	"F"	73	17	"3"
2022-02-06	2022-02-06 10:44:09	438	"c1935 "	167	0	101285	40	126208	506	3	1	"01103FE66A"	"F01"	"03/10/2021"	"11:47"	"R"	"AKL0888"	"GT"	"R"	4	"F"	73	17	"firstVisit"
2022-02-06	2022-02-06 10:44:12	792	"c1935 "	167	0	117945	28	126208	134	1	1	"01103FE66A"	"F01"	"03/10/2021"	"11:47"	"R"	"AKL0888"	"GT"	"R"	4	"F"	73	17	"3"
2022-02-06	2022-02-06 10:45:46	118	"c1931 "	15605	0	11920	58	124416	880	6	1	"01103FE02C"	"F02"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"firstVisit"
2022-02-06	2022-02-06 10:46:33	792	"c1937 "	2764	0	35759	27	126208	142	1	1	"01103FE02C"	"F03"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"firstVisit"
2022-02-06	2022-02-06 11:13:06	148	"c1931 "	15605	0	4873	27	124672	136	1	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"64"
2022-02-06	2022-02-06 11:13:32	970	"c1931 "	15605	0	127946	35	124416	272	2	1	"01103F3BED"	"F02"	"17/10/2021"	"10:09"	"R"	"AAJ5895"	"GT"	"R"	3	"M"	75	18.5	"24"
2022-02-06	2022-02-06 11:32:36	397	"c1931 "	15605	0	109807	83	124672	1346	10	1	"01103FE42F"	"F02"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"firstVisit"
2022-02-06	2022-02-06 11:33:00	818	"c1931 "	15605	0	9924	54	124672	804	5	1	"01103FE16A"	"F02"	"11/10/2020"	"11:33"	"R"	"ABL3895"	"GT"	"R"	4	"F"	75	17.6	"firstVisit"
2022-02-06	2022-02-06 11:33:04	375	"c1937 "	2767	0	35759	33	0	362	2	1	"01103FE42F"	"F03"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"firstVisit"
2022-02-06	2022-02-06 11:33:13	445	"c1937 "	2767	0	35779	27	124928	311	1	1	"01103FE42F"	"F03"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"7"
2022-02-06	2022-02-06 11:33:18	271	"c1935 "	170	0	91809	50	126208	650	5	1	"01103FE42F"	"F01"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"firstVisit"
2022-02-06	2022-02-06 11:33:19	146	"c1937 "	2768	0	35759	33	126208	470	2	1	"3B00183F78"	"F03"	"03/10/2021"	"12:54"	"N"	"AJT8165"	"BT"	"N"	4	""	67	11	"firstVisit"
2022-02-06	2022-02-06 11:33:22	47	"c1937 "	2768	0	35759	28	125696	250	1	1	"01103FE16A"	"F03"	"11/10/2020"	"11:33"	"R"	"ABL3895"	"GT"	"R"	4	"F"	75	17.6	"firstVisit"
2022-02-06	2022-02-06 11:33:22	194	"c1935 "	170	0	91810	39	126208	1280	3	1	"01103FE42F"	"F01"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"4"
2022-02-06	2022-02-06 11:33:25	994	"c1937 "	2769	0	35759	46	126208	536	4	1	"01103FE16A"	"F03"	"11/10/2020"	"11:33"	"R"	"ABL3895"	"GT"	"R"	4	"F"	75	17.6	"3"
2022-02-06	2022-02-06 11:33:34	617	"c1935 "	171	0	59701	27	126208	132	1	1	"01103FE16A"	"F01"	"11/10/2020"	"11:33"	"R"	"ABL3895"	"GT"	"R"	4	"F"	75	17.6	"firstVisit"
2022-02-06	2022-02-06 11:33:44	71	"c1935 "	172	0	2751	40	126208	830	3	1	"01103F9ECD"	"F01"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"firstVisit"
2022-02-06	2022-02-06 11:33:50	586	"c1937 "	2770	0	35759	34	141056	668	2	1	"01103FE42F"	"F03"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"35"
2022-02-06	2022-02-06 11:33:54	390	"c1937 "	2770	0	35759	26	0	130	1	1	"01103FE42F"	"F03"	"17/10/2021"	"11:32"	"R"	"AKL0789"	"GT"	"R"	4	"M"	79	20.1	"4"
2022-02-06	2022-02-06 11:46:16	350	"c1931 "	15605	0	17920	26	124160	251	1	1	"011016C1FD"	"F02"	"06/01/2021"	"11:06"	"R"	"Y584244"	"BT"	"R"	6	"M"	65	11.5	"firstVisit"
2022-02-06	2022-02-06 11:46:19	1019	"c1931 "	15605	0	5920	38	124672	522	3	1	"011016C1FD"	"F02"	"06/01/2021"	"11:06"	"R"	"Y584244"	"BT"	"R"	6	"M"	65	11.5	"3"
2022-02-06	2022-02-06 11:46:26	506	"c1931 "	15605	0	106752	86	124672	1715	11	1	"011016C1FD"	"F02"	"06/01/2021"	"11:06"	"R"	"Y584244"	"BT"	"R"	6	"M"	65	11.5	"7"
2022-02-06	2022-02-06 11:46:36	349	"c1937 "	2772	0	35759	27	126208	130	1	1	"01103F9C82"	"F03"	"06/01/2021"	"12:36"	"R"	"AKL0699"	"BT"	"R"	5	"F"	63	10.7	"firstVisit"
2022-02-06	2022-02-06 11:46:40	98	"c1937 "	2772	0	35759	28	126208	130	1	1	"01103F9C82"	"F03"	"06/01/2021"	"12:36"	"R"	"AKL0699"	"BT"	"R"	5	"F"	63	10.7	"4"
2022-02-06	2022-02-06 11:46:50	943	"c1931 "	15605	0	125920	45	124672	666	4	1	"01103F9C82"	"F02"	"06/01/2021"	"12:36"	"R"	"AKL0699"	"BT"	"R"	5	"F"	63	10.7	"firstVisit"
2022-02-06	2022-02-06 11:47:05	441	"c1935 "	173	0	127924	38	126464	558	3	1	"01103F9C82"	"F01"	"06/01/2021"	"12:36"	"R"	"AKL0699"	"BT"	"R"	5	"F"	63	10.7	"firstVisit"
2022-02-06	2022-02-06 11:47:13	445	"c1931 "	15605	0	4848	34	123392	330	2	1	"01103FE02C"	"F02"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"3687"
2022-02-06	2022-02-06 11:47:16	923	"c1931 "	15605	0	123920	34	124672	282	2	1	"01103FE02C"	"F02"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"3"
2022-02-06	2022-02-06 11:47:20	521	"c1931 "	15605	0	123920	39	124672	424	3	1	"01103FE02C"	"F02"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"4"
2022-02-06	2022-02-06 11:47:32	296	"c1937 "	2775	0	113807	28	126208	142	1	1	"01103FE02C"	"F03"	"13/10/2022"	"10:35"	"R"	"AJT8189"	"GT"	"R"	4	"M"	76	18.9	"3657"
2022-02-06	2022-02-06 11:48:11	220	"c1937 "	2777	0	35759	29	126464	134	1	1	"01103F9ECD"	"F03"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"firstVisit"
2022-02-06	2022-02-06 11:48:20	146	"c1935 "	174	0	59700	57	126208	828	6	1	"01103FD2FF"	"F01"	"19/09/2021"	"09:45"	"R"	"AAJ5784"	"BT"	"A"	3	""	64	10.4	"firstVisit"
2022-02-06	2022-02-06 11:48:26	346	"c1935 "	175	0	59711	33	126208	268	2	1	"01103F9ECD"	"F01"	"09/11/2021"	"09:52"	"R"	"AKL0898"	"BT"	"R"	4	""	64	10.7	"882"
