F 	Date            	Hmsec 	ID   	Event 	Old 	New 	Strain 	~Weight
D 	2022-02-07 10:51:08	 412 	c1931 	15696 	u   	d    	-39356 	   84
D 	2022-02-07 10:51:08	 462 	c1931 	15696 	u   	d    	-39356 	   84
D 	2022-02-07 10:51:10	 324 	c1931 	15696 	d   	u    	-66860 	   26
D 	2022-02-07 10:51:15	 552 	c1931 	15697 	u   	d    	-33093 	   97
D 	2022-02-07 10:51:15	 600 	c1931 	15697 	u   	d    	-33093 	   97
D 	2022-02-07 10:51:15	 650 	c1931 	15697 	u   	d    	-33093 	   97
D 	2022-02-07 10:51:15	 700 	c1931 	15697 	u   	d    	-33093 	   97
D 	2022-02-07 10:51:17	 204 	c1931 	15697 	d   	u    	-96533 	  -36
D 	2022-02-07 10:51:17	 604 	c1931 	15698 	u   	d    	-35289 	   92
D 	2022-02-07 10:51:17	 652 	c1931 	15698 	u   	d    	-35289 	   92
D 	2022-02-07 10:51:17	 702 	c1931 	15698 	u   	d    	-35289 	   92
D 	2022-02-07 10:51:17	 752 	c1931 	15698 	u   	d    	-35289 	   92
D 	2022-02-07 10:51:18	 119 	c1931 	15698 	d   	u    	-73335 	   12
D 	2022-02-07 10:51:18	 819 	c1931 	15699 	u   	d    	-39123 	   84
D 	2022-02-07 10:51:18	 868 	c1931 	15699 	u   	d    	-39123 	   84
D 	2022-02-07 10:51:18	 918 	c1931 	15699 	u   	d    	-39123 	   84
D 	2022-02-07 10:51:18	 968 	c1931 	15699 	u   	d    	-39123 	   84
D 	2022-02-07 10:51:20	 921 	c1931 	15699 	d   	u    	-80599 	   -3
D 	2022-02-07 10:51:25	 951 	c1931 	15700 	u   	d    	-14133 	  137
D 	2022-02-07 10:51:25	1000 	c1931 	15700 	u   	d    	-14133 	  137
D 	2022-02-07 10:51:26	  26 	c1931 	15700 	u   	d    	-14133 	  137
D 	2022-02-07 10:51:26	  76 	c1931 	15700 	u   	d    	-14133 	  137
D 	2022-02-07 10:51:26	 227 	c1931 	15700 	d   	u    	-72258 	   14
D 	2022-02-07 10:51:26	 527 	c1931 	15701 	u   	d    	  897 	  169
D 	2022-02-07 10:51:26	 576 	c1931 	15701 	u   	d    	  897 	  169
D 	2022-02-07 10:51:26	 626 	c1931 	15701 	u   	d    	  897 	  169
D 	2022-02-07 10:51:26	 676 	c1931 	15701 	u   	d    	  897 	  169
D 	2022-02-07 10:51:46	 625 	c1931 	15701 	d   	u    	-206703 	 -270
D 	2022-02-07 10:51:48	 177 	c1931 	15702 	u   	d    	-40714 	   81
D 	2022-02-07 10:51:48	 226 	c1931 	15702 	u   	d    	-40714 	   81
D 	2022-02-07 10:51:48	 276 	c1931 	15702 	u   	d    	-40714 	   81
D 	2022-02-07 10:51:48	 326 	c1931 	15702 	u   	d    	-40714 	   81
D 	2022-02-07 10:59:13	 151 	c1931 	15702 	d   	u    	-40606 	  -86
D 	2022-02-07 10:59:18	 126 	c1931 	15703 	u   	d    	15690 	  142
D 	2022-02-07 10:59:18	 175 	c1931 	15703 	u   	d    	15690 	  142
D 	2022-02-07 10:59:18	 225 	c1931 	15703 	u   	d    	15690 	  142
D 	2022-02-07 10:59:18	 275 	c1931 	15703 	u   	d    	15690 	  142
D 	2022-02-07 10:59:27	 149 	c1931 	15703 	d   	u    	-32517 	   18
D 	2022-02-07 10:59:36	 423 	c1931 	15704 	u   	d    	49985 	  209
D 	2022-02-07 10:59:36	 472 	c1931 	15704 	u   	d    	49985 	  209
D 	2022-02-07 10:59:36	 522 	c1931 	15704 	u   	d    	49985 	  209
D 	2022-02-07 10:59:36	 572 	c1931 	15704 	u   	d    	49985 	  209
D 	2022-02-07 10:59:46	 775 	c1931 	15704 	d   	u    	-29758 	   17
D 	2022-02-07 10:59:58	 277 	c1931 	15705 	u   	d    	84216 	  287
D 	2022-02-07 10:59:58	 325 	c1931 	15705 	u   	d    	84216 	  287
D 	2022-02-07 10:59:59	  53 	c1931 	15705 	d   	u    	-30154 	    6
D 	2022-02-07 11:00:00	 622 	c1931 	15706 	u   	d    	 3088 	   88
D 	2022-02-07 11:00:00	 671 	c1931 	15706 	u   	d    	 3088 	   88
D 	2022-02-07 11:00:01	 598 	c1931 	15706 	d   	u    	-28958 	    9
D 	2022-02-07 11:00:07	 849 	c1931 	15707 	u   	d    	 9838 	  104
D 	2022-02-07 11:00:07	 898 	c1931 	15707 	u   	d    	 9838 	  104
D 	2022-02-07 11:00:08	 775 	c1931 	15707 	d   	u    	-24633 	   20
D 	2022-02-07 11:00:10	 527 	c1931 	15708 	u   	d    	19287 	  128
D 	2022-02-07 11:00:10	 576 	c1931 	15708 	u   	d    	19287 	  128
D 	2022-02-07 11:00:10	 626 	c1931 	15708 	u   	d    	19287 	  128
D 	2022-02-07 11:00:11	 448 	c1931 	15708 	d   	u    	-22505 	   25
D 	2022-02-07 11:00:13	  72 	c1931 	15709 	u   	d    	38129 	  174
D 	2022-02-07 11:00:13	 121 	c1931 	15709 	u   	d    	38129 	  174
D 	2022-02-07 11:00:13	 171 	c1931 	15709 	u   	d    	38129 	  174
T 	2022-02-07 11:00:13	 630 	c1931 	15709 
S
D 	2022-02-07 11:00:14	 414 	c1931 	15709 	d   	u    	-26370 	   16
D 	2022-02-07 11:00:17	  45 	c1931 	15710 	u   	d    	29286 	  156
D 	2022-02-07 11:00:17	  94 	c1931 	15710 	u   	d    	29286 	  156
D 	2022-02-07 11:00:18	 921 	c1931 	15710 	d   	u    	-28884 	   15
D 	2022-02-07 11:00:20	 823 	c1931 	15711 	u   	d    	13305 	  117
D 	2022-02-07 11:00:20	 872 	c1931 	15711 	u   	d    	13305 	  117
D 	2022-02-07 11:00:21	 849 	c1931 	15711 	d   	u    	-25284 	   24
D 	2022-02-07 11:00:42	 125 	c1931 	15712 	u   	d    	28574 	  154
D 	2022-02-07 11:00:42	 173 	c1931 	15712 	u   	d    	28574 	  154
D 	2022-02-07 11:00:43	  50 	c1931 	15712 	d   	u    	-26294 	   21
D 	2022-02-07 11:01:24	 124 	c1931 	15713 	u   	d    	19167 	  155
D 	2022-02-07 11:01:24	 173 	c1931 	15713 	u   	d    	19167 	  155
D 	2022-02-07 11:01:24	 223 	c1931 	15713 	u   	d    	19167 	  155
D 	2022-02-07 11:01:24	 273 	c1931 	15713 	u   	d    	19167 	  155
D 	2022-02-07 11:01:41	 801 	c1931 	15713 	d   	u    	-41244 	   19
D 	2022-02-07 11:01:54	 724 	c1931 	15714 	u   	d    	 6394 	  125
D 	2022-02-07 11:01:54	 773 	c1931 	15714 	u   	d    	 6394 	  125
D 	2022-02-07 11:01:54	 823 	c1931 	15714 	u   	d    	 6394 	  125
D 	2022-02-07 11:01:54	 873 	c1931 	15714 	u   	d    	 6394 	  125
D 	2022-02-07 11:02:05	  52 	c1931 	15714 	d   	u    	-37035 	   17
D 	2022-02-07 11:02:26	 328 	c1931 	15715 	u   	d    	22269 	  160
D 	2022-02-07 11:02:26	 376 	c1931 	15715 	u   	d    	22269 	  160
D 	2022-02-07 11:02:27	 104 	c1931 	15715 	d   	u    	-37827 	   11
T 	2022-02-07 11:27:03	 242 	c1931 	15715 
S
D 	2022-02-07 11:32:20	 922 	c1931 	15716 	u   	d    	26341 	  169
D 	2022-02-07 11:32:20	 971 	c1931 	15716 	u   	d    	26341 	  169
D 	2022-02-07 11:32:22	 724 	c1931 	15716 	d   	u    	-32380 	   22
D 	2022-02-07 11:33:42	  76 	c1931 	15717 	u   	d    	27468 	  172
D 	2022-02-07 11:33:42	 125 	c1931 	15717 	u   	d    	27468 	  172
D 	2022-02-07 11:33:49	 150 	c1931 	15717 	d   	u    	-31121 	   26
D 	2022-02-07 11:33:55	 603 	c1931 	15718 	u   	d    	23744 	  163
D 	2022-02-07 11:33:55	 651 	c1931 	15718 	u   	d    	23744 	  163
D 	2022-02-07 11:33:58	 174 	c1931 	15718 	d   	u    	-29638 	   29
D 	2022-02-07 11:35:19	 253 	c1931 	15719 	u   	d    	42092 	  209
D 	2022-02-07 11:35:19	 302 	c1931 	15719 	u   	d    	42092 	  209
D 	2022-02-07 11:35:19	 352 	c1931 	15719 	u   	d    	42092 	  209
D 	2022-02-07 11:35:19	 402 	c1931 	15719 	u   	d    	42092 	  209
T 	2022-02-07 12:12:01	 981 	c1931 	15719 
S
D 	2022-02-09 15:33:52	 126 	c1931 	15719 	d   	u    	-91136 	 -124
D 	2022-02-09 15:33:52	 326 	c1931 	15720 	u   	d    	 6311 	  119
D 	2022-02-09 15:33:52	 375 	c1931 	15720 	u   	d    	 6311 	  119
D 	2022-02-09 15:33:52	 425 	c1931 	15720 	u   	d    	 6311 	  119
D 	2022-02-09 15:33:52	 475 	c1931 	15720 	u   	d    	 6311 	  119
D 	2022-02-09 15:36:04	 474 	c1931 	15720 	d   	u    	-44134 	   -6
D 	2022-02-09 15:36:04	 624 	c1931 	15721 	u   	d    	-5873 	   89
D 	2022-02-09 15:36:04	 673 	c1931 	15721 	u   	d    	-5873 	   89
D 	2022-02-09 15:36:04	 723 	c1931 	15721 	u   	d    	-5873 	   89
D 	2022-02-09 15:36:04	 773 	c1931 	15721 	u   	d    	-5873 	   89
D 	2022-02-09 15:36:06	 576 	c1931 	15721 	d   	u    	-51995 	  -26
D 	2022-02-09 15:36:06	 776 	c1931 	15722 	u   	d    	11370 	  132
D 	2022-02-09 15:36:06	 825 	c1931 	15722 	u   	d    	11370 	  132
D 	2022-02-09 15:36:06	 875 	c1931 	15722 	u   	d    	11370 	  132
D 	2022-02-09 15:36:06	 925 	c1931 	15722 	u   	d    	11370 	  132
D 	2022-02-09 15:36:06	 976 	c1931 	15722 	d   	u    	-38384 	    7
D 	2022-02-09 15:36:07	 302 	c1931 	15723 	u   	d    	44489 	  215
D 	2022-02-09 15:36:07	 351 	c1931 	15723 	u   	d    	44489 	  215
D 	2022-02-09 15:36:07	 401 	c1931 	15723 	u   	d    	44489 	  215
D 	2022-02-09 15:36:07	 451 	c1931 	15723 	u   	d    	44489 	  215
D 	2022-02-09 15:36:13	 802 	c1931 	15723 	d   	u    	-38439 	    7
D 	2022-02-09 15:36:14	 172 	c1931 	15724 	u   	d    	10431 	  130
D 	2022-02-09 15:36:14	 220 	c1931 	15724 	u   	d    	10431 	  130
D 	2022-02-09 15:36:14	 270 	c1931 	15724 	u   	d    	10431 	  130
D 	2022-02-09 15:36:14	 320 	c1931 	15724 	u   	d    	10431 	  130
D 	2022-02-09 15:36:17	   0 	c1931 	15724 	d   	u    	-189049 	 -369
D 	2022-02-09 15:39:58	 727 	c1931 	15725 	u   	d    	-2226 	   98
D 	2022-02-09 15:39:58	 776 	c1931 	15725 	u   	d    	-2226 	   98
D 	2022-02-09 15:39:58	 826 	c1931 	15725 	u   	d    	-2226 	   98
D 	2022-02-09 15:39:58	 876 	c1931 	15725 	u   	d    	-2226 	   98
D 	2022-02-09 15:41:18	  76 	c1931 	15725 	d   	u    	15988 	    0
T 	2022-02-09 15:46:04	 463 	c1931 	15725 
S
