F 	Date            	Hmsec 	ID   	Event 	 Channel	 Dur	   Clks	   Freq	 Edges	 Reps	 Type	 TagID_hex	 Mfr	   TagID
D 	2022-02-07 10:29:58	 725 	c1931 	15666 	 0	130203	      0	 124160	    0	    0	    0 	
D 	2022-02-07 10:29:58	 712 	c1931 	15666 	 0	130183	     26	 124160	  208	    1	    1 	0300024FEF
D 	2022-02-07 10:30:04	 911 	c1931 	15667 	 0	129885	  30322	 124672	    1	    1	    0 	
D 	2022-02-07 10:30:06	 461 	c1931 	15668 	 0	130786	  30277	 124672	    1	    1	    0 	
D 	2022-02-07 10:38:52	 683 	c1931 	15669 	 0	130002	  30331	 124672	    1	    1	    0 	
D 	2022-02-07 10:38:52	 209 	c1931 	15670 	 0	   0	  30296	 124928	    1	    1	    0 	
D 	2022-02-07 10:46:47	 709 	c1931 	15671 	 0	69078	     16	 123648	  902	    1	    0 	
D 	2022-02-07 10:46:50	 360 	c1931 	15672 	 0	107719	  30371	 124672	    1	    1	    0 	
D 	2022-02-07 10:47:03	 130 	c1931 	15673 	 0	116134	  30335	 124672	    1	    1	    0 	
D 	2022-02-07 10:47:04	  91 	c1931 	15674 	 0	109810	    153	 124928	  230	    1	    0 	
T 	2022-02-07 10:47:05	1006 	c1931 	15674 
S
D 	2022-02-07 10:47:08	 184 	c1931 	15675 	 0	131061	    304	 124672	   68	    1	    0 	
D 	2022-02-07 10:48:21	 184 	c1931 	15676 	 0	8000	     16	 123904	  866	    1	    0 	
D 	2022-02-07 10:48:22	 836 	c1931 	15677 	 0	44301	   4044	 124928	  568	    1	    0 	
D 	2022-02-07 10:48:27	 335 	c1931 	15678 	 0	44302	  30266	 124928	    1	    1	    0 	
D 	2022-02-07 10:48:39	 561 	c1931 	15679 	 0	98765	  22870	 124416	  161	    1	    0 	
D 	2022-02-07 10:48:52	 987 	c1931 	15680 	 0	86483	      4	 124672	  678	    1	    0 	
D 	2022-02-07 10:48:54	  12 	c1931 	15681 	 0	69774	      2	 124160	  465	    1	    0 	
D 	2022-02-07 10:49:01	 659 	c1931 	15682 	 0	95808	 726881	 124416	 14164	   45	    0 	
D 	2022-02-07 10:50:16	 582 	c1931 	15683 	 0	114839	  23918	 124672	 2204	    5	    0 	
D 	2022-02-07 10:50:27	  32 	c1931 	15684 	 0	101285	  28158	 124672	  135	    1	    0 	
D 	2022-02-07 10:50:28	 307 	c1931 	15685 	 0	106739	      3	 123904	  257	    1	    0 	
D 	2022-02-07 10:50:37	 911 	c1931 	15686 	 0	2872	      3	 124672	  879	    1	    0 	
D 	2022-02-07 10:50:39	 183 	c1931 	15687 	 0	 871	  13130	 124672	  912	    2	    0 	
D 	2022-02-07 10:50:42	 409 	c1931 	15688 	 0	69078	  22214	 124672	  275	    1	    0 	
D 	2022-02-07 10:50:57	 184 	c1931 	15689 	 0	  20	   3423	 124672	  607	    1	    0 	
D 	2022-02-07 10:50:58	 786 	c1931 	15690 	 0	130833	  18286	 124672	    1	    1	    0 	
D 	2022-02-07 10:50:59	 906 	c1931 	15691 	 0	130975	  43479	 124928	    2	    2	    0 	
D 	2022-02-07 10:51:02	 434 	c1931 	15692 	 0	130282	  30466	 124672	    1	    1	    0 	
D 	2022-02-07 10:51:02	 160 	c1931 	15693 	 0	127684	  30470	 124672	    1	    1	    0 	
T 	2022-02-07 10:51:04	 566 	c1931 	15694 
S
D 	2022-02-07 10:51:03	 466 	c1931 	15694 	 0	3991	   6279	 124672	  360	    2	    0 	
D 	2022-02-07 10:51:07	  21 	c1931 	15695 	 0	 735	    205	 124672	  250	    1	    0 	
D 	2022-02-07 10:51:08	 333 	c1931 	15696 	 0	131064	    684	 124928	  479	    2	    0 	
D 	2022-02-07 10:51:15	 211 	c1931 	15697 	 0	 735	    887	 124672	   36	    1	    0 	
D 	2022-02-07 10:51:17	 127 	c1931 	15698 	 0	 735	    790	 124672	   42	    1	    0 	
D 	2022-02-07 10:51:18	 929 	c1931 	15699 	 0	 735	   6533	 124928	   75	    2	    0 	
D 	2022-02-07 10:51:25	 237 	c1931 	15700 	 0	108743	    896	 124672	   36	    1	    0 	
D 	2022-02-07 10:51:26	 634 	c1931 	15701 	 0	131062	  24539	 125184	  352	   13	    0 	
D 	2022-02-07 10:51:48	 160 	c1931 	15702 	 0	127944	 244861	 124672	 8887	  267	    0 	
D 	2022-02-07 10:59:18	 157 	c1931 	15703 	 0	114839	   6715	 124672	  197	    6	    0 	
D 	2022-02-07 10:59:36	 784 	c1931 	15704 	 0	1058	   4324	 124672	  202	    7	    0 	
D 	2022-02-07 10:59:58	 361 	c1931 	15705 	 0	130210	      0	 123904	    0	    0	    0 	
D 	2022-02-07 10:59:58	  62 	c1931 	15705 	 0	129867	     27	 123904	  154	    1	    1 	0300024FEF
D 	2022-02-07 11:00:00	 698 	c1931 	15706 	 0	129075	      0	 124416	    0	    0	    0 	
