F 	Date            	Hmsec 	ID   	Event 
0 	0x4ef0	72 	72 	72 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6d36	25 	25 	25 
8 	0x0000	0 	0 	0 
9 	0x0000	0 	0 	0 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6d04	90 	90 	90 
13 	0x5b3e	1 	1 	1 
14 	0x5e90	15 	15 	15 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5404	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:36:01	 996 	c1935 	  313 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5850	67 	67 	67 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6020	24 	24 	24 
8 	0x0000	0 	0 	0 
9 	0x0000	0 	0 	0 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6aac	94 	94 	94 
13 	0x0000	0 	0 	0 
14 	0x5c9c	18 	18 	18 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5ec2	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:36:19	 116 	c1935 	  339 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x7600	71 	71 	71 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4bd0	24 	24 	24 
8 	0x0000	0 	0 	0 
9 	0x61b0	1 	1 	1 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x72e0	90 	90 	90 
13 	0x0000	0 	0 	0 
14 	0x675a	17 	17 	17 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6020	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:36:40	1018 	c1935 	  365 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5724	72 	72 	72 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x50e4	23 	23 	23 
8 	0x0000	0 	0 	0 
9 	0x0000	0 	0 	0 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5ada	90 	90 	90 
13 	0x0000	0 	0 	0 
14 	0x6692	18 	18 	18 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4c66	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:36:59	 807 	c1935 	  389 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x530a	73 	73 	73 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6a48	20 	20 	20 
8 	0x0000	0 	0 	0 
9 	0x4e5a	1 	1 	1 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5468	91 	91 	91 
13 	0x0000	0 	0 	0 
14 	0x5b0c	18 	18 	18 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x46bc	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:37:27	 791 	c1935 	  411 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5dfa	71 	71 	71 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6d36	20 	20 	20 
8 	0x0000	0 	0 	0 
9 	0x0000	0 	0 	0 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6ec6	94 	94 	94 
13 	0x0000	0 	0 	0 
14 	0x5fbc	18 	18 	18 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5562	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:37:47	 258 	c1935 	  433 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5cce	68 	68 	68 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5e90	22 	22 	22 
8 	0x0000	0 	0 	0 
9 	0x0000	0 	0 	0 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5436	94 	94 	94 
13 	0x5c38	1 	1 	1 
14 	0x6cd2	18 	18 	18 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4f86	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:38:07	 613 	c1935 	  457 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5f8a	71 	71 	71 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5ada	24 	24 	24 
8 	0x0000	0 	0 	0 
9 	0x0000	0 	0 	0 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4b3a	91 	91 	91 
13 	0x0000	0 	0 	0 
14 	0x6566	17 	17 	17 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x565c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:38:26	 173 	c1935 	  482 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4496	73 	73 	73 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4c98	22 	22 	22 
8 	0x0000	0 	0 	0 
9 	0x6278	1 	1 	1 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x70ba	90 	90 	90 
13 	0x0000	0 	0 	0 
14 	0x611a	17 	17 	17 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	24 	24 	24 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x46bc	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	24 	24 	24 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:38:42	 227 	c1935 	  505 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x62dc	71 	71 	71 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5ba2	21 	21 	21 
8 	0x0000	0 	0 	0 
9 	0x67be	10 	10 	10 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5b0c	75 	75 	75 
13 	0x6a48	14 	14 	14 
14 	0x4c02	14 	14 	14 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	23 	23 	23 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5a76	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	23 	23 	23 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:48:32	 191 	c1935 	  528 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x60b6	69 	69 	69 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x75ce	18 	18 	18 
8 	0x0000	0 	0 	0 
9 	0x4590	5 	5 	5 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x62dc	90 	90 	90 
13 	0x61e2	5 	5 	5 
14 	0x484c	18 	18 	18 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	23 	23 	23 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5fee	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	23 	23 	23 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:53:46	 792 	c1935 	  546 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6d04	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5fbc	16 	16 	16 
8 	0x0000	0 	0 	0 
9 	0x6a16	9 	9 	9 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x60b6	77 	77 	77 
13 	0x71e6	10 	10 	10 
14 	0x5d96	16 	16 	16 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	23 	23 	23 
20 	0x611a	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x646c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	23 	23 	23 
27 	0x60e8	1 	1 	1 
T 	2022-02-07 11:03:03	   9 	c1935 	  562 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x7600	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x65fc	12 	12 	12 
8 	0x0000	0 	0 	0 
9 	0x6f8e	18 	18 	18 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4b6c	36 	36 	36 
13 	0x4e5a	48 	48 	48 
14 	0x5a76	12 	12 	12 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	23 	23 	23 
20 	0x6408	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x74d4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	23 	23 	23 
27 	0x5242	2 	2 	2 
T 	2022-02-07 11:20:44	 284 	c1935 	  570 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x58e6	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6d04	10 	10 	10 
8 	0x0000	0 	0 	0 
9 	0x4ef0	28 	28 	28 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x711e	7 	7 	7 
13 	0x70ba	80 	80 	80 
14 	0x52a6	4 	4 	4 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	21 	21 	21 
20 	0x5148	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x7600	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	22 	22 	22 
27 	0x4658	2 	2 	2 
T 	2022-02-07 11:48:50	 718 	c1935 	  572 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4978	74 	74 	74 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x71b4	4 	4 	4 
8 	0x0000	0 	0 	0 
9 	0x6b74	31 	31 	31 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5ba2	5 	5 	5 
13 	0x4c66	108 	108 	108 
14 	0x6ff2	1 	1 	1 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	13 	13 	13 
20 	0x47b6	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x58e6	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	13 	13 	13 
27 	0x646c	1 	1 	1 
T 	2022-02-07 12:20:00	 677 	c1935 	  573 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5a12	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x7150	21 	21 	21 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5e2c	135 	135 	135 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	10 	10 	10 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x74d4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	10 	10 	10 
27 	0x0000	0 	0 	0 
T 	2022-02-07 12:41:01	 876 	c1935 	  573 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x69e4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5850	18 	18 	18 
8 	0x0000	0 	0 	0 
9 	0x4432	21 	21 	21 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x594a	6 	6 	6 
13 	0x487e	101 	101 	101 
14 	0x75ce	10 	10 	10 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x4590	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5a12	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x4f22	2 	2 	2 
T 	2022-02-07 13:01:27	 564 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6084	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4aa4	26 	26 	26 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6b74	134 	134 	134 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x69e4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 13:28:17	 535 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6d68	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x74d4	17 	17 	17 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6bd8	143 	143 	143 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x47e8	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 13:44:27	 641 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x70ba	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x5242	11 	11 	11 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5882	149 	149 	149 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6d68	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 13:55:44	 319 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x74d4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x63a4	14 	14 	14 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4c02	146 	146 	146 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x70ba	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 14:09:41	 949 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x487e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6aac	13 	13 	13 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x7506	149 	149 	149 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	7 	7 	7 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x7696	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	7 	7 	7 
27 	0x0000	0 	0 	0 
T 	2022-02-07 14:22:56	 203 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x56f2	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6dcc	11 	11 	11 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5080	153 	153 	153 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	6 	6 	6 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x487e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	6 	6 	6 
27 	0x0000	0 	0 	0 
T 	2022-02-07 14:34:19	 377 	c1935 	  575 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6052	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x57ec	11 	11 	11 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5c06	153 	153 	153 
14 	0x0000	0 	0 	0 
15 	0x48b0	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	6 	6 	6 
