F 	Date            	Hmsec 	ID   	Event 	Old 	New 	Strain 	~Weight
D 	2022-02-07 10:35:29	 391 	c1935 	  274 	u   	d    	78972 	  118
D 	2022-02-07 10:35:33	 395 	c1935 	  274 	d   	u    	13669 	    8
D 	2022-02-07 10:35:33	 595 	c1935 	  275 	u   	d    	115582 	  179
D 	2022-02-07 10:35:33	 644 	c1935 	  275 	u   	d    	115582 	  179
D 	2022-02-07 10:35:33	 694 	c1935 	  275 	u   	d    	115582 	  179
D 	2022-02-07 10:35:33	 744 	c1935 	  275 	u   	d    	115582 	  179
D 	2022-02-07 10:35:34	 471 	c1935 	  275 	d   	u    	-25879 	  -57
D 	2022-02-07 10:35:34	 771 	c1935 	  276 	u   	d    	277947 	  452
D 	2022-02-07 10:35:34	 820 	c1935 	  276 	u   	d    	277947 	  452
D 	2022-02-07 10:35:34	 870 	c1935 	  276 	u   	d    	277947 	  452
D 	2022-02-07 10:35:34	 920 	c1935 	  276 	u   	d    	277947 	  452
D 	2022-02-07 10:35:36	 610 	c1935 	  276 	d   	u    	16753 	   13
D 	2022-02-07 10:35:36	1010 	c1935 	  277 	u   	d    	81496 	  122
D 	2022-02-07 10:35:37	  34 	c1935 	  277 	u   	d    	81496 	  122
D 	2022-02-07 10:35:37	  84 	c1935 	  277 	u   	d    	81496 	  122
D 	2022-02-07 10:35:37	 134 	c1935 	  277 	u   	d    	81496 	  122
D 	2022-02-07 10:35:37	 736 	c1935 	  277 	d   	u    	-3487 	  -20
D 	2022-02-07 10:35:38	  12 	c1935 	  278 	u   	d    	66711 	   97
D 	2022-02-07 10:35:38	  60 	c1935 	  278 	u   	d    	66711 	   97
D 	2022-02-07 10:35:38	 110 	c1935 	  278 	u   	d    	66711 	   97
D 	2022-02-07 10:35:38	 160 	c1935 	  278 	u   	d    	66711 	   97
D 	2022-02-07 10:35:38	 562 	c1935 	  278 	d   	u    	19919 	   19
D 	2022-02-07 10:35:38	 762 	c1935 	  279 	u   	d    	71108 	  104
D 	2022-02-07 10:35:38	 810 	c1935 	  279 	u   	d    	71108 	  104
D 	2022-02-07 10:35:38	 860 	c1935 	  279 	u   	d    	71108 	  104
D 	2022-02-07 10:35:38	 910 	c1935 	  279 	u   	d    	71108 	  104
D 	2022-02-07 10:35:39	 988 	c1935 	  279 	d   	u    	 3990 	   -7
D 	2022-02-07 10:35:41	 390 	c1935 	  280 	u   	d    	198902 	  319
D 	2022-02-07 10:35:41	 438 	c1935 	  280 	u   	d    	198902 	  319
D 	2022-02-07 10:35:41	 488 	c1935 	  280 	u   	d    	198902 	  319
D 	2022-02-07 10:35:41	 538 	c1935 	  280 	u   	d    	198902 	  319
D 	2022-02-07 10:35:41	 690 	c1935 	  280 	d   	u    	-44529 	  -89
D 	2022-02-07 10:35:41	 990 	c1935 	  281 	u   	d    	127282 	  199
D 	2022-02-07 10:35:42	  14 	c1935 	  281 	u   	d    	127282 	  199
D 	2022-02-07 10:35:42	  64 	c1935 	  281 	u   	d    	127282 	  199
D 	2022-02-07 10:35:42	 114 	c1935 	  281 	u   	d    	127282 	  199
D 	2022-02-07 10:35:42	 166 	c1935 	  281 	d   	u    	-54016 	 -105
D 	2022-02-07 10:35:42	 416 	c1935 	  282 	u   	d    	93889 	  143
D 	2022-02-07 10:35:42	 464 	c1935 	  282 	u   	d    	93889 	  143
D 	2022-02-07 10:35:42	 514 	c1935 	  282 	u   	d    	93889 	  143
D 	2022-02-07 10:35:42	 564 	c1935 	  282 	u   	d    	93889 	  143
D 	2022-02-07 10:35:42	 815 	c1935 	  282 	d   	u    	 9850 	    2
D 	2022-02-07 10:35:43	  42 	c1935 	  283 	u   	d    	118942 	  185
D 	2022-02-07 10:35:43	  90 	c1935 	  283 	u   	d    	118942 	  185
D 	2022-02-07 10:35:43	 140 	c1935 	  283 	u   	d    	118942 	  185
D 	2022-02-07 10:35:43	 190 	c1935 	  283 	u   	d    	118942 	  185
D 	2022-02-07 10:35:43	 342 	c1935 	  283 	d   	u    	-57766 	 -111
D 	2022-02-07 10:35:43	 542 	c1935 	  284 	u   	d    	63303 	   91
D 	2022-02-07 10:35:43	 590 	c1935 	  284 	u   	d    	63303 	   91
D 	2022-02-07 10:35:43	 640 	c1935 	  284 	u   	d    	63303 	   91
D 	2022-02-07 10:35:43	 690 	c1935 	  284 	u   	d    	63303 	   91
D 	2022-02-07 10:35:44	  68 	c1935 	  284 	d   	u    	10268 	    2
D 	2022-02-07 10:35:44	 368 	c1935 	  285 	u   	d    	175557 	  280
D 	2022-02-07 10:35:44	 416 	c1935 	  285 	u   	d    	175557 	  280
D 	2022-02-07 10:35:44	 466 	c1935 	  285 	u   	d    	175557 	  280
D 	2022-02-07 10:35:44	 516 	c1935 	  285 	u   	d    	175557 	  280
D 	2022-02-07 10:35:44	 668 	c1935 	  285 	d   	u    	-81705 	 -151
D 	2022-02-07 10:35:44	 818 	c1935 	  286 	u   	d    	162660 	  258
D 	2022-02-07 10:35:45	   0 	c1935 	  286 	u   	d    	162660 	  258
D 	2022-02-07 10:35:45	  50 	c1935 	  286 	u   	d    	162660 	  258
D 	2022-02-07 10:35:45	 100 	c1935 	  286 	u   	d    	162660 	  258
D 	2022-02-07 10:35:45	 151 	c1935 	  286 	d   	u    	-27599 	  -60
D 	2022-02-07 10:35:45	 561 	c1935 	  287 	u   	d    	189766 	  304
D 	2022-02-07 10:35:45	 609 	c1935 	  287 	u   	d    	189766 	  304
D 	2022-02-07 10:35:45	 659 	c1935 	  287 	u   	d    	189766 	  304
D 	2022-02-07 10:35:45	 709 	c1935 	  287 	u   	d    	189766 	  304
D 	2022-02-07 10:35:45	 830 	c1935 	  287 	d   	u    	26402 	   29
D 	2022-02-07 10:35:46	   1 	c1935 	  288 	u   	d    	129076 	  202
D 	2022-02-07 10:35:46	  50 	c1935 	  288 	u   	d    	129076 	  202
D 	2022-02-07 10:35:46	 100 	c1935 	  288 	u   	d    	129076 	  202
D 	2022-02-07 10:35:46	 150 	c1935 	  288 	u   	d    	129076 	  202
D 	2022-02-07 10:35:46	 442 	c1935 	  288 	d   	u    	-104210 	 -189
D 	2022-02-07 10:35:46	 681 	c1935 	  289 	u   	d    	115544 	  179
D 	2022-02-07 10:35:46	 730 	c1935 	  289 	u   	d    	115544 	  179
D 	2022-02-07 10:35:46	 780 	c1935 	  289 	u   	d    	115544 	  179
D 	2022-02-07 10:35:46	 830 	c1935 	  289 	u   	d    	115544 	  179
D 	2022-02-07 10:35:47	  67 	c1935 	  289 	d   	u    	16981 	   14
D 	2022-02-07 10:35:47	 132 	c1935 	  290 	u   	d    	60171 	   86
D 	2022-02-07 10:35:47	 181 	c1935 	  290 	u   	d    	60171 	   86
D 	2022-02-07 10:35:47	 193 	c1935 	  290 	u   	d    	60171 	   86
D 	2022-02-07 10:35:47	 243 	c1935 	  290 	u   	d    	60171 	   86
D 	2022-02-07 10:35:47	 501 	c1935 	  290 	d   	u    	-47161 	  -93
D 	2022-02-07 10:35:47	 884 	c1935 	  291 	u   	d    	119531 	  186
D 	2022-02-07 10:35:47	 932 	c1935 	  291 	u   	d    	119531 	  186
D 	2022-02-07 10:35:47	 982 	c1935 	  291 	u   	d    	119531 	  186
D 	2022-02-07 10:35:48	   8 	c1935 	  291 	u   	d    	119531 	  186
D 	2022-02-07 10:35:48	 138 	c1935 	  291 	d   	u    	-49102 	  -96
D 	2022-02-07 10:35:48	 331 	c1935 	  292 	u   	d    	82361 	  123
D 	2022-02-07 10:35:48	 379 	c1935 	  292 	u   	d    	82361 	  123
D 	2022-02-07 10:35:48	 429 	c1935 	  292 	u   	d    	82361 	  123
D 	2022-02-07 10:35:48	 479 	c1935 	  292 	u   	d    	82361 	  123
D 	2022-02-07 10:35:48	 609 	c1935 	  292 	d   	u    	 5501 	   -5
D 	2022-02-07 10:35:48	 993 	c1935 	  293 	u   	d    	192615 	  308
D 	2022-02-07 10:35:49	  18 	c1935 	  293 	u   	d    	192615 	  308
D 	2022-02-07 10:35:49	  68 	c1935 	  293 	u   	d    	192615 	  308
D 	2022-02-07 10:35:49	 118 	c1935 	  293 	u   	d    	192615 	  308
D 	2022-02-07 10:35:49	 378 	c1935 	  293 	d   	u    	-55473 	 -107
D 	2022-02-07 10:35:49	 571 	c1935 	  294 	u   	d    	102847 	  158
D 	2022-02-07 10:35:49	 619 	c1935 	  294 	u   	d    	102847 	  158
D 	2022-02-07 10:35:49	 669 	c1935 	  294 	u   	d    	102847 	  158
D 	2022-02-07 10:35:49	 719 	c1935 	  294 	u   	d    	102847 	  158
D 	2022-02-07 10:35:49	 786 	c1935 	  294 	d   	u    	-76845 	 -143
D 	2022-02-07 10:35:50	  15 	c1935 	  295 	u   	d    	116918 	  181
D 	2022-02-07 10:35:50	  64 	c1935 	  295 	u   	d    	116918 	  181
D 	2022-02-07 10:35:50	 114 	c1935 	  295 	u   	d    	116918 	  181
D 	2022-02-07 10:35:50	 164 	c1935 	  295 	u   	d    	116918 	  181
T 	2022-02-07 10:35:50	 282 	c1935 	  295 
S
D 	2022-02-07 10:35:50	 344 	c1935 	  295 	d   	u    	-69168 	 -130
D 	2022-02-07 10:35:50	 539 	c1935 	  296 	u   	d    	98726 	  151
D 	2022-02-07 10:35:50	 588 	c1935 	  296 	u   	d    	98726 	  151
D 	2022-02-07 10:35:50	 638 	c1935 	  296 	u   	d    	98726 	  151
D 	2022-02-07 10:35:50	 688 	c1935 	  296 	u   	d    	98726 	  151
D 	2022-02-07 10:35:50	 808 	c1935 	  296 	d   	u    	-38557 	  -79
D 	2022-02-07 10:35:50	1005 	c1935 	  297 	u   	d    	94755 	  144
D 	2022-02-07 10:35:51	  32 	c1935 	  297 	u   	d    	94755 	  144
D 	2022-02-07 10:35:51	  82 	c1935 	  297 	u   	d    	94755 	  144
D 	2022-02-07 10:35:51	 132 	c1935 	  297 	u   	d    	94755 	  144
D 	2022-02-07 10:35:51	 383 	c1935 	  297 	d   	u    	-113419 	 -204
D 	2022-02-07 10:35:51	 638 	c1935 	  298 	u   	d    	177059 	  282
D 	2022-02-07 10:35:51	 687 	c1935 	  298 	u   	d    	177059 	  282
D 	2022-02-07 10:35:51	 737 	c1935 	  298 	u   	d    	177059 	  282
D 	2022-02-07 10:35:51	 787 	c1935 	  298 	u   	d    	177059 	  282
D 	2022-02-07 10:35:51	 846 	c1935 	  298 	d   	u    	 7484 	   -1
D 	2022-02-07 10:35:52	 107 	c1935 	  299 	u   	d    	168526 	  268
D 	2022-02-07 10:35:52	 155 	c1935 	  299 	u   	d    	168526 	  268
D 	2022-02-07 10:35:52	 205 	c1935 	  299 	u   	d    	168526 	  268
D 	2022-02-07 10:35:52	 255 	c1935 	  299 	u   	d    	168526 	  268
D 	2022-02-07 10:35:52	 373 	c1935 	  299 	d   	u    	10437 	    3
D 	2022-02-07 10:35:52	 658 	c1935 	  300 	u   	d    	57509 	   82
D 	2022-02-07 10:35:52	 707 	c1935 	  300 	u   	d    	57509 	   82
D 	2022-02-07 10:35:52	 757 	c1935 	  300 	u   	d    	57509 	   82
D 	2022-02-07 10:35:52	 807 	c1935 	  300 	u   	d    	57509 	   82
D 	2022-02-07 10:35:52	 958 	c1935 	  300 	d   	u    	-5140 	  -23
D 	2022-02-07 10:35:53	 334 	c1935 	  301 	u   	d    	83987 	  126
D 	2022-02-07 10:35:53	 383 	c1935 	  301 	u   	d    	83987 	  126
D 	2022-02-07 10:35:53	 433 	c1935 	  301 	u   	d    	83987 	  126
D 	2022-02-07 10:35:53	 483 	c1935 	  301 	u   	d    	83987 	  126
D 	2022-02-07 10:35:53	 584 	c1935 	  301 	d   	u    	-82772 	 -153
D 	2022-02-07 10:35:53	 984 	c1935 	  302 	u   	d    	217110 	  350
D 	2022-02-07 10:35:54	   9 	c1935 	  302 	u   	d    	217110 	  350
D 	2022-02-07 10:35:54	  59 	c1935 	  302 	u   	d    	217110 	  350
D 	2022-02-07 10:35:54	 109 	c1935 	  302 	u   	d    	217110 	  350
D 	2022-02-07 10:35:54	 610 	c1935 	  302 	d   	u    	-2446 	  -18
D 	2022-02-07 10:35:54	1010 	c1935 	  303 	u   	d    	57399 	   81
D 	2022-02-07 10:35:55	  35 	c1935 	  303 	u   	d    	57399 	   81
D 	2022-02-07 10:35:55	  85 	c1935 	  303 	u   	d    	57399 	   81
D 	2022-02-07 10:35:55	 135 	c1935 	  303 	u   	d    	57399 	   81
D 	2022-02-07 10:35:55	 186 	c1935 	  303 	d   	u    	-105863 	 -192
D 	2022-02-07 10:35:55	 536 	c1935 	  304 	u   	d    	83198 	  125
D 	2022-02-07 10:35:55	 585 	c1935 	  304 	u   	d    	83198 	  125
D 	2022-02-07 10:35:55	 635 	c1935 	  304 	u   	d    	83198 	  125
D 	2022-02-07 10:35:55	 685 	c1935 	  304 	u   	d    	83198 	  125
D 	2022-02-07 10:35:55	 936 	c1935 	  304 	d   	u    	-54629 	 -106
D 	2022-02-07 10:35:55	 986 	c1935 	  305 	u   	d    	86091 	  130
D 	2022-02-07 10:35:56	  11 	c1935 	  305 	u   	d    	86091 	  130
D 	2022-02-07 10:35:56	  61 	c1935 	  305 	u   	d    	86091 	  130
D 	2022-02-07 10:35:56	 111 	c1935 	  305 	u   	d    	86091 	  130
D 	2022-02-07 10:35:56	 362 	c1935 	  305 	d   	u    	-16734 	  -42
D 	2022-02-07 10:35:56	 562 	c1935 	  306 	u   	d    	100149 	  153
D 	2022-02-07 10:35:56	 611 	c1935 	  306 	u   	d    	100149 	  153
D 	2022-02-07 10:35:56	 661 	c1935 	  306 	u   	d    	100149 	  153
D 	2022-02-07 10:35:56	 711 	c1935 	  306 	u   	d    	100149 	  153
D 	2022-02-07 10:35:56	 812 	c1935 	  306 	d   	u    	-102373 	 -186
D 	2022-02-07 10:35:57	  88 	c1935 	  307 	u   	d    	226628 	  366
D 	2022-02-07 10:35:57	 137 	c1935 	  307 	u   	d    	226628 	  366
D 	2022-02-07 10:35:57	 187 	c1935 	  307 	u   	d    	226628 	  366
D 	2022-02-07 10:35:57	 237 	c1935 	  307 	u   	d    	226628 	  366
D 	2022-02-07 10:35:57	 388 	c1935 	  307 	d   	u    	-3575 	  -20
D 	2022-02-07 10:35:57	 488 	c1935 	  308 	u   	d    	204482 	  328
D 	2022-02-07 10:35:57	 537 	c1935 	  308 	u   	d    	204482 	  328
D 	2022-02-07 10:35:57	 587 	c1935 	  308 	u   	d    	204482 	  328
D 	2022-02-07 10:35:57	 637 	c1935 	  308 	u   	d    	204482 	  328
D 	2022-02-07 10:35:57	 688 	c1935 	  308 	d   	u    	-7292 	  -26
D 	2022-02-07 10:35:57	 738 	c1935 	  309 	u   	d    	170431 	  271
D 	2022-02-07 10:35:57	 787 	c1935 	  309 	u   	d    	170431 	  271
D 	2022-02-07 10:35:57	 837 	c1935 	  309 	u   	d    	170431 	  271
D 	2022-02-07 10:35:57	 887 	c1935 	  309 	u   	d    	170431 	  271
D 	2022-02-07 10:35:57	 938 	c1935 	  309 	d   	u    	-15796 	  -40
D 	2022-02-07 10:35:58	 564 	c1935 	  310 	u   	d    	97699 	  149
D 	2022-02-07 10:35:58	 613 	c1935 	  310 	u   	d    	97699 	  149
D 	2022-02-07 10:35:58	 663 	c1935 	  310 	u   	d    	97699 	  149
D 	2022-02-07 10:35:58	 713 	c1935 	  310 	u   	d    	97699 	  149
D 	2022-02-07 10:35:58	 764 	c1935 	  310 	d   	u    	-66371 	 -125
D 	2022-02-07 10:35:59	 240 	c1935 	  311 	u   	d    	161303 	  256
D 	2022-02-07 10:35:59	 289 	c1935 	  311 	u   	d    	161303 	  256
D 	2022-02-07 10:35:59	 339 	c1935 	  311 	u   	d    	161303 	  256
D 	2022-02-07 10:35:59	 389 	c1935 	  311 	u   	d    	161303 	  256
D 	2022-02-07 10:35:59	 990 	c1935 	  311 	d   	u    	-59485 	 -114
D 	2022-02-07 10:36:00	 716 	c1935 	  312 	u   	d    	102288 	  157
D 	2022-02-07 10:36:00	 765 	c1935 	  312 	u   	d    	102288 	  157
D 	2022-02-07 10:36:00	 815 	c1935 	  312 	u   	d    	102288 	  157
D 	2022-02-07 10:36:00	 865 	c1935 	  312 	u   	d    	102288 	  157
D 	2022-02-07 10:36:01	  42 	c1935 	  312 	d   	u    	-46446 	  -92
D 	2022-02-07 10:36:01	 442 	c1935 	  313 	u   	d    	256813 	  416
D 	2022-02-07 10:36:01	 491 	c1935 	  313 	u   	d    	256813 	  416
D 	2022-02-07 10:36:01	 541 	c1935 	  313 	u   	d    	256813 	  416
D 	2022-02-07 10:36:01	 591 	c1935 	  313 	u   	d    	256813 	  416
D 	2022-02-07 10:36:01	1008 	c1935 	  313 	d   	u    	-35907 	  -74
D 	2022-02-07 10:36:02	 172 	c1935 	  314 	u   	d    	178929 	  285
D 	2022-02-07 10:36:02	 221 	c1935 	  314 	u   	d    	178929 	  285
D 	2022-02-07 10:36:02	 271 	c1935 	  314 	u   	d    	178929 	  285
D 	2022-02-07 10:36:02	 321 	c1935 	  314 	u   	d    	178929 	  285
D 	2022-02-07 10:36:02	 480 	c1935 	  314 	d   	u    	-99351 	 -181
D 	2022-02-07 10:36:02	1001 	c1935 	  315 	u   	d    	99785 	  153
D 	2022-02-07 10:36:03	  25 	c1935 	  315 	u   	d    	99785 	  153
D 	2022-02-07 10:36:03	  75 	c1935 	  315 	u   	d    	99785 	  153
D 	2022-02-07 10:36:03	 125 	c1935 	  315 	u   	d    	99785 	  153
D 	2022-02-07 10:36:03	 389 	c1935 	  315 	d   	u    	-29878 	  -64
D 	2022-02-07 10:36:03	 503 	c1935 	  316 	u   	d    	119705 	  186
D 	2022-02-07 10:36:03	 552 	c1935 	  316 	u   	d    	119705 	  186
D 	2022-02-07 10:36:03	 602 	c1935 	  316 	u   	d    	119705 	  186
D 	2022-02-07 10:36:03	 652 	c1935 	  316 	u   	d    	119705 	  186
D 	2022-02-07 10:36:03	 975 	c1935 	  316 	d   	u    	-39654 	  -80
D 	2022-02-07 10:36:04	 205 	c1935 	  317 	u   	d    	161909 	  257
D 	2022-02-07 10:36:04	 254 	c1935 	  317 	u   	d    	161909 	  257
D 	2022-02-07 10:36:04	 304 	c1935 	  317 	u   	d    	161909 	  257
D 	2022-02-07 10:36:04	 354 	c1935 	  317 	u   	d    	161909 	  257
D 	2022-02-07 10:36:04	 482 	c1935 	  317 	d   	u    	-27263 	  -60
D 	2022-02-07 10:36:04	 802 	c1935 	  318 	u   	d    	147697 	  233
D 	2022-02-07 10:36:04	 850 	c1935 	  318 	u   	d    	147697 	  233
D 	2022-02-07 10:36:04	 900 	c1935 	  318 	u   	d    	147697 	  233
D 	2022-02-07 10:36:04	 950 	c1935 	  318 	u   	d    	147697 	  233
D 	2022-02-07 10:36:05	  61 	c1935 	  318 	d   	u    	-59042 	 -113
D 	2022-02-07 10:36:05	 304 	c1935 	  319 	u   	d    	113975 	  176
D 	2022-02-07 10:36:05	 353 	c1935 	  319 	u   	d    	113975 	  176
D 	2022-02-07 10:36:05	 403 	c1935 	  319 	u   	d    	113975 	  176
D 	2022-02-07 10:36:05	 453 	c1935 	  319 	u   	d    	113975 	  176
D 	2022-02-07 10:36:05	 777 	c1935 	  319 	d   	u    	-17002 	  -42
D 	2022-02-07 10:36:05	 905 	c1935 	  320 	u   	d    	72216 	  106
D 	2022-02-07 10:36:05	 953 	c1935 	  320 	u   	d    	72216 	  106
D 	2022-02-07 10:36:05	1003 	c1935 	  320 	u   	d    	72216 	  106
D 	2022-02-07 10:36:06	  29 	c1935 	  320 	u   	d    	72216 	  106
D 	2022-02-07 10:36:06	  94 	c1935 	  320 	d   	u    	-9555 	  -30
T 	2022-02-07 10:36:06	 592 	c1935 	  320 
S
D 	2022-02-07 10:36:06	 604 	c1935 	  321 	u   	d    	112767 	  174
D 	2022-02-07 10:36:06	 653 	c1935 	  321 	u   	d    	112767 	  174
D 	2022-02-07 10:36:06	 703 	c1935 	  321 	u   	d    	112767 	  174
D 	2022-02-07 10:36:06	 753 	c1935 	  321 	u   	d    	112767 	  174
D 	2022-02-07 10:36:07	 423 	c1935 	  321 	d   	u    	-8413 	  -28
D 	2022-02-07 10:36:07	 703 	c1935 	  322 	u   	d    	158598 	  251
D 	2022-02-07 10:36:07	 752 	c1935 	  322 	u   	d    	158598 	  251
D 	2022-02-07 10:36:07	 802 	c1935 	  322 	u   	d    	158598 	  251
D 	2022-02-07 10:36:07	 852 	c1935 	  322 	u   	d    	158598 	  251
D 	2022-02-07 10:36:08	   2 	c1935 	  322 	d   	u    	-2722 	  -18
D 	2022-02-07 10:36:08	 185 	c1935 	  323 	u   	d    	155543 	  246
D 	2022-02-07 10:36:08	 234 	c1935 	  323 	u   	d    	155543 	  246
D 	2022-02-07 10:36:08	 284 	c1935 	  323 	u   	d    	155543 	  246
D 	2022-02-07 10:36:08	 334 	c1935 	  323 	u   	d    	155543 	  246
D 	2022-02-07 10:36:08	 464 	c1935 	  323 	d   	u    	-63026 	 -120
D 	2022-02-07 10:36:08	 664 	c1935 	  324 	u   	d    	73986 	  109
D 	2022-02-07 10:36:08	 713 	c1935 	  324 	u   	d    	73986 	  109
D 	2022-02-07 10:36:08	 763 	c1935 	  324 	u   	d    	73986 	  109
D 	2022-02-07 10:36:08	 813 	c1935 	  324 	u   	d    	73986 	  109
D 	2022-02-07 10:36:08	 864 	c1935 	  324 	d   	u    	17754 	   15
D 	2022-02-07 10:36:08	1014 	c1935 	  325 	u   	d    	151542 	  239
D 	2022-02-07 10:36:09	  39 	c1935 	  325 	u   	d    	151542 	  239
D 	2022-02-07 10:36:09	  89 	c1935 	  325 	u   	d    	151542 	  239
D 	2022-02-07 10:36:09	 139 	c1935 	  325 	u   	d    	151542 	  239
D 	2022-02-07 10:36:09	 390 	c1935 	  325 	d   	u    	-20330 	  -48
D 	2022-02-07 10:36:09	 490 	c1935 	  326 	u   	d    	83982 	  126
D 	2022-02-07 10:36:09	 539 	c1935 	  326 	u   	d    	83982 	  126
D 	2022-02-07 10:36:09	 589 	c1935 	  326 	u   	d    	83982 	  126
D 	2022-02-07 10:36:09	 639 	c1935 	  326 	u   	d    	83982 	  126
D 	2022-02-07 10:36:09	 690 	c1935 	  326 	d   	u    	-258967 	 -449
D 	2022-02-07 10:36:10	 766 	c1935 	  327 	u   	d    	106341 	  164
D 	2022-02-07 10:36:10	 815 	c1935 	  327 	u   	d    	106341 	  164
D 	2022-02-07 10:36:10	 865 	c1935 	  327 	u   	d    	106341 	  164
D 	2022-02-07 10:36:10	 915 	c1935 	  327 	u   	d    	106341 	  164
D 	2022-02-07 10:36:10	 966 	c1935 	  327 	d   	u    	 1119 	  -12
D 	2022-02-07 10:36:12	  18 	c1935 	  328 	u   	d    	228759 	  369
D 	2022-02-07 10:36:12	  67 	c1935 	  328 	u   	d    	228759 	  369
D 	2022-02-07 10:36:12	 117 	c1935 	  328 	u   	d    	228759 	  369
D 	2022-02-07 10:36:12	 167 	c1935 	  328 	u   	d    	228759 	  369
D 	2022-02-07 10:36:12	 868 	c1935 	  328 	d   	u    	25938 	   29
D 	2022-02-07 10:36:13	  44 	c1935 	  329 	u   	d    	57305 	   81
D 	2022-02-07 10:36:13	  93 	c1935 	  329 	u   	d    	57305 	   81
D 	2022-02-07 10:36:13	 143 	c1935 	  329 	u   	d    	57305 	   81
D 	2022-02-07 10:36:13	 193 	c1935 	  329 	u   	d    	57305 	   81
D 	2022-02-07 10:36:13	 244 	c1935 	  329 	d   	u    	-79788 	 -148
D 	2022-02-07 10:36:14	 170 	c1935 	  330 	u   	d    	135126 	  212
D 	2022-02-07 10:36:14	 219 	c1935 	  330 	u   	d    	135126 	  212
D 	2022-02-07 10:36:14	 269 	c1935 	  330 	u   	d    	135126 	  212
D 	2022-02-07 10:36:14	 319 	c1935 	  330 	u   	d    	135126 	  212
D 	2022-02-07 10:36:14	 370 	c1935 	  330 	d   	u    	  313 	  -13
D 	2022-02-07 10:36:14	 620 	c1935 	  331 	u   	d    	95204 	  145
D 	2022-02-07 10:36:14	 669 	c1935 	  331 	u   	d    	95204 	  145
D 	2022-02-07 10:36:14	 719 	c1935 	  331 	u   	d    	95204 	  145
D 	2022-02-07 10:36:14	 769 	c1935 	  331 	u   	d    	95204 	  145
D 	2022-02-07 10:36:14	 820 	c1935 	  331 	d   	u    	-34045 	  -71
D 	2022-02-07 10:36:14	 920 	c1935 	  332 	u   	d    	153991 	  244
D 	2022-02-07 10:36:14	 969 	c1935 	  332 	u   	d    	153991 	  244
D 	2022-02-07 10:36:14	1019 	c1935 	  332 	u   	d    	153991 	  244
D 	2022-02-07 10:36:15	  45 	c1935 	  332 	u   	d    	153991 	  244
D 	2022-02-07 10:36:15	  96 	c1935 	  332 	d   	u    	-87043 	 -160
D 	2022-02-07 10:36:15	 394 	c1935 	  333 	u   	d    	56838 	   81
D 	2022-02-07 10:36:15	 443 	c1935 	  333 	u   	d    	56838 	   81
D 	2022-02-07 10:36:15	 493 	c1935 	  333 	u   	d    	56838 	   81
