F 	Date            	Hmsec 	ID   	Event 	State 	Rule 	IDHere 	ListAHere 	ListBHere 	ListEHere  	IDThere
D 	2022-02-07 10:36:23	   0 	c1935 	  345 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:23	 510 	c1935 	  346 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:24	 354 	c1935 	  347 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:36:24	 785 	c1935 	  348 
S
D 	2022-02-07 10:36:24	 971 	c1935 	  348 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:25	 677 	c1935 	  349 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:26	 253 	c1935 	  350 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:27	  79 	c1935 	  351 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:27	 641 	c1935 	  352 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:28	 767 	c1935 	  353 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:29	  93 	c1935 	  354 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:30	 969 	c1935 	  355 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:31	 595 	c1935 	  356 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:32	 921 	c1935 	  357 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:33	 546 	c1935 	  358 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:35	 384 	c1935 	  359 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:36	 510 	c1935 	  360 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:37	 236 	c1935 	  361 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:37	 886 	c1935 	  362 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:38	 812 	c1935 	  363 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:40	 314 	c1935 	  364 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:41	 120 	c1935 	  365 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:41	 619 	c1935 	  366 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:42	 439 	c1935 	  367 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:43	  74 	c1935 	  368 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:43	 720 	c1935 	  369 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:44	 369 	c1935 	  370 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:45	 245 	c1935 	  371 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:36:45	 944 	c1935 	  371 
S
D 	2022-02-07 10:36:47	 494 	c1935 	  372 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:47	 894 	c1935 	  373 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:48	 320 	c1935 	  374 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:49	 146 	c1935 	  375 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:49	 785 	c1935 	  376 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:50	 611 	c1935 	  377 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:51	  87 	c1935 	  378 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:52	 363 	c1935 	  379 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:52	 763 	c1935 	  380 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:53	 389 	c1935 	  381 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:54	 665 	c1935 	  382 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:55	 441 	c1935 	  383 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:56	 167 	c1935 	  384 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:56	 717 	c1935 	  385 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:57	 643 	c1935 	  386 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:58	 469 	c1935 	  387 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:58	 919 	c1935 	  388 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:36:59	 610 	c1935 	  389 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:00	  58 	c1935 	  390 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:00	 872 	c1935 	  391 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:01	 670 	c1935 	  392 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:03	 986 	c1935 	  393 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:37:04	 260 	c1935 	  393 
S
D 	2022-02-07 10:37:05	 191 	c1935 	  394 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:06	  17 	c1935 	  395 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:08	 419 	c1935 	  396 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:10	 721 	c1935 	  397 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:13	 136 	c1935 	  398 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:16	 264 	c1935 	  399 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:16	 814 	c1935 	  400 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:17	 840 	c1935 	  401 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:18	 966 	c1935 	  402 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:20	 768 	c1935 	  403 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:22	  70 	c1935 	  404 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:23	 634 	c1935 	  405 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:23	 934 	c1935 	  406 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:24	 860 	c1935 	  407 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:25	 586 	c1935 	  408 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:26	 112 	c1935 	  409 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:26	 812 	c1935 	  410 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:27	 238 	c1935 	  411 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:28	 578 	c1935 	  412 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:28	1000 	c1935 	  413 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:30	 596 	c1935 	  414 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:37:31	 871 	c1935 	  414 
S
D 	2022-02-07 10:37:32	 348 	c1935 	  415 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:33	  35 	c1935 	  416 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:33	 585 	c1935 	  417 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:34	 361 	c1935 	  418 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:34	 711 	c1935 	  419 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:37	 789 	c1935 	  420 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:39	 341 	c1935 	  421 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:39	 891 	c1935 	  422 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:40	 617 	c1935 	  423 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:40	 917 	c1935 	  424 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:41	 543 	c1935 	  425 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:42	 369 	c1935 	  426 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:43	 195 	c1935 	  427 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:43	 845 	c1935 	  428 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:44	 771 	c1935 	  429 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:45	 295 	c1935 	  430 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:45	 695 	c1935 	  431 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:46	 621 	c1935 	  432 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:47	 461 	c1935 	  433 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:48	  57 	c1935 	  434 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:48	 586 	c1935 	  435 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:49	 255 	c1935 	  436 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:50	  15 	c1935 	  437 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:50	 869 	c1935 	  438 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:37:52	  84 	c1935 	  439 
S
D 	2022-02-07 10:37:52	  96 	c1935 	  439 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:54	 161 	c1935 	  440 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:54	 911 	c1935 	  441 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:55	 637 	c1935 	  442 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:56	 863 	c1935 	  443 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:57	 289 	c1935 	  444 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:57	 789 	c1935 	  445 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:58	 965 	c1935 	  446 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:59	 541 	c1935 	  447 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:37:59	 891 	c1935 	  448 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:00	 817 	c1935 	  449 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:01	 643 	c1935 	  450 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:02	  19 	c1935 	  451 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:03	 395 	c1935 	  452 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:04	 821 	c1935 	  453 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:05	 695 	c1935 	  454 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:06	  71 	c1935 	  455 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:06	1021 	c1935 	  456 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:07	 627 	c1935 	  457 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:08	  94 	c1935 	  458 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:09	 200 	c1935 	  459 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:09	 781 	c1935 	  460 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:10	 417 	c1935 	  461 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:10	 873 	c1935 	  462 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:11	 520 	c1935 	  463 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:12	 225 	c1935 	  464 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:12	 655 	c1935 	  465 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:38:13	 108 	c1935 	  465 
S
D 	2022-02-07 10:38:13	 949 	c1935 	  466 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:15	 173 	c1935 	  467 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:15	 838 	c1935 	  468 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:16	 414 	c1935 	  469 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:17	  40 	c1935 	  470 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:17	 790 	c1935 	  471 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:18	 266 	c1935 	  472 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:19	  92 	c1935 	  473 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:19	 642 	c1935 	  474 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:20	 168 	c1935 	  475 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:21	 844 	c1935 	  476 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:22	 220 	c1935 	  477 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:23	 244 	c1935 	  478 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:23	 794 	c1935 	  479 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:24	 520 	c1935 	  480 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:25	 146 	c1935 	  481 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:25	 795 	c1935 	  482 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:27	 100 	c1935 	  483 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:27	 592 	c1935 	  484 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:28	 595 	c1935 	  485 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:29	  46 	c1935 	  486 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:29	 964 	c1935 	  487 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:30	 545 	c1935 	  488 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:38:31	  50 	c1935 	  489 
S
D 	2022-02-07 10:38:31	  62 	c1935 	  489 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:32	 566 	c1935 	  490 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:33	 114 	c1935 	  491 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:33	 491 	c1935 	  492 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:33	 841 	c1935 	  493 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:34	 667 	c1935 	  494 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:35	 143 	c1935 	  495 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:35	 593 	c1935 	  496 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:36	 419 	c1935 	  497 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:37	  45 	c1935 	  498 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:37	 795 	c1935 	  499 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:38	 371 	c1935 	  500 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:38	1021 	c1935 	  501 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:39	 495 	c1935 	  502 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:39	 945 	c1935 	  503 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:40	 970 	c1935 	  504 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:41	 693 	c1935 	  505 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:42	 441 	c1935 	  506 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:42	 781 	c1935 	  507 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:43	 596 	c1935 	  508 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:44	 154 	c1935 	  509 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:44	 937 	c1935 	  510 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:45	 571 	c1935 	  511 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:46	  81 	c1935 	  512 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:46	 744 	c1935 	  513 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:47	 328 	c1935 	  514 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-07 10:38:47	 923 	c1935 	  515 
S
D 	2022-02-07 10:38:48	  21 	c1935 	  515 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:49	 444 	c1935 	  516 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:49	 794 	c1935 	  517 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:38:53	 484 	c1935 	  518 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:46:37	 294 	c1935 	  519 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:46:42	 571 	c1935 	  520 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:46:48	 920 	c1935 	  521 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:48:15	 494 	c1935 	  522 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:48:22	 417 	c1935 	  523 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:48:23	 793 	c1935 	  524 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-07 10:48:25	 195 	c1935 	  525 	c 	8 	0000 	0 	0 	0  	0000  
