F 	Date            	Hmsec 	ID   	Event 	Batt 	Light 	   T1 	   T2  	   T3 	   TC 	 Hall  	Batt(mV) 	CoreTemp(C)
D 	2022-02-04 12:41:47	  68 	c1937 	 2752 	 3671	 2321	 1091	 1168	 1229	 1402	 4095	7169	005
D 	2022-02-04 12:42:47	  68 	c1937 	 2752 	 3673	 2651	 1079	 1171	 1233	 1402	 4095	7173	005
D 	2022-02-04 12:43:47	  69 	c1937 	 2752 	 3673	 3484	 1192	 1230	 1236	 1402	 4095	7173	005
D 	2022-02-04 12:44:47	  68 	c1937 	 2752 	 3673	 2046	 1077	 1169	 1230	 1402	 4095	7173	005
D 	2022-02-04 12:45:47	  69 	c1937 	 2752 	 3673	 2551	 1062	 1170	 1233	 1402	 4095	7173	005
D 	2022-02-04 12:46:47	  70 	c1937 	 2752 	 3671	 2614	 1082	 1167	 1235	 1402	 4095	7169	005
D 	2022-02-04 12:47:47	  70 	c1937 	 2752 	 3671	 2455	 1087	 1172	 1233	 1403	 4094	7169	006
D 	2022-02-04 12:48:47	  68 	c1937 	 2752 	 3673	 2497	 1067	 1168	 1231	 1402	 4095	7173	005
D 	2022-02-04 12:49:47	  70 	c1937 	 2752 	 3672	 2975	 1135	 1172	 1233	 1402	 4095	7171	005
D 	2022-02-04 12:50:47	  70 	c1937 	 2752 	 3671	 2924	 1107	 1167	 1236	 1403	 4095	7169	006
D 	2022-02-04 12:51:47	  69 	c1937 	 2752 	 3671	 2472	 1085	 1168	 1229	 1403	 4095	7169	006
D 	2022-02-04 12:52:47	  68 	c1937 	 2752 	 3671	 1812	 1032	 1165	 1232	 1403	 4095	7169	006
D 	2022-02-04 12:53:47	  67 	c1937 	 2752 	 3672	 2775	 1079	 1171	 1233	 1402	 4095	7171	005
D 	2022-02-04 12:54:47	  67 	c1937 	 2752 	 3671	 3068	 1187	 1232	 1230	 1403	 4095	7169	006
D 	2022-02-04 12:55:47	  67 	c1937 	 2752 	 3600	 3391	 1150	 1234	 1232	 1402	 4095	7031	005
D 	2022-02-04 12:56:47	  69 	c1937 	 2752 	 3671	 3469	 1206	 1236	 1232	 1403	 4095	7169	006
D 	2022-02-04 12:57:47	  69 	c1937 	 2752 	 3671	 3438	 1158	 1234	 1233	 1402	 4095	7169	005
D 	2022-02-04 12:58:47	  67 	c1937 	 2752 	 3672	 3214	 1177	 1231	 1236	 1404	 4095	7171	006
D 	2022-02-04 12:59:47	  69 	c1937 	 2752 	 3671	 3167	 1121	 1165	 1232	 1404	 4095	7169	006
D 	2022-02-04 13:00:47	  67 	c1937 	 2752 	 3671	 3108	 1149	 1233	 1229	 1403	 4095	7169	006
D 	2022-02-04 13:01:47	  70 	c1937 	 2752 	 3670	 2775	 1081	 1165	 1233	 1403	 4095	7167	006
D 	2022-02-04 13:02:47	  68 	c1937 	 2752 	 3671	 1940	 1044	 1168	 1230	 1404	 4095	7169	006
D 	2022-02-04 13:03:47	  68 	c1937 	 2752 	 3671	 1761	  980	 1110	 1171	 1404	 4095	7169	006
D 	2022-02-04 13:04:47	  67 	c1937 	 2752 	 3671	 2474	 1085	 1169	 1230	 1404	 4095	7169	006
D 	2022-02-04 13:05:47	  70 	c1937 	 2752 	 3668	 2153	 1031	 1170	 1233	 1404	 4095	7164	006
D 	2022-02-04 13:06:47	  69 	c1937 	 2752 	 3670	 2208	 1063	 1171	 1233	 1405	 4095	7167	006
D 	2022-02-04 13:07:47	  69 	c1937 	 2752 	 3669	 2657	 1088	 1165	 1233	 1404	 4095	7166	006
D 	2022-02-04 13:08:47	  69 	c1937 	 2752 	 3671	 1829	 1013	 1111	 1171	 1403	 4095	7169	006
D 	2022-02-04 13:09:47	  69 	c1937 	 2752 	 3670	 2387	 1046	 1170	 1233	 1404	 4095	7167	006
D 	2022-02-04 13:10:47	  69 	c1937 	 2752 	 3670	 2915	 1109	 1168	 1231	 1404	 4095	7167	006
D 	2022-02-04 13:11:47	  69 	c1937 	 2752 	 3669	 2382	 1055	 1171	 1232	 1403	 4095	7166	006
D 	2022-02-04 13:12:47	  69 	c1937 	 2752 	 3669	 2792	 1102	 1171	 1233	 1404	 4095	7166	006
D 	2022-02-04 13:13:47	  68 	c1937 	 2752 	 3668	 1656	  961	 1107	 1168	 1405	 4095	7164	006
D 	2022-02-04 13:14:47	  70 	c1937 	 2752 	 3667	 1447	  964	 1111	 1172	 1404	 4095	7162	006
D 	2022-02-04 13:15:47	  68 	c1937 	 2752 	 3668	 3331	 1200	 1230	 1236	 1404	 4095	7164	006
D 	2022-02-04 13:16:47	  69 	c1937 	 2752 	 3669	 3197	 1194	 1233	 1230	 1404	 4095	7166	006
D 	2022-02-04 13:17:47	  67 	c1937 	 2752 	 3668	 2420	 1054	 1170	 1233	 1405	 4095	7164	006
D 	2022-02-04 13:18:47	  70 	c1937 	 2752 	 3667	 2295	 1038	 1170	 1232	 1406	 4095	7162	006
D 	2022-02-04 13:19:47	  67 	c1937 	 2752 	 3667	 2379	 1057	 1165	 1233	 1403	 4095	7162	006
D 	2022-02-04 13:20:47	  69 	c1937 	 2752 	 3669	 2416	 1055	 1171	 1233	 1405	 4095	7166	006
D 	2022-02-04 13:21:47	  67 	c1937 	 2752 	 3667	 2321	 1087	 1171	 1233	 1405	 4095	7162	006
D 	2022-02-04 13:22:47	  68 	c1937 	 2752 	 3667	 2507	 1071	 1172	 1232	 1405	 4095	7162	006
D 	2022-02-04 13:23:47	  69 	c1937 	 2752 	 3667	 2846	 1122	 1167	 1235	 1404	 4095	7162	006
D 	2022-02-04 13:24:47	  69 	c1937 	 2752 	 3668	 1728	  990	 1114	 1169	 1404	 4095	7164	006
D 	2022-02-04 13:25:47	  67 	c1937 	 2752 	 3667	 3151	 1113	 1165	 1232	 1405	 4095	7162	006
D 	2022-02-04 13:26:47	  69 	c1937 	 2752 	 3667	 2987	 1125	 1168	 1230	 1405	 4095	7162	006
T 	2022-02-04 13:26:49	 470 	c1937 	 2752 
S
D 	2022-02-04 13:27:47	  69 	c1937 	 2752 	 3666	 2834	 1137	 1165	 1233	 1405	 4095	7160	006
D 	2022-02-04 13:28:47	  69 	c1937 	 2752 	 3667	 1485	  949	 1111	 1171	 1405	 4095	7162	006
D 	2022-02-04 13:29:47	  68 	c1937 	 2752 	 3666	 2975	 1132	 1168	 1230	 1404	 4095	7160	006
D 	2022-02-04 13:30:47	  69 	c1937 	 2752 	 3667	 2862	 1103	 1172	 1232	 1405	 4095	7162	006
D 	2022-02-04 13:31:47	  69 	c1937 	 2752 	 3663	 2858	 1112	 1164	 1233	 1405	 4095	7154	006
D 	2022-02-04 13:32:47	  69 	c1937 	 2752 	 3664	 2804	 1086	 1171	 1233	 1405	 4095	7156	006
D 	2022-02-04 13:33:47	  69 	c1937 	 2752 	 3666	 1733	  982	 1113	 1165	 1406	 4095	7160	006
D 	2022-02-04 13:34:47	  68 	c1937 	 2752 	 3665	 3262	 1142	 1172	 1233	 1405	 4095	7158	006
D 	2022-02-04 13:35:47	  68 	c1937 	 2752 	 3667	 2119	 1030	 1170	 1232	 1406	 4095	7162	006
D 	2022-02-04 13:36:47	  69 	c1937 	 2752 	 3664	 2509	 1061	 1168	 1230	 1405	 4095	7156	006
D 	2022-02-04 13:37:47	  70 	c1937 	 2752 	 3666	 2279	 1043	 1168	 1230	 1406	 4095	7160	006
D 	2022-02-04 13:38:47	  68 	c1937 	 2752 	 3663	 1713	  982	 1114	 1167	 1406	 4095	7154	006
D 	2022-02-04 13:39:47	  68 	c1937 	 2752 	 3664	 1749	  970	 1110	 1171	 1405	 4095	7156	006
D 	2022-02-04 13:40:47	  69 	c1937 	 2752 	 3665	 2697	 1137	 1165	 1233	 1404	 4095	7158	006
D 	2022-02-04 13:41:47	  69 	c1937 	 2752 	 3662	 1832	 1012	 1111	 1172	 1406	 4095	7152	006
D 	2022-02-04 13:42:47	  69 	c1937 	 2752 	 3662	 2499	 1074	 1167	 1235	 1404	 4095	7152	006
D 	2022-02-04 13:43:47	  68 	c1937 	 2752 	 3663	 1943	 1035	 1167	 1235	 1406	 4095	7154	006
D 	2022-02-04 13:44:47	  66 	c1937 	 2752 	 3664	 1986	 1010	 1110	 1172	 1405	 4095	7156	006
D 	2022-02-04 13:45:47	  68 	c1937 	 2752 	 3663	 1720	  985	 1107	 1168	 1406	 4095	7154	006
D 	2022-02-04 13:46:47	  69 	c1937 	 2752 	 3665	 1597	  968	 1107	 1168	 1406	 4095	7158	006
D 	2022-02-04 13:47:47	  69 	c1937 	 2752 	 3664	 1472	  957	 1111	 1172	 1405	 4095	7156	006
D 	2022-02-04 13:48:47	  69 	c1937 	 2752 	 3664	 1497	  942	 1113	 1165	 1405	 4095	7156	006
D 	2022-02-04 13:49:47	  69 	c1937 	 2752 	 3664	 1337	  933	 1111	 1171	 1406	 4095	7156	006
D 	2022-02-04 13:50:47	  69 	c1937 	 2752 	 3663	 1349	  930	 1110	 1171	 1406	 4095	7154	006
D 	2022-02-04 13:51:47	  69 	c1937 	 2752 	 3662	 1505	  945	 1108	 1168	 1405	 4095	7152	006
D 	2022-02-04 13:52:47	  69 	c1937 	 2752 	 3663	 1593	  964	 1110	 1171	 1405	 4095	7154	006
D 	2022-02-04 13:53:47	  66 	c1937 	 2752 	 3662	 1585	  972	 1110	 1172	 1406	 4095	7152	006
D 	2022-02-04 13:54:47	  66 	c1937 	 2752 	 3663	 1600	  969	 1108	 1168	 1406	 4095	7154	006
D 	2022-02-04 13:55:47	  67 	c1937 	 2752 	 3662	 1592	  969	 1107	 1168	 1406	 4095	7152	006
D 	2022-02-04 13:56:47	  67 	c1937 	 2752 	 3663	 1557	  993	 1107	 1168	 1406	 4095	7154	006
D 	2022-02-04 13:57:47	  69 	c1937 	 2752 	 3663	 1495	  945	 1107	 1169	 1406	 4095	7154	006
D 	2022-02-04 13:58:47	  68 	c1937 	 2752 	 3662	 1427	  979	 1111	 1171	 1406	 4095	7152	006
D 	2022-02-04 13:59:47	  69 	c1937 	 2752 	 3662	 1362	  927	 1113	 1165	 1406	 4095	7152	006
D 	2022-02-04 14:00:47	  68 	c1937 	 2752 	 3662	 1440	  972	 1111	 1171	 1406	 4095	7152	006
D 	2022-02-04 14:01:47	  70 	c1937 	 2752 	 3662	 1497	  941	 1111	 1172	 1405	 4095	7152	006
D 	2022-02-04 14:02:47	  69 	c1937 	 2752 	 3662	 1436	  973	 1110	 1171	 1405	 4095	7152	006
D 	2022-02-04 14:03:47	  66 	c1937 	 2752 	 3661	 1504	  951	 1115	 1167	 1405	 4095	7150	006
D 	2022-02-04 14:04:47	  70 	c1937 	 2752 	 3660	 1618	  961	 1107	 1168	 1404	 4095	7148	006
D 	2022-02-04 14:05:47	  70 	c1937 	 2752 	 3660	 1799	 1034	 1168	 1230	 1405	 4095	7148	006
D 	2022-02-04 14:06:47	  69 	c1937 	 2752 	 3660	 1794	 1043	 1167	 1236	 1406	 4095	7148	006
D 	2022-02-04 14:07:47	  69 	c1937 	 2752 	 3659	 1559	  986	 1110	 1171	 1406	 4095	7146	006
D 	2022-02-04 14:08:47	  69 	c1937 	 2752 	 3660	 1434	  973	 1111	 1172	 1405	 4095	7148	006
D 	2022-02-04 14:09:47	  68 	c1937 	 2752 	 3660	 1342	  937	 1107	 1168	 1406	 4095	7148	006
D 	2022-02-04 14:10:47	  67 	c1937 	 2752 	 3661	 1342	  939	 1110	 1171	 1405	 4095	7150	006
D 	2022-02-04 14:11:47	  66 	c1937 	 2752 	 3661	 1343	  933	 1111	 1171	 1406	 4095	7150	006
D 	2022-02-04 14:12:47	  69 	c1937 	 2752 	 3660	 1384	  931	 1110	 1171	 1405	 4095	7148	006
D 	2022-02-04 14:13:47	  69 	c1937 	 2752 	 3659	 1374	  932	 1111	 1171	 1406	 4095	7146	006
D 	2022-02-04 14:14:47	  69 	c1937 	 2752 	 3661	 1419	  982	 1114	 1169	 1406	 4095	7150	006
D 	2022-02-04 14:15:47	  69 	c1937 	 2752 	 3659	 1603	  964	 1111	 1171	 1406	 4095	7146	006
D 	2022-02-04 14:16:47	  69 	c1937 	 2752 	 3658	 1687	 1005	 1111	 1172	 1404	 4095	7144	006
D 	2022-02-04 14:17:47	  69 	c1937 	 2752 	 3660	 1773	  980	 1111	 1170	 1407	 4095	7148	006
D 	2022-02-04 14:18:47	  69 	c1937 	 2752 	 3659	 1847	  999	 1114	 1168	 1405	 4095	7146	006
D 	2022-02-04 14:19:47	  69 	c1937 	 2752 	 3659	 1927	 1049	 1165	 1232	 1405	 4095	7146	006
D 	2022-02-04 14:20:47	  69 	c1937 	 2752 	 3659	 1970	 1022	 1170	 1232	 1407	 4095	7146	006
D 	2022-02-04 14:21:47	  68 	c1937 	 2752 	 3657	 1859	  996	 1111	 1171	 1405	 4095	7142	006
D 	2022-02-04 14:22:47	  68 	c1937 	 2752 	 3659	 1837	 1008	 1107	 1168	 1406	 4095	7146	006
D 	2022-02-04 14:23:47	  68 	c1937 	 2752 	 3659	 1754	  974	 1114	 1167	 1406	 4095	7146	006
D 	2022-02-04 14:24:47	  69 	c1937 	 2752 	 3657	 1751	  967	 1115	 1167	 1405	 4095	7142	006
D 	2022-02-04 14:25:47	  69 	c1937 	 2752 	 3658	 1809	 1027	 1167	 1236	 1407	 4095	7144	006
D 	2022-02-04 14:26:47	  69 	c1937 	 2752 	 3658	 1680	 1011	 1111	 1171	 1406	 4095	7144	006
D 	2022-02-04 14:27:47	  68 	c1937 	 2752 	 3657	 1478	  952	 1108	 1168	 1407	 4095	7142	006
D 	2022-02-04 14:28:47	  67 	c1937 	 2752 	 3657	 1282	  969	 1107	 1168	 1407	 4095	7142	006
D 	2022-02-04 14:29:47	  68 	c1937 	 2752 	 3656	 1239	  905	 1107	 1169	 1405	 4095	7140	006
D 	2022-02-04 14:30:47	  68 	c1937 	 2752 	 3656	 1193	  920	 1108	 1168	 1407	 4095	7140	006
D 	2022-02-04 14:31:47	  69 	c1937 	 2752 	 3656	 1077	  899	 1110	 1171	 1406	 4095	7140	006
D 	2022-02-04 14:32:47	  69 	c1937 	 2752 	 3656	 1095	  890	 1051	 1168	 1406	 4095	7140	006
D 	2022-02-04 14:33:47	  67 	c1937 	 2752 	 3656	 1146	  882	 1051	 1168	 1404	 4095	7140	006
D 	2022-02-04 14:34:47	  69 	c1937 	 2752 	 3656	 1073	  896	 1108	 1168	 1406	 4095	7140	006
D 	2022-02-04 14:35:47	  67 	c1937 	 2752 	 3656	  969	  873	 1048	 1165	 1406	 4095	7140	006
D 	2022-02-04 14:36:47	  68 	c1937 	 2752 	 3655	  887	  849	 1048	 1165	 1406	 4095	7138	006
D 	2022-02-04 14:37:47	  69 	c1937 	 2752 	 3657	  964	  879	 1056	 1165	 1405	 4095	7142	006
D 	2022-02-04 14:38:47	  67 	c1937 	 2752 	 3657	 1042	  920	 1108	 1168	 1405	 4095	7142	006
D 	2022-02-04 14:39:47	  68 	c1937 	 2752 	 3655	 1145	  879	 1055	 1172	 1404	 4095	7138	006
D 	2022-02-04 14:40:47	  68 	c1937 	 2752 	 3656	 1264	  905	 1107	 1168	 1405	 4095	7140	006
D 	2022-02-04 14:41:47	  67 	c1937 	 2752 	 3655	 1161	  935	 1114	 1168	 1405	 4095	7138	006
D 	2022-02-04 14:42:47	  69 	c1937 	 2752 	 3655	  997	  870	 1054	 1171	 1407	 4095	7138	006
D 	2022-02-04 14:43:47	  69 	c1937 	 2752 	 3655	  972	  872	 1048	 1165	 1406	 4095	7138	006
D 	2022-02-04 14:44:47	  68 	c1937 	 2752 	 3654	 1041	  917	 1111	 1171	 1406	 4095	7136	006
D 	2022-02-04 14:45:47	  67 	c1937 	 2752 	 3656	 1113	  881	 1048	 1165	 1405	 4095	7140	006
D 	2022-02-04 14:46:47	  69 	c1937 	 2752 	 3655	 1184	  929	 1108	 1169	 1404	 4095	7138	006
D 	2022-02-04 14:47:47	  67 	c1937 	 2752 	 3656	 1209	  913	 1108	 1169	 1404	 4095	7140	006
D 	2022-02-04 14:48:47	  69 	c1937 	 2752 	 3656	 1346	  935	 1114	 1167	 1405	 4095	7140	006
D 	2022-02-04 14:49:47	  67 	c1937 	 2752 	 3655	 1556	  996	 1111	 1171	 1405	 4095	7138	006
D 	2022-02-04 14:50:47	  69 	c1937 	 2752 	 3655	 1683	 1009	 1107	 1168	 1406	 4095	7138	006
T 	2022-02-04 14:50:49	 613 	c1937 	 2752 
S
D 	2022-02-04 14:51:47	  69 	c1937 	 2752 	 3652	 1897	  992	 1108	 1168	 1406	 4095	7132	006
D 	2022-02-04 14:52:47	  70 	c1937 	 2752 	 3651	 1721	  983	 1114	 1167	 1406	 4095	7130	006
D 	2022-02-04 14:53:47	  68 	c1937 	 2752 	 3654	 1607	  966	 1114	 1167	 1406	 4095	7136	006
D 	2022-02-04 14:54:47	  67 	c1937 	 2752 	 3654	 1533	  939	 1110	 1171	 1407	 4095	7136	006
D 	2022-02-04 14:55:47	  70 	c1937 	 2752 	 3652	 1434	  972	 1110	 1171	 1405	 4095	7132	006
D 	2022-02-04 14:56:47	  68 	c1937 	 2752 	 3652	 1241	  903	 1111	 1172	 1405	 4095	7132	006
D 	2022-02-04 14:57:47	  70 	c1937 	 2752 	 3652	 1303	  954	 1110	 1171	 1406	 4095	7132	006
D 	2022-02-04 14:58:47	  68 	c1937 	 2752 	 3654	 1275	  978	 1110	 1171	 1405	 4095	7136	006
D 	2022-02-04 14:59:47	  70 	c1937 	 2752 	 3651	 1195	  921	 1108	 1168	 1406	 4095	7130	006
D 	2022-02-04 15:00:47	  69 	c1937 	 2752 	 3654	 1019	  929	 1107	 1168	 1405	 4095	7136	006
D 	2022-02-04 15:01:47	  69 	c1937 	 2752 	 3651	  883	  845	 1051	 1168	 1404	 4095	7130	006
D 	2022-02-04 15:02:47	  68 	c1937 	 2752 	 3653	  832	  858	 1051	 1168	 1406	 4095	7134	006
D 	2022-02-04 15:03:47	  69 	c1937 	 2752 	 3653	  935	  889	 1048	 1165	 1406	 4095	7134	006
D 	2022-02-04 15:04:47	  68 	c1937 	 2752 	 3649	 1098	  894	 1112	 1165	 1405	 4095	7126	006
D 	2022-02-04 15:05:47	  69 	c1937 	 2752 	 3652	 1116	  891	 1051	 1167	 1405	 4095	7132	006
D 	2022-02-04 15:06:47	  67 	c1937 	 2752 	 3651	 1032	  922	 1110	 1171	 1403	 4095	7130	006
D 	2022-02-04 15:07:47	  67 	c1937 	 2752 	 3651	  946	  883	 1051	 1168	 1404	 4095	7130	006
D 	2022-02-04 15:08:47	  69 	c1937 	 2752 	 3652	  910	  901	 1110	 1171	 1406	 4095	7132	006
D 	2022-02-04 15:09:47	  69 	c1937 	 2752 	 3649	  842	  855	 1055	 1171	 1405	 4095	7126	006
D 	2022-02-04 15:10:47	  69 	c1937 	 2752 	 3652	  806	  869	 1051	 1168	 1405	 4095	7132	006
D 	2022-02-04 15:11:47	  68 	c1937 	 2752 	 3650	  777	  880	 1047	 1170	 1404	 4095	7128	006
D 	2022-02-04 15:12:47	  68 	c1937 	 2752 	 3649	  686	  842	 1051	 1167	 1404	 4095	7126	006
D 	2022-02-04 15:13:47	  68 	c1937 	 2752 	 3648	  632	  796	 1051	 1168	 1404	 4095	7125	006
D 	2022-02-04 15:14:47	  67 	c1937 	 2752 	 3651	  614	  806	 1055	 1170	 1404	 4095	7130	006
D 	2022-02-04 15:15:47	  70 	c1937 	 2752 	 3648	  679	  845	 1051	 1167	 1405	 4095	7125	006
D 	2022-02-04 15:16:47	  67 	c1937 	 2752 	 3651	  917	  899	 1109	 1168	 1405	 4095	7130	006
D 	2022-02-04 15:17:47	  70 	c1937 	 2752 	 3580	 1347	  933	 1111	 1172	 1406	 4095	6992	006
D 	2022-02-04 15:18:47	  70 	c1937 	 2752 	 3649	 1585	  971	 1111	 1172	 1404	 4095	7126	006
D 	2022-02-04 15:19:47	  69 	c1937 	 2752 	 3650	 1347	  930	 1110	 1171	 1405	 4095	7128	006
D 	2022-02-04 15:20:47	  69 	c1937 	 2752 	 3646	 1103	  887	 1055	 1171	 1404	 4095	7121	006
D 	2022-02-04 15:21:47	  68 	c1937 	 2752 	 3651	 1032	  926	 1112	 1165	 1404	 4095	7130	006
D 	2022-02-04 15:22:47	  69 	c1937 	 2752 	 3647	 1069	  898	 1109	 1168	 1405	 4095	7123	006
D 	2022-02-04 15:23:47	  69 	c1937 	 2752 	 3649	 1331	  938	 1110	 1171	 1404	 4095	7126	006
D 	2022-02-04 15:24:47	  70 	c1937 	 2752 	 3648	 1489	  944	 1107	 1168	 1404	 4095	7125	006
D 	2022-02-04 15:25:47	  68 	c1937 	 2752 	 3647	 1208	  915	 1111	 1172	 1405	 4095	7123	006
D 	2022-02-04 15:26:47	  69 	c1937 	 2752 	 3650	  952	  880	 1047	 1170	 1404	 4095	7128	006
D 	2022-02-04 15:27:47	  69 	c1937 	 2752 	 3646	  911	  903	 1112	 1165	 1404	 4095	7121	006
D 	2022-02-04 15:28:47	  69 	c1937 	 2752 	 3649	  933	  887	 1055	 1171	 1404	 4095	7126	006
D 	2022-02-04 15:29:47	  69 	c1937 	 2752 	 3648	  988	  873	 1048	 1165	 1405	 4095	7125	006
D 	2022-02-04 15:30:47	  69 	c1937 	 2752 	 3648	 1080	  895	 1112	 1165	 1404	 4095	7125	006
D 	2022-02-04 15:31:47	  68 	c1937 	 2752 	 3647	 1079	  899	 1110	 1171	 1404	 4095	7123	006
D 	2022-02-04 15:32:47	  68 	c1937 	 2752 	 3647	 1068	  905	 1107	 1168	 1404	 4095	7123	006
D 	2022-02-04 15:33:47	  69 	c1937 	 2752 	 3647	 1051	  909	 1110	 1171	 1403	 4095	7123	006
D 	2022-02-04 15:34:47	  69 	c1937 	 2752 	 3648	  965	  876	 1052	 1167	 1404	 4095	7125	006
D 	2022-02-04 15:35:47	  69 	c1937 	 2752 	 3647	  944	  884	 1051	 1167	 1404	 4095	7123	006
D 	2022-02-04 15:36:47	  68 	c1937 	 2752 	 3647	 1018	  866	 1051	 1167	 1403	 4095	7123	006
D 	2022-02-04 15:37:47	  69 	c1937 	 2752 	 3647	  939	  885	 1051	 1168	 1403	 4095	7123	006
D 	2022-02-04 15:38:47	  67 	c1937 	 2752 	 3647	  907	  903	 1112	 1164	 1403	 4095	7123	006
D 	2022-02-04 15:39:47	  67 	c1937 	 2752 	 3647	  974	  875	 1051	 1167	 1404	 4095	7123	006
D 	2022-02-04 15:40:47	  67 	c1937 	 2752 	 3647	  970	  875	 1051	 1168	 1404	 4095	7123	006
D 	2022-02-04 15:41:47	  69 	c1937 	 2752 	 3645	  921	  897	 1107	 1169	 1404	 4095	7119	006
D 	2022-02-04 15:42:47	  67 	c1937 	 2752 	 3646	  683	  841	 1048	 1165	 1404	 4095	7121	006
D 	2022-02-04 15:43:47	  69 	c1937 	 2752 	 3648	  731	  827	 1051	 1168	 1403	 4095	7125	006
D 	2022-02-04 15:44:47	  69 	c1937 	 2752 	 3646	  811	  863	 1056	 1165	 1402	 4095	7121	005
D 	2022-02-04 15:45:47	  68 	c1937 	 2752 	 3647	  666	  849	 1048	 1165	 1403	 4095	7123	006
D 	2022-02-04 15:46:47	  69 	c1937 	 2752 	 3644	  692	  842	 1050	 1167	 1403	 4095	7117	006
D 	2022-02-04 15:47:47	  69 	c1937 	 2752 	 3646	  835	  856	 1048	 1165	 1403	 4095	7121	006
D 	2022-02-04 15:48:47	  68 	c1937 	 2752 	 3647	  748	  828	 1051	 1167	 1403	 4095	7123	006
D 	2022-02-04 15:49:47	  67 	c1937 	 2752 	 3645	  875	  850	 1051	 1168	 1402	 4095	7119	005
D 	2022-02-04 15:50:47	  67 	c1937 	 2752 	 3644	  886	  850	 1052	 1168	 1403	 4095	7117	006
D 	2022-02-04 15:51:47	  67 	c1937 	 2752 	 3645	 1021	  932	 1111	 1172	 1403	 4095	7119	006
D 	2022-02-04 15:52:47	  69 	c1937 	 2752 	 3645	 1050	  915	 1109	 1169	 1404	 4095	7119	006
D 	2022-02-04 15:53:47	  69 	c1937 	 2752 	 3645	 1062	  910	 1113	 1165	 1403	 4095	7119	006
D 	2022-02-04 15:54:47	  69 	c1937 	 2752 	 3644	 1080	  899	 1110	 1171	 1403	 4095	7117	006
D 	2022-02-04 15:55:47	  69 	c1937 	 2752 	 3644	  926	  894	 1112	 1165	 1404	 4095	7117	006
D 	2022-02-04 15:56:47	  68 	c1937 	 2752 	 3644	  905	  903	 1113	 1165	 1404	 4095	7117	006
D 	2022-02-04 15:57:47	  69 	c1937 	 2752 	 3643	  989	  869	 1052	 1168	 1403	 4095	7115	006
D 	2022-02-04 15:58:47	  67 	c1937 	 2752 	 3643	  843	  854	 1054	 1171	 1403	 4095	7115	006
D 	2022-02-04 15:59:47	  69 	c1937 	 2752 	 3644	  913	  901	 1109	 1168	 1403	 4095	7117	006
D 	2022-02-04 16:00:47	  68 	c1937 	 2752 	 3643	  921	  894	 1112	 1165	 1403	 4095	7115	006
D 	2022-02-04 16:01:47	  69 	c1937 	 2752 	 3644	  772	  885	 1051	 1168	 1403	 4095	7117	006
D 	2022-02-04 16:02:47	  69 	c1937 	 2752 	 3644	  780	  881	 1048	 1165	 1403	 4095	7117	006
D 	2022-02-04 16:03:47	  70 	c1937 	 2752 	 3644	  755	  823	 1055	 1171	 1402	 4095	7117	005
D 	2022-02-04 16:04:47	  68 	c1937 	 2752 	 3644	  753	  821	 1052	 1168	 1402	 4095	7117	005
D 	2022-02-04 16:05:47	  68 	c1937 	 2752 	 3643	  774	  885	 1051	 1168	 1403	 4095	7115	006
D 	2022-02-04 16:06:47	  67 	c1937 	 2752 	 3643	  811	  864	 1048	 1165	 1404	 4095	7115	006
D 	2022-02-04 16:07:47	  67 	c1937 	 2752 	 3642	  793	  874	 1050	 1168	 1402	 4095	7113	005
D 	2022-02-04 16:08:47	  68 	c1937 	 2752 	 3641	  728	  826	 1050	 1168	 1403	 4095	7111	006
D 	2022-02-04 16:09:47	  67 	c1937 	 2752 	 3641	  679	  845	 1052	 1169	 1404	 4095	7111	006
D 	2022-02-04 16:10:47	  67 	c1937 	 2752 	 3642	  670	  848	 1048	 1165	 1403	 4095	7113	006
D 	2022-02-04 16:11:47	  70 	c1937 	 2752 	 3643	  658	  855	 1054	 1171	 1404	 4095	7115	006
D 	2022-02-04 16:12:47	  69 	c1937 	 2752 	 3641	  642	  860	 1051	 1168	 1401	 4095	7111	005
D 	2022-02-04 16:13:47	  69 	c1937 	 2752 	 3641	  647	  858	 1051	 1168	 1404	 4095	7111	006
D 	2022-02-04 16:14:47	  69 	c1937 	 2752 	 3641	  652	  854	 1055	 1170	 1402	 4095	7111	005
T 	2022-02-04 16:14:49	 587 	c1937 	 2752 
S
D 	2022-02-04 16:15:47	  69 	c1937 	 2752 	 3642	  657	  850	 1051	 1167	 1403	 4095	7113	006
D 	2022-02-04 16:16:47	  66 	c1937 	 2752 	 3641	  659	  853	 1052	 1168	 1403	 4095	7111	006
D 	2022-02-04 16:17:47	  70 	c1937 	 2752 	 3639	  631	  803	 1051	 1168	 1404	 4095	7107	006
D 	2022-02-04 16:18:47	  70 	c1937 	 2752 	 3641	  620	  803	 1051	 1168	 1403	 4095	7111	006
D 	2022-02-04 16:19:47	  66 	c1937 	 2752 	 3640	  625	  797	 1051	 1167	 1402	 4095	7109	005
D 	2022-02-04 16:20:47	  69 	c1937 	 2752 	 3641	  638	  865	 1048	 1164	 1402	 4095	7111	005
D 	2022-02-04 16:21:47	  68 	c1937 	 2752 	 3640	  668	  849	 1048	 1165	 1403	 4095	7109	006
D 	2022-02-04 16:22:47	  69 	c1937 	 2752 	 3641	  645	  859	 1050	 1167	 1401	 4095	7111	005
D 	2022-02-04 16:23:47	  70 	c1937 	 2752 	 3637	  632	  798	 1053	 1167	 1402	 4095	7103	005
