F 	Date            	Hmsec 	ID   	Event 
List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x568e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6ca0	3 	3 	3 
8 	0x0000	0 	0 	0 
9 	0x5274	74 	74 	74 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x63d6	15 	15 	15 
13 	0x5e90	75 	75 	75 
14 	0x617e	3 	3 	3 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	2 	2 	2 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x530a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	2 	2 	2 
27 	0x0000	0 	0 	0 
T 	2022-02-04 10:53:47	 542 	c1937 	 2751 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5d00	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x678c	4 	4 	4 
8 	0x0000	0 	0 	0 
9 	0x4df6	76 	76 	76 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6692	5 	5 	5 
13 	0x56f2	80 	80 	80 
14 	0x4fea	1 	1 	1 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x7312	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x568e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x630e	1 	1 	1 
T 	2022-02-04 12:09:47	 539 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x727c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6052	77 	77 	77 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5bd4	91 	91 	91 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5d00	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 13:26:47	 539 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x50e4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6d9a	84 	84 	84 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x65ca	84 	84 	84 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x727c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 14:50:47	 535 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x536e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x48b0	84 	84 	84 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4d60	84 	84 	84 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x50e4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 16:14:47	 539 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4cfc	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x58e6	76 	76 	76 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6fc0	92 	92 	92 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x536e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 17:31:00	 610 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6c6e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6a7a	77 	77 	77 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6ba6	91 	91 	91 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4cfc	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 18:48:00	 913 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5f8a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x694e	79 	79 	79 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4a72	89 	89 	89 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6c6e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 20:07:00	 911 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6084	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x5404	81 	81 	81 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4496	87 	87 	87 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5f8a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 21:28:00	 616 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x58e6	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4ef0	79 	79 	79 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4784	89 	89 	89 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6084	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-04 22:47:00	 910 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5e2c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4946	81 	81 	81 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x49aa	87 	87 	87 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x58e6	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 00:07:47	 536 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x597c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x62aa	81 	81 	81 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x73da	87 	87 	87 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5e2c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 01:28:47	 539 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x517a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x711e	80 	80 	80 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x678c	88 	88 	88 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x597c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 02:49:00	 912 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4a72	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x481a	81 	81 	81 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4b3a	87 	87 	87 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x517a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 04:09:47	 539 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x7218	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6cd2	83 	83 	83 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4fb8	85 	85 	85 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4a72	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 05:32:47	 534 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6020	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6a7a	79 	79 	79 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x594a	89 	89 	89 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x7218	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 06:51:47	 537 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x711e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6d04	78 	78 	78 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x44fa	90 	90 	90 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6020	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x0000	0 	0 	0 
T 	2022-02-05 08:10:00	 615 	c1937 	 2752 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5bd4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5f58	4 	4 	4 
8 	0x0000	0 	0 	0 
9 	0x4c66	69 	69 	69 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x66f6	5 	5 	5 
13 	0x504e	87 	87 	87 
14 	0x50e4	1 	1 	1 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x4f86	3 	3 	3 
20 	0x44fa	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x711e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x5210	3 	3 	3 
27 	0x4c02	1 	1 	1 
T 	2022-02-05 09:19:00	 562 	c1937 	 2753 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5d96	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x47b6	3 	3 	3 
8 	0x0000	0 	0 	0 
9 	0x481a	58 	58 	58 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x65ca	5 	5 	5 
13 	0x4b6c	99 	99 	99 
14 	0x4784	1 	1 	1 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x501c	3 	3 	3 
20 	0x50b2	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5bd4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x56c0	3 	3 	3 
27 	0x7218	1 	1 	1 
T 	2022-02-05 10:17:00	 617 	c1937 	 2754 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x617e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6fc0	35 	35 	35 
8 	0x0000	0 	0 	0 
9 	0x4496	26 	26 	26 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x581e	32 	32 	32 
13 	0x55c6	41 	41 	41 
14 	0x61e2	8 	8 	8 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x501c	8 	8 	8 
20 	0x5fbc	8 	8 	8 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5d96	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x56c0	8 	8 	8 
27 	0x5a12	8 	8 	8 
T 	2022-02-05 10:43:00	 617 	c1937 	 2762 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x52d8	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x51de	53 	53 	53 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4a72	105 	105 	105 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x501c	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x617e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x56c0	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 11:36:19	  91 	c1937 	 2762 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x74a2	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4fb8	3 	3 	3 
8 	0x0000	0 	0 	0 
9 	0x6dcc	42 	42 	42 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x71e6	5 	5 	5 
13 	0x5d32	103 	103 	103 
14 	0x7664	1 	1 	1 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x501c	9 	9 	9 
20 	0x67be	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x52d8	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x56c0	9 	9 	9 
27 	0x481a	1 	1 	1 
T 	2022-02-05 12:18:31	  99 	c1937 	 2763 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6b42	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6e30	28 	28 	28 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6084	128 	128 	128 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x501c	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x74a2	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x56c0	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 12:45:47	 547 	c1937 	 2763 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5aa8	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x5562	26 	26 	26 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4c98	130 	130 	130 
14 	0x0000	0 	0 	0 
15 	0x643a	1 	1 	1 
16 	0x6f5c	1 	1 	1 
