F 	Date            	Hmsec 	ID   	Event 	 Channel	 Dur	   Clks	   Freq	 Edges	 Reps	 Type	 TagID_hex	 Mfr	   TagID
D 	2022-01-21 08:29:28	 977 	c1931 	15519 	 0	122438	 161617	 124416	 3482	   20	    0 	
D 	2022-01-25 09:28:29	1011 	c1931 	15520 	 0	44301	  30396	 137984	    1	    1	    0 	
T 	2022-02-04 09:12:44	 232 	c1931 	15521 
S
D 	2022-01-25 09:28:44	 246 	c1931 	15521 	 0	 908	 998690	 124672	 5130	   84	    0 	
D 	2022-02-04 09:16:04	 843 	c1931 	15522 	 0	130917	  18204	 164608	    1	    1	    0 	
D 	2022-02-04 09:16:58	 652 	c1931 	15523 	 0	129968	      0	 124672	    0	    1	    0 	
D 	2022-02-04 09:16:59	 370 	c1931 	15523 	 0	1739	     26	 138240	  184	    1	    1 	0300024FEF
D 	2022-02-04 09:17:01	 318 	c1931 	15523 	 0	130074	 453925	 124672	  682	   26	    0 	
D 	2022-02-04 09:17:20	 170 	c1931 	15524 	 0	130054	  30315	 124672	    1	    1	    0 	
D 	2022-02-04 09:17:44	 495 	c1931 	15525 	 0	129932	  83064	 124928	   13	    7	    0 	
D 	2022-02-04 09:18:00	 122 	c1931 	15526 	 0	130179	      0	 124160	    0	    0	    0 	
D 	2022-02-04 09:18:00	 319 	c1931 	15526 	 0	130023	     27	 124672	  154	    1	    1 	0300024FEF
D 	2022-02-04 09:18:01	  99 	c1931 	15526 	 0	129234	  18801	 124160	    9	    3	    0 	
D 	2022-02-04 09:21:25	 920 	c1931 	15527 	 0	   0	  30431	 141568	    1	    1	    0 	
D 	2022-02-04 09:21:26	 895 	c1931 	15528 	 0	26000	  30308	 124672	    1	    1	    0 	
D 	2022-02-04 09:21:27	 297 	c1931 	15529 	 0	44300	  30358	 124672	    1	    1	    0 	
D 	2022-02-04 09:21:33	 920 	c1931 	15530 	 0	44301	  30367	 124672	    1	    1	    0 	
D 	2022-02-04 09:21:34	 446 	c1931 	15531 	 0	44303	  30365	 124672	    1	    1	    0 	
D 	2022-02-04 09:21:37	 345 	c1931 	15532 	 0	98767	  42691	 124928	    2	    2	    0 	
D 	2022-02-04 09:21:40	 570 	c1931 	15533 	 0	48536	  77780	 124928	 1718	   10	    0 	
D 	2022-02-04 09:21:53	1022 	c1931 	15534 	 0	107285	  24434	 124928	    1	    1	    0 	
D 	2022-02-04 09:21:54	 569 	c1931 	15535 	 0	116134	     66	 124672	 1366	    2	    0 	
D 	2022-02-04 09:21:56	 893 	c1931 	15536 	 0	128917	     53	      0	 1089	    3	    0 	
D 	2022-02-04 09:21:59	  19 	c1931 	15537 	 0	130457	  62618	      0	 1531	    8	    0 	
D 	2022-02-04 09:22:09	 570 	c1931 	15538 	 0	   0	      3	 152064	  331	    1	    0 	
D 	2022-02-04 09:22:09	  94 	c1931 	15539 	 0	   0	    213	 156416	  149	    1	    0 	
T 	2022-02-04 09:22:11	  93 	c1931 	15539 
S
D 	2022-02-04 09:22:11	 307 	c1931 	15540 	 0	   0	  18372	 147968	    1	    1	    0 	
D 	2022-02-04 09:22:11	 687 	c1931 	15541 	 0	   0	     17	 124672	  419	    1	    0 	
D 	2022-02-04 09:22:12	 222 	c1931 	15542 	 0	   0	     16	 124672	  107	    1	    0 	
D 	2022-02-04 09:22:12	 700 	c1931 	15543 	 0	   0	     20	 124672	  305	    1	    0 	
D 	2022-02-04 09:22:13	 224 	c1931 	15544 	 0	   0	     17	 124928	  420	    1	    0 	
D 	2022-02-04 09:22:13	 726 	c1931 	15545 	 0	   0	    170	 124160	  397	    1	    0 	
D 	2022-02-04 09:22:14	 248 	c1931 	15546 	 0	   0	    776	 125184	  517	    1	    0 	
D 	2022-02-04 09:22:15	 842 	c1931 	15547 	 0	   0	      7	 124416	  258	    1	    0 	
D 	2022-02-04 09:22:15	 742 	c1931 	15548 	 0	   0	   1890	 124928	   67	    1	    0 	
D 	2022-02-04 09:22:16	 870 	c1931 	15549 	 0	107285	  37080	 124928	  623	    2	    0 	
D 	2022-02-04 09:22:19	 770 	c1931 	15550 	 0	11942	  42711	 125184	    2	    2	    0 	
D 	2022-02-04 09:22:21	 496 	c1931 	15551 	 0	129968	  15967	 124928	  363	    1	    0 	
D 	2022-02-04 09:22:22	 896 	c1931 	15552 	 0	129234	     13	 137216	  675	    1	    0 	
D 	2022-02-04 09:22:24	 521 	c1931 	15553 	 0	48536	     51	 124672	  324	    1	    0 	
D 	2022-02-04 09:22:24	 470 	c1931 	15554 	 0	129768	  15961	 124416	  556	    2	    0 	
D 	2022-02-04 09:22:27	 320 	c1931 	15555 	 0	130631	   3448	 125184	  676	    2	    0 	
D 	2022-02-04 09:22:29	 346 	c1931 	15556 	 0	130275	  28236	 124928	  105	    1	    0 	
