F 	Date            	Hmsec 	ID   	Event 
List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5fee	69 	69 	69 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x530a	30 	30 	30 
8 	0x0000	0 	0 	0 
9 	0x44c8	1 	1 	1 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4914	121 	121 	121 
13 	0x6246	1 	1 	1 
14 	0x7150	23 	23 	23 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	2 	2 	2 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4752	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	2 	2 	2 
27 	0x0000	0 	0 	0 
T 	2022-02-04 09:23:13	 454 	c1931 	15569 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4fea	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x756a	23 	23 	23 
8 	0x0000	0 	0 	0 
9 	0x5ba2	5 	5 	5 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x46ee	110 	110 	110 
13 	0x678c	10 	10 	10 
14 	0x6a48	22 	22 	22 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	2 	2 	2 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6a7a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	2 	2 	2 
27 	0x0000	0 	0 	0 
T 	2022-02-04 09:28:27	 300 	c1931 	15592 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5d64	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x73da	5 	5 	5 
8 	0x0000	0 	0 	0 
9 	0x4fea	56 	56 	56 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4590	18 	18 	18 
13 	0x7088	83 	83 	83 
14 	0x6cd2	6 	6 	6 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	2 	2 	2 
20 	0x517a	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6566	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	2 	2 	2 
27 	0x54fe	1 	1 	1 
T 	2022-02-04 10:24:00	 852 	c1931 	15596 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5c6a	74 	74 	74 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5882	28 	28 	28 
8 	0x0000	0 	0 	0 
9 	0x565c	54 	54 	54 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5a76	10 	10 	10 
13 	0x6980	64 	64 	64 
14 	0x66c4	3 	3 	3 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	5 	5 	5 
20 	0x6ef8	3 	3 	3 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5d64	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	5 	5 	5 
27 	0x4d2e	3 	3 	3 
T 	2022-02-04 11:18:30	 983 	c1931 	15599 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4c66	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6d04	43 	43 	43 
8 	0x0000	0 	0 	0 
9 	0x4a0e	50 	50 	50 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4432	6 	6 	6 
13 	0x4bd0	50 	50 	50 
14 	0x662e	7 	7 	7 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	7 	7 	7 
20 	0x6a16	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x56c0	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	7 	7 	7 
27 	0x694e	2 	2 	2 
T 	2022-02-04 12:08:31	 551 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x643a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6ca0	37 	37 	37 
8 	0x0000	0 	0 	0 
9 	0x6980	54 	54 	54 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5fee	54 	54 	54 
14 	0x4f86	13 	13 	13 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4c66	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 13:02:58	 381 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x7312	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x50e4	18 	18 	18 
8 	0x0000	0 	0 	0 
9 	0x6e30	69 	69 	69 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x51ac	68 	68 	68 
14 	0x5ba2	3 	3 	3 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6a7a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 14:11:31	 556 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5f58	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x63a4	22 	22 	22 
8 	0x0000	0 	0 	0 
9 	0x487e	65 	65 	65 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5918	65 	65 	65 
14 	0x4c66	4 	4 	4 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x7312	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 15:16:31	 563 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5148	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4f86	26 	26 	26 
8 	0x0000	0 	0 	0 
9 	0x7632	64 	64 	64 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x53a0	64 	64 	64 
14 	0x61b0	2 	2 	2 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5f58	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 16:20:31	 551 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x55f8	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6d68	1 	1 	1 
8 	0x0000	0 	0 	0 
9 	0x5fbc	72 	72 	72 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6dfe	1 	1 	1 
13 	0x68ea	81 	81 	81 
14 	0x4a40	1 	1 	1 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5148	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 17:33:01	  56 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6a48	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6692	74 	74 	74 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6980	82 	82 	82 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x55f8	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 18:46:31	 556 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x63d6	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4d2e	75 	75 	75 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6052	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6a48	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 20:02:00	 876 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x67be	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x565c	76 	76 	76 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6e94	80 	80 	80 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x63d6	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 21:18:01	 402 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x49dc	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6822	76 	76 	76 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6cd2	80 	80 	80 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x67be	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 22:34:00	 593 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6502	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4a72	75 	75 	75 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x59e0	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x49dc	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 23:48:31	 561 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5d00	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6534	75 	75 	75 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4dc4	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6502	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 01:03:31	 548 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6ff2	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4752	76 	76 	76 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4e8c	80 	80 	80 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5d00	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 02:19:31	 555 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x70ec	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x75ce	75 	75 	75 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x54fe	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6ff2	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 03:34:31	 553 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5756	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x51ac	75 	75 	75 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6e62	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x70ec	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 04:49:31	 554 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x49aa	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x5148	76 	76 	76 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x487e	80 	80 	80 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5756	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 06:05:31	 555 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x59ae	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6b74	72 	72 	72 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x58e6	84 	84 	84 
14 	0x0000	0 	0 	0 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x49aa	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-05 07:18:00	 871 	c1931 	15601 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4658	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4d60	12 	12 	12 
8 	0x0000	0 	0 	0 
9 	0x4a72	60 	60 	60 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6214	7 	7 	7 
13 	0x452c	69 	69 	69 
14 	0x617e	4 	4 	4 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x4e28	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x59ae	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x649e	2 	2 	2 
T 	2022-02-05 08:17:31	 561 	c1931 	15603 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6c3c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5c6a	14 	14 	14 
8 	0x0000	0 	0 	0 
9 	0x5e5e	62 	62 	62 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5148	8 	8 	8 
13 	0x6ade	62 	62 	62 
14 	0x5724	8 	8 	8 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
20 	0x4ad6	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4658	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x54cc	9 	9 	9 
27 	0x5dfa	1 	1 	1 
T 	2022-02-05 09:19:31	 552 	c1931 	15605 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6598	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x536e	32 	32 	32 
8 	0x0000	0 	0 	0 
9 	0x72ae	58 	58 	58 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5d96	59 	59 	59 
14 	0x4496	7 	7 	7 
15 	0x7506	1 	1 	1 
16 	0x7600	1 	1 	1 
17 	0x7218	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x47b6	9 	9 	9 
