F 	Date            	Hmsec 	ID   	Event 	State 	Rule 	IDHere 	ListAHere 	ListBHere 	ListEHere  	IDThere
D 	2022-02-05 15:58:16	 843 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 15:58:30	 842 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-05 15:58:36	 941 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 15:58:49	 316 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-05 15:59:23	 214 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 16:00:20	 145 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-05 16:00:24	 643 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 16:00:36	  90 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-05 16:00:57	 718 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 16:01:10	  44 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-05 16:01:22	 840 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 16:01:42	 788 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-05 16:01:59	 419 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-05 16:02:11	 714 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-05 16:41:35	 606 	c1931 	15605 
S
D 	2022-02-06 08:44:21	1017 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 08:44:33	1018 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 08:45:44	 243 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 08:45:47	 364 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
D 	2022-02-06 08:50:15	1016 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 08:50:25	 565 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 09:18:46	 638 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 09:18:52	 989 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
D 	2022-02-06 09:19:41	 968 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 09:19:52	 992 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 09:20:38	 990 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 09:20:42	 639 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
T 	2022-02-06 09:20:49	 404 	c1931 	15605 
S
D 	2022-02-06 10:39:19	 417 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 10:39:23	 569 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
D 	2022-02-06 10:40:23	 267 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 10:40:32	 510 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 11:12:02	  41 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 11:12:13	 418 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 11:13:06	 442 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 11:13:44	  91 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 11:13:50	  42 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 11:13:59	 916 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 11:14:01	 419 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 11:14:30	 521 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-06 11:35:35	 544 	c1931 	15605 
S
D 	2022-02-06 13:15:24	 344 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 13:15:27	  33 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
T 	2022-02-06 13:15:29	 156 	c1931 	15605 
S
D 	2022-02-06 14:12:18	 395 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 14:12:22	 737 	c1931 	15605 	c 	8 	D3AC 	0 	0 	0  	0000  
D 	2022-02-06 14:12:52	 691 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 14:12:55	 918 	c1931 	15605 	c 	8 	D3AC 	0 	0 	0  	0000  
T 	2022-02-06 14:13:01	 331 	c1931 	15605 
S
D 	2022-02-06 15:10:33	 664 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 15:10:35	 716 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
D 	2022-02-06 15:12:25	 812 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 15:12:27	 814 	c1931 	15605 	c 	8 	9ECD 	0 	0 	0  	0000  
D 	2022-02-06 15:12:29	 669 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
T 	2022-02-06 15:12:32	 334 	c1931 	15605 
S
D 	2022-02-06 15:12:42	  41 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:02:04	  39 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 16:02:14	 443 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:03:02	 542 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 16:03:15	 168 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:04:44	 488 	c1931 	15605 	o 	8 	3BED 	2 	0 	0  	0000  
D 	2022-02-06 16:04:54	 737 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-06 16:10:04	 507 	c1931 	15605 
S
D 	2022-02-06 16:15:01	 215 	c1931 	15605 	o 	8 	4FEF 	3 	0 	0  	0000  
D 	2022-02-06 16:15:08	 733 	c1931 	15605 	o 	8 	4FEF 	3 	0 	0  	0000  
D 	2022-02-06 16:15:08	 733 	c1931 	15605 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:15:54	 344 	c1931 	15606 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:15:54	 691 	c1931 	15607 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:15:56	  43 	c1931 	15608 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:15:57	  66 	c1931 	15609 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:16:36	 942 	c1931 	15610 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:16:51	 265 	c1931 	15611 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:16:52	 641 	c1931 	15612 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:16:53	 167 	c1931 	15613 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:16:56	 495 	c1931 	15614 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:16:56	 791 	c1931 	15615 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:00	 144 	c1931 	15616 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:02	 942 	c1931 	15617 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:04	 988 	c1931 	15618 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:05	 764 	c1931 	15619 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:09	 818 	c1931 	15620 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:11	 273 	c1931 	15621 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:11	 966 	c1931 	15622 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:14	  99 	c1931 	15623 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-06 16:17:14	 651 	c1931 	15624 
S
D 	2022-02-06 16:17:16	 785 	c1931 	15624 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:17	 812 	c1931 	15625 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:18	 988 	c1931 	15626 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:20	  90 	c1931 	15627 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:21	  66 	c1931 	15628 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:21	 466 	c1931 	15629 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:21	1016 	c1931 	15630 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:23	 468 	c1931 	15631 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:24	 294 	c1931 	15632 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:24	 889 	c1931 	15633 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:25	 965 	c1931 	15634 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:27	 267 	c1931 	15635 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:28	 343 	c1931 	15636 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:29	 469 	c1931 	15637 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:31	 964 	c1931 	15638 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:33	  16 	c1931 	15639 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:34	 142 	c1931 	15640 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:34	 592 	c1931 	15641 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:35	 238 	c1931 	15642 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:36	 134 	c1931 	15643 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:36	 837 	c1931 	15644 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:37	 462 	c1931 	15645 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:38	 467 	c1931 	15646 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:38	 869 	c1931 	15647 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:39	 353 	c1931 	15648 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-06 16:17:40	 267 	c1931 	15649 
S
D 	2022-02-06 16:17:41	 384 	c1931 	15649 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:43	 209 	c1931 	15650 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:53	  19 	c1931 	15651 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:57	  69 	c1931 	15652 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:58	 395 	c1931 	15653 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:17:59	 567 	c1931 	15654 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:00	 693 	c1931 	15655 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:06	  93 	c1931 	15656 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:08	 740 	c1931 	15657 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:11	 318 	c1931 	15658 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:15	  67 	c1931 	15659 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:19	 516 	c1931 	15660 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:19	 866 	c1931 	15661 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:20	 991 	c1931 	15662 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:42	 445 	c1931 	15663 	c 	8 	0000 	0 	0 	0  	0000  
D 	2022-02-06 16:18:44	 841 	c1931 	15664 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-06 16:19:16	 757 	c1931 	15665 
S
D 	2022-02-06 16:19:24	 142 	c1931 	15665 	c 	8 	0000 	0 	0 	0  	0000  
T 	2022-02-06 16:21:45	 382 	c1931 	15665 
S
