F 	Date            	Hmsec 	ID   	Event 
List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4d2e	71 	71 	71 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4b08	15 	15 	15 
8 	0x0000	0 	0 	0 
9 	0x5fbc	11 	11 	11 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5436	60 	60 	60 
13 	0x48b0	11 	11 	11 
14 	0x4784	12 	12 	12 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	21 	21 	21 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4aa4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	21 	21 	21 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:46:59	  49 	c1937 	 2874 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6d04	72 	72 	72 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x46ee	14 	14 	14 
8 	0x0000	0 	0 	0 
9 	0x4658	4 	4 	4 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5148	74 	74 	74 
13 	0x501c	3 	3 	3 
14 	0x6886	13 	13 	13 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	21 	21 	21 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4c34	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	21 	21 	21 
27 	0x0000	0 	0 	0 
T 	2022-02-07 10:50:37	  47 	c1937 	 2889 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x54cc	72 	72 	72 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x630e	15 	15 	15 
8 	0x0000	0 	0 	0 
9 	0x4400	16 	16 	16 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6b74	34 	34 	34 
13 	0x5530	23 	23 	23 
14 	0x5594	14 	14 	14 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	21 	21 	21 
20 	0x4b6c	3 	3 	3 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x581e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	21 	21 	21 
27 	0x4d2e	3 	3 	3 
T 	2022-02-07 11:07:06	 224 	c1937 	 2898 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5ada	72 	72 	72 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6214	21 	21 	21 
8 	0x0000	0 	0 	0 
9 	0x6ff2	4 	4 	4 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4a0e	32 	32 	32 
13 	0x4aa4	12 	12 	12 
14 	0x5ef4	25 	25 	25 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	21 	21 	21 
20 	0x5fbc	7 	7 	7 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4dc4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	21 	21 	21 
27 	0x70ec	7 	7 	7 
T 	2022-02-07 11:10:38	 379 	c1937 	 2908 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x7538	73 	73 	73 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x44c8	11 	11 	11 
8 	0x0000	0 	0 	0 
9 	0x52a6	11 	11 	11 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x57ba	24 	24 	24 
13 	0x487e	37 	37 	37 
14 	0x4946	14 	14 	14 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	22 	22 	22 
20 	0x54cc	4 	4 	4 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x759c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	22 	22 	22 
27 	0x59e0	4 	4 	4 
T 	2022-02-07 11:22:08	 424 	c1937 	 2915 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x611a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x69b2	38 	38 	38 
8 	0x0000	0 	0 	0 
9 	0x581e	15 	15 	15 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x4752	18 	18 	18 
13 	0x694e	20 	20 	20 
14 	0x662e	8 	8 	8 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	20 	20 	20 
20 	0x4cfc	4 	4 	4 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5e2c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	20 	20 	20 
27 	0x52d8	4 	4 	4 
T 	2022-02-07 11:36:53	 778 	c1937 	 2919 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6692	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x7312	19 	19 	19 
8 	0x0000	0 	0 	0 
9 	0x4720	36 	36 	36 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5756	15 	15 	15 
13 	0x740c	36 	36 	36 
14 	0x643a	7 	7 	7 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	15 	15 	15 
20 	0x678c	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x53a0	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	15 	15 	15 
27 	0x60e8	2 	2 	2 
T 	2022-02-07 12:12:38	 970 	c1937 	 2922 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5a76	74 	74 	74 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x57ba	59 	59 	59 
8 	0x0000	0 	0 	0 
9 	0x501c	10 	10 	10 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x44fa	24 	24 	24 
13 	0x6b10	10 	10 	10 
14 	0x4f86	13 	13 	13 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	13 	13 	13 
20 	0x5f58	3 	3 	3 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6aac	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	13 	13 	13 
27 	0x4c02	3 	3 	3 
T 	2022-02-07 12:22:58	1019 	c1937 	 2927 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x7312	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x562a	57 	57 	57 
8 	0x0000	0 	0 	0 
9 	0x44c8	34 	34 	34 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6692	34 	34 	34 
14 	0x5242	6 	6 	6 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4c66	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 12:57:20	 110 	c1937 	 2927 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x60b6	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x7312	51 	51 	51 
8 	0x0000	0 	0 	0 
9 	0x50b2	35 	35 	35 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5882	3 	3 	3 
13 	0x4752	35 	35 	35 
14 	0x6a7a	3 	3 	3 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	9 	9 	9 
20 	0x5468	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4ef0	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	9 	9 	9 
27 	0x5ec2	1 	1 	1 
T 	2022-02-07 13:32:00	 611 	c1937 	 2928 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6b74	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5fbc	35 	35 	35 
8 	0x0000	0 	0 	0 
9 	0x533c	48 	48 	48 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4d92	47 	47 	47 
14 	0x4720	1 	1 	1 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x60b6	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 14:19:30	 561 	c1937 	 2928 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4e8c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6d68	4 	4 	4 
8 	0x0000	0 	0 	0 
9 	0x4cfc	63 	63 	63 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4aa4	64 	64 	64 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6b74	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 15:23:00	 708 	c1937 	 2928 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5b0c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4f54	66 	66 	66 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6e30	65 	65 	65 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4e8c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 16:28:30	 561 	c1937 	 2928 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5e2c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x6052	1 	1 	1 
8 	0x0000	0 	0 	0 
9 	0x6340	62 	62 	62 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x597c	5 	5 	5 
13 	0x5756	62 	62 	62 
14 	0x711e	1 	1 	1 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5b0c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 17:30:30	 566 	c1937 	 2929 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4cfc	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5ef4	1 	1 	1 
8 	0x0000	0 	0 	0 
9 	0x481a	64 	64 	64 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5a76	1 	1 	1 
13 	0x65ca	64 	64 	64 
14 	0x53a0	1 	1 	1 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5e2c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 18:34:30	 560 	c1937 	 2929 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6a48	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6598	63 	63 	63 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5756	4 	4 	4 
13 	0x4658	64 	64 	64 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4cfc	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 19:38:00	 563 	c1937 	 2930 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5f58	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x57ec	66 	66 	66 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x55c6	65 	65 	65 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6a48	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 20:43:30	 563 	c1937 	 2930 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x57ba	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6ff2	65 	65 	65 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x67be	66 	66 	66 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5f58	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 21:49:00	 556 	c1937 	 2930 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x614c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x711e	66 	66 	66 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5918	65 	65 	65 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x57ba	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-07 22:54:30	 556 	c1937 	 2930 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4dc4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4cfc	65 	65 	65 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6dfe	66 	66 	66 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x614c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-08 00:00:00	 561 	c1937 	 2930 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5210	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x5ada	66 	66 	66 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5ec2	65 	65 	65 
14 	0x0000	0 	0 	0 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4dc4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-08 01:05:30	 560 	c1937 	 2930 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5fee	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5fbc	1 	1 	1 
8 	0x0000	0 	0 	0 
9 	0x5f58	62 	62 	62 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6502	5 	5 	5 
13 	0x56c0	62 	62 	62 
14 	0x594a	1 	1 	1 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5210	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-08 02:07:30	 562 	c1937 	 2931 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4cfc	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x65ca	5 	5 	5 
8 	0x0000	0 	0 	0 
9 	0x6ec6	50 	50 	50 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x69b2	21 	21 	21 
13 	0x7538	50 	50 	50 
14 	0x55c6	5 	5 	5 
15 	0x72ae	28 	28 	28 
16 	0x6f5c	1 	1 	1 
17 	0x49dc	1 	1 	1 
18 	0x0000	0 	0 	0 
19 	0x68b8	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5fee	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x6ade	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-08 02:57:30	 559 	c1937 	 2935 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x52d8	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x7632	1 	1 	1 
8 	0x0000	0 	0 	0 
9 	0x562a	62 	62 	62 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
