"chNtimeDate25"	"timeDate"	"RFID"
"A0207394514220120"	"394514220120"	"103F7E05"
"A0212394514220120"	"394514220120"	"103F7E05"
"A0201404514220120"	"404514220120"	"103F7E05"
"A0207404514220120"	"404514220120"	"103F7E05"
"A0212404514220120"	"404514220120"	"103F7E05"
"A0201414514220120"	"414514220120"	"103F7E05"
"A0207414514220120"	"414514220120"	"103F7E05"
"A0202524514220120"	"524514220120"	"103F5E04"
"A0207524514220120"	"524514220120"	"103F5E04"
"A0212524514220120"	"524514220120"	"103F5E04"
"A0203014614220120"	"014614220120"	"103F882D"
"A0208014614220120"	"014614220120"	"103F882D"
"A0213014614220120"	"014614220120"	"103F882D"
"A0203024614220120"	"024614220120"	"103F882D"
"A0214024614220120"	"024614220120"	"103F502D"
"A0203034614220120"	"034614220120"	"103F502D"
"A0212034614220120"	"034614220120"	"103F502D"
"A0201044614220120"	"044614220120"	"103F502D"
"A0206044614220120"	"044614220120"	"103F502D"
"A0212044614220120"	"044614220120"	"103F502D"
"A0201054614220120"	"054614220120"	"103F502D"
"A0212054614220120"	"054614220120"	"103F49C4"
"A0201064614220120"	"064614220120"	"103F49C4"
"A0206124614220120"	"124614220120"	"103F7E05"
"A0211124614220120"	"124614220120"	"103F7E05"
"A0203134614220120"	"134614220120"	"103F7E05"
"A0205154614220120"	"154614220120"	"103F3DB1"
"A0210154614220120"	"154614220120"	"103F3DB1"
"A0208304614220120"	"304614220120"	"103F3987"
"A0210324614220120"	"324614220120"	"103F5E04"
"A0200334614220120"	"334614220120"	"103F5E04"
"A0207384614220120"	"384614220120"	"1016E84E"
"A0201544614220120"	"544614220120"	"103F7E05"
"A0206544614220120"	"544614220120"	"103F7E05"
"A0211544614220120"	"544614220120"	"103F7E05"
"A0208554614220120"	"554614220120"	"103F3CED"
"A0214554614220120"	"554614220120"	"103F3CED"
"A0203564614220120"	"564614220120"	"103F3CED"
"A0211594614220120"	"594614220120"	"103F3DB1"
"A0213004714220120"	"004714220120"	"103F882D"
"A0202014714220120"	"014714220120"	"103F882D"
"A0207014714220120"	"014714220120"	"103F882D"
"A0212014714220120"	"014714220120"	"103F882D"
"A0214024714220120"	"024714220120"	"103F3DB1"
"A0203034714220120"	"034714220120"	"103F3DB1"
"A0201064714220120"	"064714220120"	"103F5E04"
"A0206064714220120"	"064714220120"	"103F5E04"
"A0211064714220120"	"064714220120"	"103F5E04"
"A0202084714220120"	"084714220120"	"103F49C4"
"A0207084714220120"	"084714220120"	"103F49C4"
"A0213084714220120"	"084714220120"	"103F49C4"
"A0202094714220120"	"094714220120"	"103F49C4"
"A0207094714220120"	"094714220120"	"103F49C4"
"A0213284714220120"	"284714220120"	"103F7E05"
"A0203294714220120"	"294714220120"	"103F7E05"
"A0208294714220120"	"294714220120"	"103F7E05"
"A0213294714220120"	"294714220120"	"103F7E05"
"A0202304714220120"	"304714220120"	"103F7E05"
"A0207304714220120"	"304714220120"	"103F7E05"
"A0213304714220120"	"304714220120"	"103F7E05"
"A0202314714220120"	"314714220120"	"103F7E05"
"A0207314714220120"	"314714220120"	"103F7E05"
"A0213314714220120"	"314714220120"	"103F7E05"
"A0213384714220120"	"384714220120"	"103F882D"
