F 	Date            	Hmsec 	ID   	Event 
List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x691c	70 	70 	70 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x662e	29 	29 	29 
8 	0x0000	0 	0 	0 
9 	0x5ada	1 	1 	1 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5468	114 	114 	114 
13 	0x0000	0 	0 	0 
14 	0x4ef0	21 	21 	21 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x7312	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 09:22:59	 726 	c1935 	  132 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5e90	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5a76	18 	18 	18 
8 	0x0000	0 	0 	0 
9 	0x73a8	17 	17 	17 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x5080	62 	62 	62 
13 	0x549a	41 	41 	41 
14 	0x5594	18 	18 	18 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x4cca	2 	2 	2 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x54fe	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x6ef8	2 	2 	2 
T 	2022-02-04 09:40:25	 708 	c1935 	  145 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4ad6	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x66f6	3 	3 	3 
8 	0x0000	0 	0 	0 
9 	0x60e8	69 	69 	69 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6566	3 	3 	3 
13 	0x4c34	82 	82 	82 
14 	0x581e	1 	1 	1 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x6886	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6d9a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x691c	1 	1 	1 
T 	2022-02-04 10:50:23	 404 	c1935 	  146 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x724a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x54cc	18 	18 	18 
8 	0x0000	0 	0 	0 
9 	0x4ad6	50 	50 	50 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x7506	16 	16 	16 
13 	0x62dc	58 	58 	58 
14 	0x6ade	6 	6 	6 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	10 	10 	10 
20 	0x611a	4 	4 	4 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x48b0	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	10 	10 	10 
27 	0x6f2a	4 	4 	4 
T 	2022-02-04 11:40:01	 719 	c1935 	  150 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x58e6	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4f86	15 	15 	15 
8 	0x0000	0 	0 	0 
9 	0x74d4	40 	40 	40 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x66c4	20 	20 	20 
13 	0x5bd4	62 	62 	62 
14 	0x49dc	7 	7 	7 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	12 	12 	12 
20 	0x5dc8	4 	4 	4 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x724a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	12 	12 	12 
27 	0x5274	4 	4 	4 
T 	2022-02-04 12:19:26	 641 	c1935 	  155 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x50e4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x7056	59 	59 	59 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5d64	97 	97 	97 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	10 	10 	10 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x58e6	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	10 	10 	10 
27 	0x0000	0 	0 	0 
T 	2022-02-04 13:18:32	 585 	c1935 	  155 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5d00	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x5404	3 	3 	3 
8 	0x0000	0 	0 	0 
9 	0x71b4	48 	48 	48 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x6660	3 	3 	3 
13 	0x646c	101 	101 	101 
14 	0x5e5e	1 	1 	1 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	9 	9 	9 
20 	0x6f5c	1 	1 	1 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x50e4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	9 	9 	9 
27 	0x61b0	1 	1 	1 
T 	2022-02-04 14:06:49	 822 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6b74	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x487e	48 	48 	48 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5724	110 	110 	110 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	9 	9 	9 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5d00	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	9 	9 	9 
27 	0x0000	0 	0 	0 
T 	2022-02-04 14:54:34	 194 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x66c4	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4a0e	53 	53 	53 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x60e8	107 	107 	107 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6b74	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 15:47:26	 620 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6ef8	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6c0a	67 	67 	67 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5a76	93 	93 	93 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x66c4	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 16:55:01	 544 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4fea	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4978	77 	77 	77 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5aa8	83 	83 	83 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6ef8	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 18:11:32	 625 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6d68	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4e8c	64 	64 	64 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x504e	96 	96 	96 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4fea	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 19:15:55	 413 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x46ee	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6566	69 	69 	69 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x61b0	91 	91 	91 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6d68	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 20:24:26	 634 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5756	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x64d0	68 	68 	68 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4f22	92 	92 	92 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x46ee	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 21:32:26	 643 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x5e5e	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x53a0	68 	68 	68 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6502	92 	92 	92 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5756	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 22:40:26	 621 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x597c	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x7088	73 	73 	73 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x6b10	87 	87 	87 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x5e5e	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-04 23:53:26	 604 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4e5a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x455e	73 	73 	73 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x481a	87 	87 	87 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x597c	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 01:06:26	 606 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x643a	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4a0e	72 	72 	72 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4400	88 	88 	88 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4e5a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 02:19:01	 633 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6660	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4432	71 	71 	71 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x4914	89 	89 	89 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x643a	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 03:30:01	 627 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4f22	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x54cc	78 	78 	78 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x50e4	82 	82 	82 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x6660	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 04:47:26	 602 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4496	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x4ef0	79 	79 	79 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x5562	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4f22	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 06:06:26	 626 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x4590	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x6052	79 	79 	79 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x72e0	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4496	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 07:25:26	 648 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6566	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x0000	0 	0 	0 
8 	0x0000	0 	0 	0 
9 	0x5b0c	79 	79 	79 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x0000	0 	0 	0 
13 	0x7312	81 	81 	81 
14 	0x0000	0 	0 	0 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
19 	0x6980	8 	8 	8 
20 	0x0000	0 	0 	0 
21 	0x0000	0 	0 	0 
22 	0x0000	0 	0 	0 
23 	0x0000	0 	0 	0 
24 	0x4590	6 	6 	6 
25 	0x0000	0 	0 	0 
26 	0x69b2	8 	8 	8 
27 	0x0000	0 	0 	0 
T 	2022-02-05 08:44:26	 587 	c1935 	  156 
S

List 	First 	Count  	ArrayCount 	TraverseCount 
0 	0x6340	75 	75 	75 
1 	0x0000	0 	0 	0 
2 	0x45c2	1 	1 	1 
3 	0x45f4	1 	1 	1 
4 	0x0000	0 	0 	0 
5 	0x0000	0 	0 	0 
6 	0x0000	0 	0 	0 
7 	0x4a40	2 	2 	2 
8 	0x0000	0 	0 	0 
9 	0x4e28	64 	64 	64 
10 	0x0000	0 	0 	0 
11 	0x0000	0 	0 	0 
12 	0x7696	3 	3 	3 
13 	0x6b74	88 	88 	88 
14 	0x53a0	1 	1 	1 
15 	0x4cfc	1 	1 	1 
16 	0x0000	0 	0 	0 
17 	0x0000	0 	0 	0 
18 	0x0000	0 	0 	0 
