btoRing,TagID_Hex,RFID,SPEC,dateFirstCaptured,ageFirstCaptured,SEX
Z067157,04185C5F3C,185C5F3C,BT,18/11/2015,3,
Z067158,041815429B,1815429B,BT,18/11/2015,3,
Z067160,04185C5FE1,185C5FE1,BT,18/11/2015,3,
Z067161,04185C5E95,185C5E95,BT,18/11/2015,3,
Z067162,04198E56F5,198E56F5,GT,18/11/2015,4,F
Z067163,418158582,18158582,GT,18/11/2015,3,F
Z067164,041815B914,1815B914,GT,18/11/2015,4,F
Z067165,04185C2D60,185C2D60,BT,18/11/2015,3,
Z067168,04185C5E9A,185C5E9A,BT,18/11/2015,4,
Z067169,011016E63C,1016E63C,BT,18/11/2015,3,
Z067170,04185C6B72,185C6B72,BT,18/11/2015,3,
Z067171,041815AC63,1815AC63,GT,18/11/2015,3,F
Z067172,04185C6DCF,185C6DCF,BT,18/11/2015,3,
Z067173,041815B272,1815B272,BT,18/11/2015,3,
Z067174,0418158BC8,18158BC8,GT,18/11/2015,3,F
Z067176,04185C5FE3,185C5FE3,BT,18/11/2015,3,
Z067177,04185C539F,185C539F,BT,18/11/2015,3,
Z067178,04185C5C88,185C5C88,BT,18/11/2015,3,
Z067179,04185C46BA,185C46BA,BT,25/11/2015,3,
Z067181,418159977,18159977,BT,25/11/2015,3,
Z067182,04185C50A2,185C50A2,BT,25/11/2015,3,
Z067183,418157117,18157117,BT,25/11/2015,3,
Z067184,041815BCDF,1815BCDF,BT,25/11/2015,4,
Z067186,04181597B0,181597B0,GT,25/11/2015,3,F
Z067187,04185C2EB0,185C2EB0,BT,25/11/2015,3,
Z067188,04185C46AE,185C46AE,BT,25/11/2015,4,
Z067189,041815A0F5,1815A0F5,BT,25/11/2015,3,
Z067190,0418158FA3,18158FA3,BT,25/11/2015,3,
Z067191,04198E97DA,198E97DA,BT,25/11/2015,3,
Z067192,041815AC43,1815AC43,BT,25/11/2015,3,
Z067193,041815AD02,1815AD02,BT,25/11/2015,3,
Z067194,04198E2139,198E2139,BT,25/11/2015,3,
Z067195,04185C2583,185C2583,BT,25/11/2015,3,
Z067196,04185C59E1,185C59E1,BT,25/11/2015,3,
Z067197,041815B824,1815B824,BT,25/11/2015,3,
Z067199,418157085,18157085,GT,25/11/2015,4,F
Z067200,041815A3BB,1815A3BB,BT,25/11/2015,3,
D198401,418158857,18158857,BT,25/11/2015,3,
D198403,04185C30C4,185C30C4,BT,25/11/2015,3,
D198405,04185C4FFC,185C4FFC,BT,28/11/2015,3,
D198406,041815C571,1815C571,BT,28/11/2015,3,
D198407,01103F9398,103F9398,BT,28/11/2015,3,
D198409,01103F97A2,103F97A2,BT,28/11/2015,3,
D198411,04185C4C66,185C4C66,BT,18/12/2015,3,
D198412,04181585EA,181585EA,BT,18/12/2015,3,
D198413,041815703E,1815703E,BT,18/12/2015,3,
Z044768,011016D2A7,1016D2A7,BT,18/12/2015,3,
D198414,041815A6FF,1815A6FF,BT,18/12/2015,3,
D198415,04181583DC,181583DC,BT,18/12/2015,3,
D198416,04181581F4,181581F4,BT,18/12/2015,4,
D198417,041815A658,1815A658,BT,18/12/2015,4,
D198418,041815A3C0,1815A3C0,BT,18/12/2015,3,
D198420,0418159AEE,18159AEE,BT,18/12/2015,3,
D198421,0418157F77,18157F77,BT,18/12/2015,3,
D198422,04181580F2,181580F2,BT,18/12/2015,3,
D198423,041815B656,1815B656,GT,18/12/2015,3,F
D198424,0418159B36,18159B36,GT,28/12/2015,3,M
D198425,0418157BC6,18157BC6,GT,28/12/2015,3,F
D198426,041815AF73,1815AF73,BT,28/12/2015,3,
D198427,04185C5F2B,185C5F2B,BT,28/12/2015,3,
D198428,041815A7BC,1815A7BC,BT,28/12/2015,3,
D198429,0418159ECC,18159ECC,GT,28/12/2015,3,F
D198430,041815C5C8,1815C5C8,GT,28/12/2015,3,F
D198431,418157164,18157164,BT,28/12/2015,3,
D198432,041815BFB3,1815BFB3,GT,28/12/2015,3,F
D198433,418158343,18158343,BT,28/12/2015,3,
D198434,04185C3793,185C3793,BT,28/12/2015,3,
D198435,041815CFC0,1815CFC0,BT,01/01/2016,5,
D198436,041815852D,1815852D,BT,01/01/2016,5,
D198437,041815900D,1815900D,BT,01/01/2016,5,
D198438,04185C36F3,185C36F3,BT,01/01/2016,6,
D198439,041815BBF7,1815BBF7,GT,01/01/2016,5,M
D198440,041815ACA4,1815ACA4,BT,01/01/2016,5,
D198441,041815AE0C,1815AE0C,BT,01/01/2016,5,
D198442,041815AAE6,1815AAE6,BT,01/01/2016,5,
D198443,04185C356E,185C356E,BT,01/01/2016,6,
D198445,04185C357B,185C357B,BT,01/01/2016,6,
D198446,041815B8CC,1815B8CC,GT,01/01/2016,5,M
D198447,0418158EE7,18158EE7,BT,01/01/2016,5,
D198449,041815A316,1815A316,BT,01/01/2016,4,
D198450,04185C656F,185C656F,GT,01/01/2016,5,F
D198451,041815917C,1815917C,GT,01/01/2016,5,F
D198452,04185C2593,185C2593,BT,01/01/2016,5,
D198453,041815A311,1815A311,GT,01/01/2016,5,F
D198454,04185C32C9,185C32C9,BT,01/01/2016,5,
D198455,4.18E+13,0,BT,01/01/2016,5,
D198458,418157485,18157485,BT,01/01/2016,5,
D198459,04185C4E82,185C4E82,BT,01/01/2016,5,
D198460,01103F706A,103F706A,GT,01/01/2016,6,F
D198461,041815759D,1815759D,BT,01/01/2016,5,
D198464,04185C2EAD,185C2EAD,BT,01/01/2016,5,
D198466,041815BD13,1815BD13,BT,01/01/2016,5,
D198467,4.18E+42,4.18E+42,GT,10/01/2016,5,F
D198468,04181587F7,181587F7,BT,10/01/2016,5,
D198469,418158941,18158941,BT,10/01/2016,5,
D198470,0418157C05,18157C05,GT,10/01/2016,6,M
D198471,04181599D2,181599D2,BT,10/01/2016,6,
D198472,04181570CA,181570CA,BT,10/01/2016,6,
D198474,04198E39A0,198E39A0,BT,10/01/2016,5,
D198475,04185C2AED,185C2AED,GT,10/01/2016,5,M
D198476,041815BD0D,1815BD0D,BT,10/01/2016,5,
D198477,04181589F6,181589F6,BT,10/01/2016,5,F
D198478,041815A1FA,1815A1FA,BT,10/01/2016,5,
D198479,041815C4CF,1815C4CF,BT,10/01/2016,5,
D198480,0418158EAB,18158EAB,BT,10/01/2016,5,
D198481,041815B9F4,1815B9F4,GT,16/01/2016,5,M
D198482,04185C50C0,185C50C0,BT,16/01/2016,6,
D198483,04185C2168,185C2168,GT,16/01/2016,6,F
D198484,04185C32AC,185C32AC,GT,16/01/2016,5,F
D198485,01103F39FD,103F39FD,BT,16/01/2016,5,
D198487,04181588F4,181588F4,GT,16/01/2016,5,M
D198488,041815A251,1815A251,GT,16/01/2016,5,F
D198490,041815853F,1815853F,GT,16/01/2016,5,M
D198491,04185C5219,185C5219,BT,16/01/2016,6,
D198492,0418159FE1,18159FE1,BT,16/01/2016,5,
D198494,4.18E+09,80000000,BT,16/01/2016,5,
D198495,04185C3909,185C3909,BT,21/01/2016,5,
D198496,04181577A3,181577A3,BT,21/01/2016,5,
D198497,0419482D66,19482D66,BT,21/01/2016,5,
D198498,04185C3644,185C3644,BT,21/01/2016,5,
D198500,04185C39B4,185C39B4,BT,21/01/2016,5,
Z067202,04185C4279,185C4279,GT,21/01/2016,5,F
Z067205,0418158A5C,18158A5C,BT,21/01/2016,5,
Z067207,04185C403C,185C403C,BT,27/01/2016,6,
Z067208,04185C460B,185C460B,BT,27/01/2016,5,
Z067209,041815B321,1815B321,GT,27/01/2016,5,F
Z067210,04185C4831,185C4831,BT,27/01/2016,6,
Z067211,04185C4E85,185C4E85,BT,27/01/2016,5,
Z067212,0418159F31,18159F31,GT,27/01/2016,6,M
Z067214,418157524,18157524,BT,27/01/2016,6,
Z067216,04185C61C4,185C61C4,BT,27/01/2016,5,
Z067217,04185C54EB,185C54EB,BT,27/01/2016,5,
Z067218,041815A750,1815A750,GT,27/01/2016,5,F
Z067221,04185C4269,185C4269,BT,04/02/2016,5,
Z067222,041815ACFE,1815ACFE,BT,04/02/2016,5,
Z067223,041815A540,1815A540,GT,04/02/2016,6,F
Z067224,0418158FB5,18158FB5,BT,04/02/2016,6,
Z067225,041815A5A5,1815A5A5,GT,04/02/2016,5,F
Z067226,04185C4610,185C4610,BT,04/02/2016,5,
Z067227,04185C2075,185C2075,BT,04/02/2016,5,
Z067228,04185C3A83,185C3A83,BT,04/02/2016,6,
Z067230,04185C4830,185C4830,BT,04/02/2016,5,
Z067231,04185C2F5C,185C2F5C,BT,04/02/2016,6,
Z067232,041815C0F8,1815C0F8,GT,04/02/2016,5,M
Z067233,04185C4BB1,185C4BB1,BT,04/02/2016,5,
Z067234,041815A14B,1815A14B,BT,04/02/2016,5,
Z067236,041815985E,1815985E,GT,10/02/2016,5,F
Z067237,041815AFBE,1815AFBE,BT,10/02/2016,5,
Z067238,04185C52E1,185C52E1,BT,10/02/2016,5,
Z067241,0418156FED,18156FED,BT,10/02/2016,6,
Z067242,0418156FBF,18156FBF,BT,10/02/2016,5,
Z067243,041815B3C2,1815B3C2,GT,10/02/2016,5,F
Z067244,04181590CA,181590CA,BT,10/02/2016,5,
Z067245,04185C2D61,185C2D61,BT,10/02/2016,5,
Z067247,04185C4315,185C4315,BT,19/02/2016,5,
Z067248,0418157C66,18157C66,BT,19/02/2016,6,
Z067250,04185C3E21,185C3E21,BT,19/02/2016,5,
Z067251,041815A762,1815A762,GT,21/02/2016,5,F
Z067252,0418158F55,18158F55,BT,21/02/2016,5,
Z067253,04185C5BE4,185C5BE4,BT,21/02/2016,5,
Z067255,04185C6090,185C6090,GT,27/02/2016,5,F
Z067256,0418157D38,18157D38,BT,27/02/2016,6,
Z067257,041815A5F7,1815A5F7,GT,27/02/2016,5,
Z067258,418158491,18158491,BT,27/02/2016,5,
Z067259,04185C4336,185C4336,BT,27/02/2016,5,
Z067260,04185C3634,185C3634,BT,27/02/2016,5,
Z067261,04185C5933,185C5933,BT,27/02/2016,5,
Z067263,0418157A49,18157A49,GT,27/02/2016,6,F
Z067264,0418157B30,18157B30,BT,27/02/2016,6,
Z067265,04181592FD,181592FD,BT,29/02/2016,5,
Z067266,04181578AA,181578AA,BT,29/02/2016,6,
Z067269,04185C2E09,185C2E09,BT,29/02/2016,5,
Z067270,041815B5AF,1815B5AF,BT,04/03/2016,5,
Z067271,04185C520E,185C520E,BT,04/03/2016,5,
Z067273,04185C4A51,185C4A51,GT,04/03/2016,6,F
Z067274,04185C5169,185C5169,BT,04/03/2016,6,
Z067275,04185C3218,185C3218,BT,04/03/2016,6,
Z853286,04185C5935,185C5935,BT,04/03/2016,6,
Z067276,04185C586E,185C586E,GT,04/03/2016,5,F
Z067277,041815B1C8,1815B1C8,GT,04/03/2016,6,M
Z067278,041815964D,1815964D,GT,24/03/2016,5,F
Z067279,04185C4FE9,185C4FE9,BT,24/03/2016,5,
Z067281,041815B0C2,1815B0C2,BT,24/03/2016,5,
Z067282,0418158D9E,18158D9E,BT,24/03/2016,6,
Z067283,04185C500C,185C500C,BT,24/03/2016,5,
Z067284,418159419,18159419,GT,24/03/2016,6,M
Z067285,04185C4330,185C4330,BT,24/03/2016,5,
Z067287,041815C02B,1815C02B,BT,24/03/2016,5,
Z067288,041815BF2A,1815BF2A,BT,24/03/2016,5,
Z067290,04185C39C5,185C39C5,BT,31/03/2016,5,
Z067291,041815C522,1815C522,GT,31/03/2016,6,
Z067292,04185C55AB,185C55AB,BT,31/03/2016,5,
Z067393,041815813E,1815813E,GT,23/10/2016,3,M
Z067394,04185C39B3,185C39B3,GT,23/10/2016,3,M
Z067395,4.18E+47,4.18E+47,BT,23/10/2016,4,
Z067398,04185C5213,185C5213,BT,23/10/2016,3,
Z067399,04181573A1,181573A1,BT,23/10/2016,3,
Z066020,041815C632,1815C632,GT,23/10/2016,4,F
Z066021,001255FF68,1255FF68,BT,23/10/2016,3,
Z067400,04185C5451,185C5451,BT,23/10/2016,3,
Z066023,04185C3B25,185C3B25,GT,23/10/2016,3,M
Z066024,04185C2B89,185C2B89,GT,23/10/2016,3,F
Z066025,04185C69E7,185C69E7,GT,23/10/2016,3,F
Z066026,0418156FF0,18156FF0,GT,23/10/2016,3,F
Z066027,04198E48F0,198E48F0,GT,28/10/2016,3,F
Z066028,04185C52DA,185C52DA,GT,28/10/2016,3,F
Z066029,04185C2D77,185C2D77,BT,28/10/2016,3,
Z066030,04185C5433,185C5433,BT,28/10/2016,3,
Z066032,041815873F,1815873F,GT,28/10/2016,3,F
Z066033,04185C5004,185C5004,BT,28/10/2016,3,
Z066034,04185C5DDB,185C5DDB,GT,28/10/2016,3,M
Z066035,04185C27D4,185C27D4,GT,28/10/2016,3,M
Z066036,04185C3B1A,185C3B1A,BT,28/10/2016,3,
Z066038,418157575,18157575,BT,28/10/2016,3,
Z066039,04185C696F,185C696F,BT,08/11/2016,3,
Z066040,041815A047,1815A047,BT,08/11/2016,3,
Z066041,011016BF68,1016BF68,BT,08/11/2016,3,
Z066042,04185C3A67,185C3A67,BT,08/11/2016,3,
Z066043,04198E470D,198E470D,BT,08/11/2016,3,
Z066045,04198E68BD,198E68BD,BT,08/11/2016,3,
Z066046,041815C5FB,1815C5FB,BT,08/11/2016,3,
Z066047,04198E36C9,198E36C9,BT,08/11/2016,3,
Z066048,04198EACF2,198EACF2,BT,08/11/2016,3,
Z066049,04185C46CD,185C46CD,BT,08/11/2016,3,
Z066050,011016FAC9,1016FAC9,GT,08/11/2016,3,M
Z066051,04198E885D,198E885D,BT,08/11/2016,3,
Z066053,04198E6968,198E6968,GT,15/11/2016,3,F
Z066054,04198E2E3A,198E2E3A,GT,15/11/2016,3,M
Z066057,04198E5030,198E5030,GT,15/11/2016,4,M
Z066059,04185C6AF9,185C6AF9,BT,15/11/2016,3,
Z066060,04185C5223,185C5223,BT,22/11/2016,3,
Z066061,04198E65AB,198E65AB,GT,22/11/2016,3,F
Z066062,04198E503A,198E503A,GT,22/11/2016,3,M
Z066063,04198E39AB,198E39AB,GT,22/11/2016,3,F
Z066064,0418156F6A,18156F6A,GT,22/11/2016,3,M
Z066065,0017D1353E,17D1353E,GT,22/11/2016,4,F
Z066066,04185C5FE9,185C5FE9,BT,22/11/2016,3,
Z066067,04185C41C3,185C41C3,BT,22/11/2016,3,
Z066068,04198E4679,198E4679,BT,22/11/2016,3,
Z066069,04185C3571,185C3571,BT,22/11/2016,3,
Z066073,041815A4D9,1815A4D9,BT,22/11/2016,3,
Z066074,418158330,18158330,BT,22/11/2016,3,
Z066075,04198EA95E,198EA95E,BT,22/11/2016,4,
Z066076,04198E9899,198E9899,BT,22/11/2016,3,
Z066077,04185C448D,185C448D,BT,22/11/2016,4,
Z066078,04198E9D1A,198E9D1A,BT,28/11/2016,3,
Z066079,04185C67C3,185C67C3,GT,28/11/2016,3,F
Z066080,04198E2887,198E2887,GT,28/11/2016,3,M
Z066081,04198E4535,198E4535,BT,28/11/2016,3,
Z066082,04198EA16E,198EA16E,BT,28/11/2016,3,
Z066083,04198E5CAF,198E5CAF,GT,28/11/2016,4,M
Z066084,04198E9FA6,198E9FA6,BT,09/12/2016,3,
Z066085,041815B06A,1815B06A,BT,09/12/2016,4,
Z066086,418159750,18159750,BT,09/12/2016,3,
Z066089,04198EAA42,198EAA42,GT,09/12/2016,3,F
Z066093,04198E1DA6,198E1DA6,BT,09/12/2016,4,
Z066095,04198E2940,198E2940,BT,09/12/2016,3,
Z067403,04198E9C80,198E9C80,BT,18/01/2017,5,
Z067404,04198E4F22,198E4F22,GT,18/01/2017,5,F
Z067406,04198E2E46,198E2E46,GT,23/01/2017,5,F
Z067407,04198EA332,198EA332,BT,23/01/2017,5,
Z067409,04198E4497,198E4497,GT,23/01/2017,5,M
Z067410,04198E7FE0,198E7FE0,GT,23/01/2017,5,F
Z067413,0419480D21,19480D21,BT,07/02/2017,6,
Z067414,04198E3D21,198E3D21,GT,07/02/2017,5,F
Z067415,04198E2EFB,198E2EFB,GT,07/02/2017,5,F
Z066202,04198E2205,198E2205,GT,01/10/2017,3,M
Z066203,01101738AB,101738AB,GT,01/10/2017,3,M
Z066204,04198E043C,198E043C,GT,01/10/2017,3,F
Z066205,04194844B3,194844B3,GT,01/10/2017,3,F
Z066206,04198E8D56,198E8D56,GT,01/10/2017,3,F
Z066207,04198E988A,198E988A,GT,01/10/2017,3,F
Z066208,04185C3C8F,185C3C8F,BT,01/10/2017,3,
Z066209,04198E0DBA,198E0DBA,BT,01/10/2017,3,
Z066210,04198EA4D6,198EA4D6,BT,01/10/2017,3,
Z066211,011016B8F7,1016B8F7,BT,01/10/2017,3,
Z066212,041948369C,1948369C,GT,01/10/2017,3,M
Z066213,04198E52F8,198E52F8,BT,01/10/2017,3,
Z066214,04198E31CB,198E31CB,BT,01/10/2017,3,
Z066215,011016A792,1016A792,BT,01/10/2017,3,
Z066216,01103F85D9,103F85D9,BT,01/10/2017,3,
Z066217,413021385,13021385,GT,01/10/2017,3,F
Z066218,04198E43E2,198E43E2,BT,01/10/2017,3,
Z066219,011016F72A,1016F72A,GT,01/10/2017,3,M
Z066221,01103FB52F,103FB52F,BT,01/10/2017,3,
Z066223,04198E1CF5,198E1CF5,GT,01/10/2017,3,M
Z066224,00178C708D,178C708D,BT,01/10/2017,3,
Z066225,011016C9FD,1016C9FD,BT,01/10/2017,3,
Z066226,04198E2E39,198E2E39,BT,01/10/2017,3,
Z066227,04130206F2,130206F2,GT,01/10/2017,3,M
Z066228,04198E43E5,198E43E5,GT,01/10/2017,3,F
Z066229,04198E84D0,198E84D0,GT,01/10/2017,3,M
Z066230,04198E3C4E,198E3C4E,BT,01/10/2017,3,
Z066231,04194818C8,194818C8,BT,01/10/2017,3,
Z066232,011016E2E8,1016E2E8,BT,01/10/2017,3,
Z066233,011016EBCF,1016EBCF,BT,01/10/2017,3,
Z066234,01103F488A,103F488A,BT,01/10/2017,3,
Z066235,0419480AF4,19480AF4,BT,04/10/2017,3,
Z066237,419481431,19481431,BT,04/10/2017,3,
Z066238,01103F8003,103F8003,BT,04/10/2017,3,
Z066239,04194859A2,194859A2,BT,04/10/2017,3,
Z066240,04198E02A5,198E02A5,BT,04/10/2017,3,
Z066241,0110172C99,10172C99,GT,04/10/2017,3,M
Z066242,0110174D5F,10174D5F,GT,04/10/2017,3,F
Z066243,0413020BB9,13020BB9,GT,04/10/2017,3,M
Z066244,01103FA140,103FA140,BT,04/10/2017,3,
Z066245,011016B29B,1016B29B,BT,04/10/2017,3,
Z066246,04198EA563,198EA563,BT,04/10/2017,3,
Z066247,04198E9BDD,198E9BDD,BT,04/10/2017,3,
Z066255,041302085B,1302085B,GT,04/10/2017,3,M
Z066256,0110174FC8,10174FC8,GT,04/10/2017,3,F
Z066257,413021673,13021673,GT,04/10/2017,3,M
Z066258,04198E5D63,198E5D63,GT,15/10/2017,3,M
Z066259,04198E8CAE,198E8CAE,GT,15/10/2017,3,M
Z066260,04194850F2,194850F2,BT,15/10/2017,3,
Z066261,01103F6E25,103F6E25,BT,15/10/2017,3,
Z066263,04198E485D,198E485D,GT,15/10/2017,3,M
Z066264,011016F9D8,1016F9D8,GT,15/10/2017,3,F
Z066265,0110171CD1,10171CD1,GT,15/10/2017,3,M
Z066266,01101719EF,101719EF,GT,15/10/2017,3,F
Z066267,011016BF39,1016BF39,BT,15/10/2017,3,
Z066268,011016FE22,1016FE22,GT,15/10/2017,3,M
Z066269,01101738A7,101738A7,GT,15/10/2017,3,M
Z066272,413021567,13021567,GT,18/10/2017,3,F
Z066273,04198E562E,198E562E,GT,18/10/2017,3,M
Z066274,419485579,19485579,BT,18/10/2017,3,
Z066275,04198E5221,198E5221,GT,18/10/2017,3,F
Z066276,04198E043F,198E043F,GT,18/10/2017,3,F
Z066277,04198E31C5,198E31C5,GT,18/10/2017,3,F
Z066280,419485906,19485906,BT,22/10/2017,3,
Z066281,0419485A4E,19485A4E,BT,22/10/2017,3,
Z066282,04194829BF,194829BF,BT,22/10/2017,3,
Z066283,419481306,19481306,BT,22/10/2017,3,
Z066284,110170740,10170740,GT,22/10/2017,3,F
S795624,0419480E2E,19480E2E,BT,22/10/2017,3,
Z066285,419481627,19481627,BT,22/10/2017,3,
Z066286,419483042,19483042,GT,22/10/2017,3,F
Z066287,04194844A2,194844A2,GT,22/10/2017,3,M
Z066288,04194804FB,194804FB,GT,22/10/2017,3,F
Z066289,041948594D,1948594D,GT,22/10/2017,3,M
Z066290,041948045F,1948045F,GT,22/10/2017,3,F
Z066291,01103F67E4,103F67E4,GT,22/10/2017,3,F
Z066292,041948227B,1948227B,BT,22/10/2017,3,
Z066293,011016B466,1016B466,BT,22/10/2017,3,
Z066294,0419481ACE,19481ACE,BT,22/10/2017,3,
Z066295,0419481D98,19481D98,BT,22/10/2017,3,
Z066296,041948579D,1948579D,BT,22/10/2017,3,
Z066297,4.19E+09,90000000,BT,22/10/2017,3,
Z066298,041948518F,1948518F,BT,22/10/2017,3,
Z066299,4.19E+06,4190000,BT,22/10/2017,3,
Z066300,04194809FB,194809FB,BT,22/10/2017,3,
Z066301,0419483C5E,19483C5E,BT,22/10/2017,3,
Z066303,04194811B9,194811B9,GT,22/10/2017,3,F
Z066304,4.19E+42,4.19E+42,GT,22/10/2017,3,F
Z066306,0419481CD5,19481CD5,BT,22/10/2017,3,
Z066307,041948429C,1948429C,BT,22/10/2017,3,
Z066308,04194831A0,194831A0,BT,22/10/2017,3,
Z066309,041948177E,1948177E,BT,22/10/2017,3,
Z066310,04194844B5,194844B5,GT,22/10/2017,3,F
Z066311,04194845F6,194845F6,GT,22/10/2017,3,F
Z066312,4.19E+40,4.19E+40,BT,25/10/2017,3,
Z066313,01103F6CD7,103F6CD7,BT,25/10/2017,3,
Z066314,04194859EC,194859EC,GT,25/10/2017,3,M
Z066315,01103F5304,103F5304,GT,25/10/2017,4,M
Z066316,0419481D89,19481D89,BT,25/10/2017,3,
Z066317,0419484EBB,19484EBB,GT,25/10/2017,3,F
Z066318,011016FA36,1016FA36,GT,25/10/2017,3,M
Z066319,04194833C9,194833C9,GT,29/10/2017,3,F
Z066320,0110174C2D,10174C2D,GT,29/10/2017,3,M
Z066321,01103F7A32,103F7A32,GT,29/10/2017,3,M
Z066322,041948157B,1948157B,GT,29/10/2017,3,M
Z066323,0419481EF6,19481EF6,GT,29/10/2017,3,F
Z066324,011016FB0C,1016FB0C,GT,01/11/2017,3,F
Z066325,011016F9DA,1016F9DA,GT,01/11/2017,3,M
Z066326,419483694,19483694,BT,01/11/2017,3,
Z066327,0419481CD7,19481CD7,BT,01/11/2017,3,
Z066328,4.19E+14,0,BT,01/11/2017,3,
Z066329,0110174F5B,10174F5B,GT,01/11/2017,3,M
Z066330,04194816CE,194816CE,BT,01/11/2017,3,
Z066331,01103F4BA3,103F4BA3,BT,05/11/2017,3,
Z066332,0419480C09,19480C09,BT,05/11/2017,3,
Z066333,419485397,19485397,GT,05/11/2017,3,M
Z066334,041948108C,1948108C,GT,05/11/2017,3,F
Z066335,011016EC8B,1016EC8B,BT,05/11/2017,3,
Z066336,0419480D1A,19480D1A,BT,05/11/2017,3,
Z066339,0419485A16,19485A16,GT,05/11/2017,3,M
Z066341,01103F5B1D,103F5B1D,BT,05/11/2017,3,
Z066343,01103F6908,103F6908,BT,05/11/2017,3,
Z066344,0419483FDE,19483FDE,BT,05/11/2017,3,
Z066345,011016B13B,1016B13B,BT,05/11/2017,3,
Z066346,011016F437,1016F437,GT,05/11/2017,3,F
Z066347,04194838BF,194838BF,BT,05/11/2017,3,
Z066348,0419483C5F,19483C5F,BT,05/11/2017,3,
Z066352,04194803A9,194803A9,GT,12/11/2017,3,M
Z066353,0419481C39,19481C39,BT,06/12/2017,3,
Z066357,011016BA67,1016BA67,BT,06/12/2017,3,
Z066358,01101717C8,101717C8,GT,06/12/2017,3,M
Z066359,419485741,19485741,GT,06/12/2017,3,F
Z066361,419483745,19483745,BT,06/12/2017,3,
Z066362,011016D4E4,1016D4E4,BT,17/12/2017,3,
Z066363,041948469F,1948469F,BT,17/12/2017,3,
Z066364,01103F90A9,103F90A9,BT,17/12/2017,3,
Z066365,04194833C0,194833C0,BT,17/12/2017,3,
Z066366,4.19E+13,0,BT,17/12/2017,3,
Z066367,419480466,19480466,GT,17/12/2017,3,F
Z066369,011016C151,1016C151,BT,17/12/2017,3,
Z066370,0419482B43,19482B43,GT,17/12/2017,3,F
Z066371,011016D16F,1016D16F,BT,17/12/2017,3,
Z066373,419483528,19483528,GT,02/01/2018,5,M
Z066374,01103F7FE1,103F7FE1,BT,02/01/2018,5,
Z066375,041948036D,1948036D,BT,02/01/2018,5,
Z066376,1.10E+14,0,GT,02/01/2018,5,F
Z066378,01103F6143,103F6143,BT,02/01/2018,5,
Z066379,1.10E+53,1.10E+53,GT,02/01/2018,5,M
Z066383,04194803CA,194803CA,BT,14/01/2018,5,
Z066384,419481085,19481085,BT,14/01/2018,5,
Z066385,0413021FCA,13021FCA,BT,14/01/2018,5,
Z066386,413020495,13020495,BT,14/01/2018,5,
Z066387,011016F9EB,1016F9EB,GT,14/01/2018,5,M
Z066388,4.19E+08,19000000,GT,14/01/2018,5,F
Z066389,011016FB39,1016FB39,GT,14/01/2018,5,F
Z066390,041302201A,1302201A,BT,14/01/2018,5,
Z066391,04130222CE,130222CE,BT,14/01/2018,5,
Z066392,041302180D,1302180D,BT,14/01/2018,5,
Z066393,0413020BCF,13020BCF,BT,14/01/2018,5,
Z066394,011016DCD4,1016DCD4,BT,14/01/2018,5,
Z066395,413020721,13020721,BT,14/01/2018,5,
Z066396,413022657,13022657,BT,14/01/2018,5,
Z066397,0413021A98,13021A98,BT,14/01/2018,5,
Z066399,0413021D40,13021D40,GT,14/01/2018,5,F
Z067416,413020666,13020666,BT,17/01/2018,5,
Z067417,041302203B,1302203B,BT,17/01/2018,5,
Z067419,413022605,13022605,BT,17/01/2018,5,
Z067420,0413022F50,13022F50,BT,17/01/2018,5,
Z067421,0413020ACB,13020ACB,BT,17/01/2018,5,
Z067422,0413021C56,13021C56,GT,17/01/2018,6,M
Z067423,01103FAB69,103FAB69,GT,17/01/2018,5,M
Z067424,011017430D,1017430D,GT,17/01/2018,5,F
Z067425,011016F9E6,1016F9E6,GT,17/01/2018,5,F
Z067426,413021062,13021062,BT,17/01/2018,6,
Z067427,011016B29C,1016B29C,BT,17/01/2018,5,
Z067428,4.13E+25,4.13E+25,BT,17/01/2018,5,
Z067430,0413022CDC,13022CDC,BT,28/01/2018,5,
Z067431,041302253B,1302253B,BT,28/01/2018,5,
Z067433,011016AA6D,1016AA6D,BT,28/01/2018,5,
Z067434,413021951,13021951,BT,28/01/2018,5,
Z067435,01103F8B36,103F8B36,BT,28/01/2018,5,
Z067436,419485182,19485182,BT,28/01/2018,5,
Z067437,0110170CDB,10170CDB,GT,28/01/2018,5,F
Z067438,001255FF6A,1255FF6A,GT,28/01/2018,5,F
Z067439,419480364,19480364,BT,28/01/2018,5,
Z067440,419484555,19484555,BT,28/01/2018,5,
Z067444,04194858C0,194858C0,BT,28/01/2018,5,
Z067445,04194848A0,194848A0,BT,28/01/2018,5,
Z067446,011016B405,1016B405,BT,28/01/2018,5,
Z067447,011016AF97,1016AF97,BT,28/01/2018,5,
Z067448,0419481C2D,19481C2D,BT,28/01/2018,5,
Z067449,041948518B,1948518B,BT,28/01/2018,5,
Z067450,04194804A0,194804A0,BT,28/01/2018,6,
Z067451,0419482A82,19482A82,BT,31/01/2018,5,
Z067452,011016D34C,1016D34C,BT,31/01/2018,5,
Z067453,011016D1F2,1016D1F2,BT,31/01/2018,5,
Z067454,0419480FF6,19480FF6,BT,31/01/2018,5,
Z067455,413022156,13022156,GT,31/01/2018,5,F
Z067456,01103F6EE1,103F6EE1,BT,31/01/2018,5,
Z067457,04130221D3,130221D3,GT,31/01/2018,5,M
