btoRing,TagID_Hex,RFID,SPEC,dateFirstCaptured,ageFirstCaptured,SEX
Z066471,01101737FA,101737FA,GT,23/08/2018,3,
Z066472,011016FBDD,1016FBDD,GT,23/08/2018,3,
Z066473,011016D078,1016D078,BT,23/08/2018,3,
Z066474,011016CF3E,1016CF3E,BT,23/08/2018,3,
Z066475,01103F8F85,103F8F85,BT,23/08/2018,3,
Z066476,011016FB4D,1016FB4D,GT,23/08/2018,3,
Z066477,011016BA84,1016BA84,BT,23/08/2018,3,
Z066478,011016CA20,1016CA20,BT,23/08/2018,3,
Z066480,011016F016,1016F016,BT,23/08/2018,3,
Z066481,110170915,10170915,GT,23/08/2018,3,
Z066482,01101701B4,101701B4,GT,23/08/2018,4,
Z066483,011016C48A,1016C48A,BT,29/08/2018,3,
Z066484,011016EA29,1016EA29,BT,29/08/2018,3,
Z066485,011016E512,1016E512,BT,29/08/2018,4,
Z066486,01103FBBBC,103FBBBC,BT,29/08/2018,3,
Z066487,01101748C3,101748C3,GT,29/08/2018,3,M
Z066488,0110174D30,10174D30,GT,29/08/2018,3,
Z066489,0700EDFE13,00EDFE13,BT,29/08/2018,3,
Z066490,011016AD9B,1016AD9B,BT,29/08/2018,3,
Z066491,0700EE2328,00EE2328,BT,29/08/2018,3,
Z066492,011016FDCF,1016FDCF,GT,29/08/2018,3,
Z066493,011016A9F6,1016A9F6,BT,29/08/2018,3,
Z066494,011016A9AF,1016A9AF,BT,29/08/2018,3,
Z066496,011016B3D1,1016B3D1,BT,29/08/2018,3,
Z066498,110173957,10173957,GT,11/11/2018,3,M
Z066499,0700EDBF7A,00EDBF7A,BT,11/11/2018,3,
Z066601,01103F65CA,103F65CA,BT,11/11/2018,3,
Z066602,011016B599,1016B599,BT,11/11/2018,3,
Z066603,01101704EB,101704EB,GT,11/11/2018,3,M
Z066604,011016E94E,1016E94E,BT,11/11/2018,3,
Z066605,0110174FAA,10174FAA,GT,11/11/2018,3,M
Z066606,011016EB6B,1016EB6B,BT,11/11/2018,3,
Z066607,011016AC94,1016AC94,BT,11/11/2018,3,
Z066608,011016F507,1016F507,BT,11/11/2018,3,
Z066609,011016EE2A,1016EE2A,BT,11/11/2018,3,
Z066610,011016BFDA,1016BFDA,BT,11/11/2018,3,
Z066611,01101706A5,101706A5,GT,11/11/2018,3,M
Z066612,0110171D8F,10171D8F,GT,11/11/2018,3,F
Z066613,1.10E+06,1100000,GT,11/11/2018,3,F
Z066614,01103F6598,103F6598,BT,11/11/2018,3,
Z066615,0110174D6C,10174D6C,GT,11/11/2018,3,M
Z066616,011016FE28,1016FE28,GT,11/11/2018,3,F
Z066617,011017045B,1017045B,GT,11/11/2018,3,F
Z066618,01101701B5,101701B5,GT,11/11/2018,3,F
Z066620,011016D87B,1016D87B,BT,11/11/2018,3,
Z066622,01103F679E,103F679E,BT,11/11/2018,4,
Z066623,011016A44B,1016A44B,BT,11/11/2018,3,
Z066624,01103F901D,103F901D,BT,11/11/2018,3,
Z066625,011016DC15,1016DC15,BT,11/11/2018,3,
Z066626,011016E1A2,1016E1A2,BT,11/11/2018,3,
Z066628,011016CFF8,1016CFF8,BT,11/11/2018,3,
Z066629,011016B660,1016B660,BT,11/11/2018,3,
Z066630,110174603,10174603,GT,11/11/2018,3,M
Z066631,011016DF71,1016DF71,BT,11/11/2018,3,
Z066632,01103F3AA5,103F3AA5,BT,11/11/2018,3,
Z066633,01103F3958,103F3958,BT,11/11/2018,3,
Z066634,011016BE83,1016BE83,BT,11/11/2018,3,
Z066635,0700EDEEBE,00EDEEBE,BT,11/11/2018,3,
Z066636,011016C51E,1016C51E,BT,11/11/2018,3,
Z066637,011016F296,1016F296,BT,11/11/2018,3,
Z066638,011016C970,1016C970,BT,11/11/2018,3,
Z066639,011016A5C3,1016A5C3,BT,18/11/2018,3,
Z066640,011016D1F6,1016D1F6,BT,18/11/2018,3,
Z066641,01103F6A77,103F6A77,BT,18/11/2018,3,
Z066642,011016FA14,1016FA14,GT,18/11/2018,3,M
Z066645,011016D7B1,1016D7B1,BT,18/11/2018,3,
Z066646,011016F0AD,1016F0AD,BT,18/11/2018,3,
Z066647,110171394,10171394,GT,18/11/2018,3,F
Z066648,011016FF36,1016FF36,GT,18/11/2018,3,F
Z066649,011016FB5A,1016FB5A,GT,18/11/2018,3,M
Z066650,011016C2C7,1016C2C7,BT,21/11/2018,3,
Z066651,011016B906,1016B906,BT,21/11/2018,3,
Z066653,011016E3A5,1016E3A5,GT,25/11/2018,3,F
Z066654,011016C008,1016C008,BT,25/11/2018,3,
Z066656,01103F6590,103F6590,BT,25/11/2018,3,
Z066657,011016C37E,1016C37E,BT,25/11/2018,3,
Z066660,011016AA0F,1016AA0F,BT,25/11/2018,3,
Z066663,0110174CCC,10174CCC,GT,25/11/2018,3,F
Z066666,011016B158,1016B158,BT,25/11/2018,3,
Z066672,011016DEBD,1016DEBD,BT,25/11/2018,3,
Z066673,011016DEBE,1016DEBE,BT,02/12/2018,3,
Z066674,011016C7F0,1016C7F0,BT,02/12/2018,3,
Z066675,011016BB1D,1016BB1D,BT,02/12/2018,3,
Z066676,011016CB98,1016CB98,BT,02/12/2018,3,
Z066677,011016D574,1016D574,BT,02/12/2018,3,
Z066680,011016E0EE,1016E0EE,BT,02/12/2018,3,
Z066681,011016CD03,1016CD03,BT,02/12/2018,3,
Z066685,0700EE3495,00EE3495,BT,02/12/2018,3,
Z066686,011016EEB3,1016EEB3,BT,02/12/2018,3,
Z066691,011016FC10,1016FC10,GT,06/12/2018,3,F
Z066692,011016AE4A,1016AE4A,BT,06/12/2018,3,
Z066693,011016A3A0,1016A3A0,BT,06/12/2018,3,
Z066694,011016DF55,1016DF55,BT,06/12/2018,3,
Z066695,011016F691,1016F691,BT,06/12/2018,3,
Z066696,011016B51D,1016B51D,BT,06/12/2018,3,
Z066697,1.10E+59,1.10E+59,BT,06/12/2018,3,
Z066698,011016AE41,1016AE41,BT,06/12/2018,3,
Z066699,011016A723,1016A723,BT,06/12/2018,3,
Z066701,011016ACA6,1016ACA6,BT,09/12/2018,3,
Z066702,0110173CB5,10173CB5,GT,09/12/2018,3,F
Z066704,011016EA51,1016EA51,BT,09/12/2018,3,
Z066705,011016DDAD,1016DDAD,BT,09/12/2018,3,
Z066707,011016DE52,1016DE52,BT,12/12/2018,3,
Z066708,011016BD09,1016BD09,BT,12/12/2018,3,
Z066709,011016D707,1016D707,BT,12/12/2018,3,
Z066712,011016D9C5,1016D9C5,BT,12/12/2018,3,
Z066713,0110172A79,10172A79,GT,12/12/2018,3,M
Z066714,01103F3F0B,103F3F0B,BT,12/12/2018,3,
Z066715,01103F3D3D,103F3D3D,BT,12/12/2018,3,
Z066716,011016C0C3,1016C0C3,BT,12/12/2018,3,
Z066717,011016C46D,1016C46D,BT,12/12/2018,3,
Z066718,01103F3A05,103F3A05,BT,16/12/2018,3,
Z066719,011016DE2A,1016DE2A,BT,16/12/2018,3,
Z066722,0700ED9959,00ED9959,BT,16/12/2018,3,
Z066723,011016F006,1016F006,BT,16/12/2018,3,
Z066724,011016B7CD,1016B7CD,BT,16/12/2018,4,
Z066727,011016CDC6,1016CDC6,BT,30/12/2018,3,
Z066728,01103F4554,103F4554,BT,30/12/2018,3,
Z066737,01101733C4,101733C4,GT,30/12/2018,3,F
Z066738,0110174F84,10174F84,GT,30/12/2018,3,F
Z066740,110172634,10172634,GT,30/12/2018,3,F
Z066751,01103F861F,103F861F,BT,06/01/2019,5,
Z066752,01103F4882,103F4882,BT,06/01/2019,5,
Z066755,011016FC8F,1016FC8F,GT,06/01/2019,5,F
Z066756,01103F5028,103F5028,BT,06/01/2019,5,
Z066757,01103F46CE,103F46CE,BT,06/01/2019,5,
Z066758,01103F4560,103F4560,BT,06/01/2019,6,
Z066759,01103F41A8,103F41A8,BT,06/01/2019,5,
Z066763,01101733C8,101733C8,GT,09/01/2019,5,F
Z066764,01103F3D65,103F3D65,BT,09/01/2019,5,
Z066765,01103F4005,103F4005,BT,13/01/2019,5,
Z066766,01103F491D,103F491D,BT,13/01/2019,5,
Z066767,01103F5EBF,103F5EBF,BT,13/01/2019,6,
Z066770,0110173FF5,10173FF5,GT,20/01/2019,5,M
Z066771,01103F7952,103F7952,BT,20/01/2019,5,
Z066772,011016EDAF,1016EDAF,BT,20/01/2019,5,
Z066773,01103F8D9A,103F8D9A,BT,20/01/2019,5,
Z066774,01103F7E14,103F7E14,BT,20/01/2019,5,
Z066775,01103F63A0,103F63A0,BT,20/01/2019,5,
Z066777,01103F52FA,103F52FA,BT,20/01/2019,5,
Z066778,01103F8EA6,103F8EA6,BT,20/01/2019,5,
Z066780,01103F726E,103F726E,BT,20/01/2019,5,
Z066784,01103F78E8,103F78E8,BT,30/01/2019,5,
Z066785,1.10E+07,11000000,GT,30/01/2019,5,F
Z066786,01103F597D,103F597D,BT,30/01/2019,5,
Z066788,01103F8C85,103F8C85,BT,30/01/2019,5,
Z066790,01103F844F,103F844F,BT,30/01/2019,6,
ABD5594,01103F8BE3,103F8BE3,BT,30/01/2019,5,
Z066792,01103F6CC9,103F6CC9,BT,30/01/2019,5,
Z066793,01103F799E,103F799E,BT,30/01/2019,5,
Z066794,01103F725B,103F725B,BT,30/01/2019,5,
Z066795,01103F7D6F,103F7D6F,BT,30/01/2019,6,
Z066796,01103F7691,103F7691,BT,03/02/2019,6,
Z066798,01103F474E,103F474E,BT,03/02/2019,5,
Z066799,011016CE8F,1016CE8F,BT,03/02/2019,5,
Z066800,01103F7A34,103F7A34,BT,03/02/2019,5,
Z066801,110175027,10175027,GT,03/02/2019,5,F
Z066802,110172859,10172859,GT,03/02/2019,5,F
Z066803,01103F8A2A,103F8A2A,BT,03/02/2019,5,
Z066805,01103F8F7A,103F8F7A,GT,03/02/2019,5,M
Z066806,01103F4F21,103F4F21,BT,03/02/2019,5,
Z066807,01103F8DC2,103F8DC2,BT,03/02/2019,5,
Z066808,01103F613D,103F613D,BT,03/02/2019,6,
Z066809,01103F7414,103F7414,BT,03/02/2019,5,
Z066810,01101727A0,101727A0,GT,03/02/2019,5,M
Z066811,01103F6653,103F6653,BT,03/02/2019,5,
Z066812,01103F78CF,103F78CF,BT,03/02/2019,5,
Z066813,0110174EFA,10174EFA,GT,13/02/2019,5,M
Z066814,01103F487B,103F487B,GT,13/02/2019,5,F
Z066815,01103F778F,103F778F,GT,13/02/2019,5,F
Z066816,01103F5051,103F5051,BT,13/02/2019,5,
Z066817,01103F502D,103F502D,GT,13/02/2019,5,M
Z066819,01103F833F,103F833F,BT,13/02/2019,5,
Z066820,01103F7B7C,103F7B7C,BT,13/02/2019,5,
Z066821,01103F4196,103F4196,BT,13/02/2019,5,
Z066822,0700EE0279,00EE0279,GT,13/02/2019,5,M
Z066823,01103F780B,103F780B,GT,13/02/2019,5,F
Z066824,01103F51AB,103F51AB,BT,13/02/2019,6,
Z066825,01103F88BB,103F88BB,BT,13/02/2019,5,
Z066826,01103F3CFC,103F3CFC,BT,13/02/2019,5,
Z066828,01103F8D8E,103F8D8E,GT,17/02/2019,5,F
Z066830,01103F7495,103F7495,BT,17/02/2019,5,
Z066831,01103F5503,103F5503,BT,17/02/2019,5,
Z066832,01103F505C,103F505C,GT,17/02/2019,5,F
Z066833,01103F6B80,103F6B80,BT,17/02/2019,6,
Z066834,01103F47CB,103F47CB,BT,17/02/2019,5,
Z066835,01103F7FEF,103F7FEF,GT,17/02/2019,5,M
Z066836,01103F8C6C,103F8C6C,GT,17/02/2019,5,M
Z066837,01103F7DF9,103F7DF9,BT,17/02/2019,5,
Z066838,01103F4EDA,103F4EDA,BT,17/02/2019,5,
Z066839,01103F550E,103F550E,BT,17/02/2019,5,
Z066840,0700EDE9AB,00EDE9AB,GT,17/02/2019,5,M
Z066842,01103F5C65,103F5C65,GT,21/02/2019,5,M
Z066843,01103F3DBD,103F3DBD,GT,21/02/2019,5,F
Z066844,01103F8A68,103F8A68,BT,21/02/2019,5,
Z066845,0700EDB753,00EDB753,GT,21/02/2019,6,M
Z066847,01103F5450,103F5450,GT,21/02/2019,5,M
Z066848,01103F6FA0,103F6FA0,BT,21/02/2019,5,
Z066849,01103F5258,103F5258,GT,21/02/2019,5,F
Z066850,01103F458B,103F458B,BT,24/02/2019,6,
Z066851,01103F58BF,103F58BF,BT,24/02/2019,6,
Z066852,01103F6BFD,103F6BFD,GT,24/02/2019,5,F
Z066853,0700EDB2A9,00EDB2A9,GT,24/02/2019,5,F
Z066854,01103F7402,103F7402,BT,24/02/2019,5,
Z066855,01103F6870,103F6870,BT,24/02/2019,5,
Z066856,01103F5F5E,103F5F5E,GT,24/02/2019,5,F
Z066857,01103F5B01,103F5B01,GT,24/02/2019,5,F
Z066859,01103F6007,103F6007,GT,24/02/2019,5,M
Z066860,01103F5694,103F5694,BT,24/02/2019,5,
Z066861,01103F8812,103F8812,BT,24/02/2019,5,
Z066862,01103F8B5B,103F8B5B,BT,28/02/2019,5,
Z066863,01103F4FBF,103F4FBF,BT,28/02/2019,5,
Z066864,01103F60BB,103F60BB,GT,28/02/2019,5,F
Z066867,01103F89DE,103F89DE,BT,28/02/2019,5,
Z066868,01103F44E0,103F44E0,BT,28/02/2019,6,
Z066869,01103F4DD6,103F4DD6,BT,28/02/2019,6,
Z066870,01103F8B9A,103F8B9A,GT,28/02/2019,5,M
Z066871,01103F4614,103F4614,BT,28/02/2019,6,
TV34268,01103F55D2,103F55D2,GT,07/05/2019,1,
TV34269,01103F41B4,103F41B4,GT,07/05/2019,1,
TV34270,01103F6CE0,103F6CE0,GT,07/05/2019,1,
TV34271,01103F8736,103F8736,GT,07/05/2019,1,
TV34272,01103F4B0D,103F4B0D,GT,07/05/2019,1,
TV34273,0110172A7C,10172A7C,GT,07/05/2019,1,
TV34274,011017279E,1017279E,GT,09/05/2019,1,
TV34275,011016FA8D,1016FA8D,GT,09/05/2019,1,
TV34276,0110173EAB,10173EAB,GT,09/05/2019,1,
TV34277,011016FE8F,1016FE8F,GT,09/05/2019,1,
TV34278,011016FC9A,1016FC9A,GT,09/05/2019,1,
Z066872,1.10E+69,1.10E+69,GT,09/05/2019,5,M
Z066873,01103F6A8F,103F6A8F,BT,09/05/2019,5,F
TV34279,011016FA2D,1016FA2D,GT,11/05/2019,1,
TV34280,0110174CAB,10174CAB,GT,11/05/2019,1,
TV34281,011016FBD5,1016FBD5,GT,11/05/2019,1,
TV34282,011016FC3D,1016FC3D,GT,11/05/2019,1,
TV34283,0110174CD6,10174CD6,GT,11/05/2019,1,
TV34284,01101737F7,101737F7,GT,11/05/2019,1,
TV34288,011016FA17,1016FA17,GT,11/05/2019,1,
TV34290,0110173CB1,10173CB1,GT,11/05/2019,1,
TV34291,0110174C22,10174C22,GT,11/05/2019,1,
TV34292,01103F7983,103F7983,GT,11/05/2019,1,
TV34293,01103F814B,103F814B,GT,11/05/2019,1,
Z066874,01103F7B59,103F7B59,BT,11/05/2019,1,
Z066875,01103F8CAA,103F8CAA,BT,11/05/2019,1,
Z066876,01103F4123,103F4123,BT,11/05/2019,1,
Z066877,01103F7767,103F7767,BT,11/05/2019,1,
Z066878,01103F8C9B,103F8C9B,BT,11/05/2019,1,
Z066879,01103F8A20,103F8A20,BT,11/05/2019,1,
Z066880,01103F6429,103F6429,BT,11/05/2019,1,
Z066901,01103F5E54,103F5E54,BT,11/05/2019,1,
Z066902,01103F5E8B,103F5E8B,BT,11/05/2019,1,
Z066903,01103F4F03,103F4F03,BT,11/05/2019,1,
Z066904,01103F4C27,103F4C27,BT,11/05/2019,1,
Z066905,01103F3D2F,103F3D2F,BT,11/05/2019,1,
Z066907,01103F571F,103F571F,BT,11/05/2019,1,
Z066908,01103F7D80,103F7D80,BT,11/05/2019,1,
Z066911,01103F5993,103F5993,BT,11/05/2019,1,
Z066912,01103F5DE9,103F5DE9,BT,11/05/2019,1,
Z066881,01103F49B9,103F49B9,BT,12/05/2019,1,
Z066882,01103F7B8A,103F7B8A,BT,12/05/2019,1,
Z066883,01103F6302,103F6302,BT,12/05/2019,1,
Z066884,01103F40B8,103F40B8,BT,12/05/2019,1,
Z066885,01103F8D4C,103F8D4C,BT,12/05/2019,1,
Z066886,01103F763E,103F763E,BT,12/05/2019,1,
Z066887,01103F51C0,103F51C0,BT,12/05/2019,1,
Z066888,01103F60A6,103F60A6,BT,12/05/2019,1,
Z066889,01103F67B6,103F67B6,BT,12/05/2019,1,
TV34294,01103F6439,103F6439,GT,13/05/2019,1,
TV34295,01103F8CAC,103F8CAC,GT,13/05/2019,1,
TV34296,01103F5452,103F5452,GT,13/05/2019,1,
TV34501,0700EE4314,00EE4314,GT,13/05/2019,1,
TV34502,01103F5192,103F5192,GT,13/05/2019,1,
TV34503,01103F6CC0,103F6CC0,GT,13/05/2019,1,
TV34504,01103F54B3,103F54B3,GT,13/05/2019,1,
TV34505,01103F3C20,103F3C20,GT,13/05/2019,1,
TV34506,01103F3C80,103F3C80,GT,13/05/2019,1,
TV34507,0700ED8794,00ED8794,GT,13/05/2019,1,
Z066890,01103F5DD6,103F5DD6,BT,13/05/2019,1,
Z066891,01103F7C1E,103F7C1E,BT,13/05/2019,1,
Z066892,01103F7B06,103F7B06,BT,13/05/2019,1,
Z066893,01103F62E8,103F62E8,BT,13/05/2019,1,
Z066894,01103F7A66,103F7A66,BT,13/05/2019,1,
Z066895,01103F4CFF,103F4CFF,BT,13/05/2019,1,
Z066896,01103F67C9,103F67C9,BT,13/05/2019,1,
Z066897,01103F4F05,103F4F05,BT,13/05/2019,1,
Z066898,01103F6ED1,103F6ED1,BT,13/05/2019,1,
Z066899,01103F809B,103F809B,BT,13/05/2019,1,
Y584101,01103F6003,103F6003,BT,14/05/2019,1,
Y584102,011016B48B,1016B48B,BT,14/05/2019,1,
Y584103,01103F8446,103F8446,BT,14/05/2019,1,
Y584104,01103F491C,103F491C,BT,14/05/2019,1,
Y584105,01103F826C,103F826C,BT,14/05/2019,1,
Y584106,01103F60A7,103F60A7,BT,14/05/2019,1,
Y584107,01103F3E45,103F3E45,BT,14/05/2019,1,
Y584108,01103F568F,103F568F,BT,14/05/2019,1,
Y584109,01103F52FE,103F52FE,BT,14/05/2019,1,
Y584110,01103F5536,103F5536,BT,14/05/2019,1,
Y584111,01103F7317,103F7317,BT,14/05/2019,1,
Y584112,01103F8208,103F8208,BT,14/05/2019,1,
Y584113,01103F44DF,103F44DF,BT,14/05/2019,1,
Y584114,01103F7F42,103F7F42,BT,14/05/2019,1,
Y584115,01103F60C1,103F60C1,BT,14/05/2019,1,
Z066900,01103F5AF2,103F5AF2,BT,14/05/2019,1,
Z066914,01103F3AA1,103F3AA1,BT,14/05/2019,1,
Z066915,01103F4086,103F4086,BT,14/05/2019,1,
Z066916,01103F3CA1,103F3CA1,BT,14/05/2019,1,
Z066917,01103F8173,103F8173,BT,14/05/2019,1,
Z066918,01103F8CD6,103F8CD6,BT,14/05/2019,1,
Z066919,01103F5E5E,103F5E5E,BT,14/05/2019,1,
Z066920,01103F73CD,103F73CD,BT,14/05/2019,1,
Z066921,01103F3F43,103F3F43,BT,14/05/2019,1,
Z066922,01103F5D05,103F5D05,BT,14/05/2019,1,
TV34297,01103F8E2D,103F8E2D,GT,15/05/2019,1,
TV34298,01103F8B6C,103F8B6C,GT,15/05/2019,1,
TV34299,01103F588D,103F588D,GT,15/05/2019,1,
TV34300,01103F7B9A,103F7B9A,GT,15/05/2019,1,
TV34401,01103F4295,103F4295,GT,15/05/2019,1,
TV34402,01103F8827,103F8827,GT,15/05/2019,1,
TV34403,01103F7AAB,103F7AAB,GT,15/05/2019,1,
TV34404,01103F7C3D,103F7C3D,GT,15/05/2019,1,
TV34405,01103F8E81,103F8E81,GT,15/05/2019,1,
TV34407,01103F4868,103F4868,GT,16/05/2019,1,
TV34408,01103F4C7E,103F4C7E,GT,16/05/2019,1,
TV34409,01103F3FB3,103F3FB3,GT,16/05/2019,1,
TV34411,01103F6FA9,103F6FA9,GT,16/05/2019,1,
TV34412,011016FAD7,1016FAD7,GT,16/05/2019,1,
TV34413,01103F3C0C,103F3C0C,GT,16/05/2019,1,
TV34414,01103F51BD,103F51BD,GT,16/05/2019,1,
TV34415,01103F3BB0,103F3BB0,GT,16/05/2019,1,
TV34416,01103F6430,103F6430,GT,16/05/2019,1,
TV34417,0700EE4236,00EE4236,GT,16/05/2019,1,
TV34418,01103F6AA2,103F6AA2,GT,16/05/2019,1,
TV34419,01103F8C01,103F8C01,GT,16/05/2019,1,
TV34508,011016FE97,1016FE97,GT,16/05/2019,1,
TV34509,011017057E,1017057E,GT,16/05/2019,1,
TV34510,011017496A,1017496A,GT,16/05/2019,1,
TV34511,011016FE60,1016FE60,GT,16/05/2019,1,
TV34512,011017409A,1017409A,GT,16/05/2019,1,
TV34513,0110174D9E,10174D9E,GT,16/05/2019,1,
Y584116,01103F50D0,103F50D0,BT,16/05/2019,1,
Y584117,01103F5F21,103F5F21,BT,16/05/2019,1,
Y584118,01103F615E,103F615E,BT,16/05/2019,1,
Y584119,01103F4AF7,103F4AF7,BT,16/05/2019,1,
Y584120,01103FC9F2,103FC9F2,BT,16/05/2019,1,
Y584121,01103F67CE,103F67CE,BT,16/05/2019,1,
Y584122,01103F860E,103F860E,BT,16/05/2019,1,
Y584123,01103F544F,103F544F,BT,16/05/2019,1,
Y584124,01103F4722,103F4722,BT,16/05/2019,1,
Y584125,01103F881E,103F881E,BT,16/05/2019,1,
Y584126,01103F8E02,103F8E02,BT,16/05/2019,1,
Y584127,01103F76D5,103F76D5,BT,16/05/2019,1,
Y584128,01103F545B,103F545B,BT,16/05/2019,1,
Y584129,01103F8EB0,103F8EB0,BT,16/05/2019,1,
Y584130,01103F8E07,103F8E07,BT,16/05/2019,1,
Y584131,01103F636A,103F636A,BT,16/05/2019,1,
Y584132,01103F692B,103F692B,BT,16/05/2019,1,
Y584133,01103F7744,103F7744,BT,16/05/2019,1,
Y584134,01103F70F1,103F70F1,BT,16/05/2019,1,
Y584135,01103F7CCF,103F7CCF,BT,16/05/2019,1,
Y584136,01103F3E4D,103F3E4D,BT,16/05/2019,1,
Y584137,01103F62C3,103F62C3,BT,16/05/2019,1,
Y584138,01103F5BA5,103F5BA5,BT,16/05/2019,1,
Y584139,01103F7122,103F7122,BT,16/05/2019,1,
TV34420,01101726EA,101726EA,GT,17/05/2019,1,
TV34421,0110174F0A,10174F0A,GT,17/05/2019,1,
TV34422,011016FB92,1016FB92,GT,17/05/2019,1,
TV34423,110173033,10173033,GT,17/05/2019,1,
TV34424,01101749CC,101749CC,GT,17/05/2019,1,
TV34425,0110174CFF,10174CFF,GT,17/05/2019,1,
TV34426,011017207C,1017207C,GT,17/05/2019,1,
TV34427,01101714FE,101714FE,GT,17/05/2019,1,
TV34428,011016F9F6,1016F9F6,GT,17/05/2019,1,
Z066923,01103F78C9,103F78C9,BT,17/05/2019,1,
TV34514,1.10E+11,0,GT,18/05/2019,1,
TV34515,011016FB9B,1016FB9B,GT,18/05/2019,1,
TV34516,01101744D6,101744D6,GT,18/05/2019,1,
TV34517,0110174EC1,10174EC1,GT,18/05/2019,1,
TV34518,01101750B1,101750B1,GT,18/05/2019,1,
TV34519,0110173A08,10173A08,GT,18/05/2019,1,
TV34520,01103F4896,103F4896,GT,18/05/2019,1,
TV34521,01103F4C46,103F4C46,GT,18/05/2019,1,
TV34522,0110174BBF,10174BBF,GT,18/05/2019,1,
TV34523,01103F8C1E,103F8C1E,GT,18/05/2019,1,
TV34524,01103F66F2,103F66F2,GT,18/05/2019,1,
TV34525,01103F8CA8,103F8CA8,GT,18/05/2019,1,
TV34526,01103F45A1,103F45A1,GT,18/05/2019,1,
TV34527,0700EE13AC,00EE13AC,GT,18/05/2019,1,
TV34528,0110174D74,10174D74,GT,18/05/2019,1,
TV34529,011016FF35,1016FF35,GT,18/05/2019,1,
TV34530,0110173B62,10173B62,GT,18/05/2019,1,
Z066924,01103F3F0E,103F3F0E,BT,18/05/2019,1,
Z066925,01103F3E74,103F3E74,BT,18/05/2019,1,
Z066926,01103F4FBE,103F4FBE,BT,18/05/2019,1,
Z066927,01103F8E72,103F8E72,BT,18/05/2019,1,
Z066928,01103F87BA,103F87BA,BT,18/05/2019,1,
Z066929,01103F60CD,103F60CD,BT,18/05/2019,1,
Z066930,01103F8828,103F8828,BT,18/05/2019,1,
Z066931,01103F443A,103F443A,BT,18/05/2019,1,
Z066932,01103F8846,103F8846,BT,18/05/2019,1,
Z066933,01103F8A94,103F8A94,BT,18/05/2019,1,
Y584142,01103F8129,103F8129,BT,19/05/2019,1,
Y584144,01103F4A94,103F4A94,BT,19/05/2019,1,
Z066936,01103F5043,103F5043,BT,19/05/2019,1,
Z066937,01103F7569,103F7569,BT,19/05/2019,1,
Z066938,01103F6390,103F6390,BT,19/05/2019,1,
Z066939,01103F7EE1,103F7EE1,BT,19/05/2019,1,
Z066940,01103F511A,103F511A,BT,19/05/2019,1,
Z066941,01103F6ECF,103F6ECF,BT,19/05/2019,1,
Z066942,01103F4D0A,103F4D0A,BT,19/05/2019,1,
Z066943,01103F7B93,103F7B93,BT,20/05/2019,1,
Z066944,01103F89D7,103F89D7,BT,20/05/2019,1,
Z066945,01103F58BA,103F58BA,BT,20/05/2019,1,
Z066946,01103F4741,103F4741,BT,20/05/2019,1,
Z066947,01103F893E,103F893E,BT,20/05/2019,1,
Z066948,01103F522E,103F522E,BT,20/05/2019,1,
Z066949,01103F4592,103F4592,BT,20/05/2019,1,
Z066950,01103F4C3D,103F4C3D,BT,20/05/2019,1,
Z066951,01103F5DA8,103F5DA8,BT,20/05/2019,1,
Z066952,01103F60AE,103F60AE,BT,20/05/2019,1,
Z066953,01103F7C0B,103F7C0B,BT,20/05/2019,1,
Z066954,01103F5E87,103F5E87,BT,20/05/2019,1,
Z066955,01103F8E1D,103F8E1D,BT,20/05/2019,1,
Z066956,01103F613B,103F613B,BT,20/05/2019,1,
Z066957,01103F6A8B,103F6A8B,BT,20/05/2019,1,
Z066958,01103F505A,103F505A,BT,20/05/2019,1,
Z066959,01103F7C09,103F7C09,BT,20/05/2019,1,
Z066960,01103F7EAA,103F7EAA,BT,20/05/2019,1,
Z066961,01103F641E,103F641E,BT,20/05/2019,1,
Z066962,01103F46AC,103F46AC,BT,20/05/2019,1,
TV34429,0110174CC3,10174CC3,GT,22/05/2019,1,
TV34430,1.10E+46,1.10E+46,GT,22/05/2019,1,
TV34431,01101707DC,101707DC,GT,22/05/2019,1,
TV34432,110170742,10170742,GT,22/05/2019,1,
TV34433,110170137,10170137,GT,22/05/2019,1,
TV34434,0110174EAB,10174EAB,GT,22/05/2019,1,
TV34435,011016FA70,1016FA70,GT,22/05/2019,1,
TV34436,011017045E,1017045E,GT,22/05/2019,1,
TV34437,011016FC41,1016FC41,GT,22/05/2019,1,
TV34438,01101702B9,101702B9,GT,22/05/2019,1,
TV34439,0110174F86,10174F86,GT,22/05/2019,1,
TV34440,0110171AA8,10171AA8,GT,22/05/2019,1,
TV34441,1.10E+52,1.10E+52,GT,22/05/2019,1,
TV34442,1.10E+12,0,GT,22/05/2019,1,
TV34443,011016FCAE,1016FCAE,GT,22/05/2019,1,
TV34444,1.10E+11,0,GT,22/05/2019,1,
TV34445,110174838,10174838,GT,22/05/2019,1,
TV34446,01103F7623,103F7623,GT,22/05/2019,1,
TV34447,01103F4590,103F4590,GT,22/05/2019,1,
TV34448,011016FE84,1016FE84,GT,22/05/2019,1,
TV34449,0110171C1E,10171C1E,GT,22/05/2019,1,
TV34450,011017285A,1017285A,GT,22/05/2019,1,
TV34451,01103F56A5,103F56A5,GT,22/05/2019,1,
TV34452,01103F4D9E,103F4D9E,GT,22/05/2019,1,
Z066971,01103F7CE4,103F7CE4,BT,22/05/2019,1,
