"chNtimeDate25"	"timeDate"	"RFID"
"AXX03422914190120"	"422914190120"	"101715AF"
"AXX08422914190120"	"422914190120"	"101715AF"
"AXX13422914190120"	"422914190120"	"101715AF"
"AXX02432914190120"	"432914190120"	"101715AF"
"AXX08432914190120"	"432914190120"	"101715AF"
"AXX13432914190120"	"432914190120"	"101715AF"
"AXX02442914190120"	"442914190120"	"101715AF"
"AXX08442914190120"	"442914190120"	"101715AF"
"AXX13442914190120"	"442914190120"	"101715AF"
"AXX02452914190120"	"452914190120"	"101715AF"
"AXX08452914190120"	"452914190120"	"101715AF"
"AXX13452914190120"	"452914190120"	"101715AF"
"AXX02462914190120"	"462914190120"	"101715AF"
"AXX07462914190120"	"462914190120"	"101715AF"
"AXX13462914190120"	"462914190120"	"101715AF"
"AXX02472914190120"	"472914190120"	"101715AF"
"AXX07472914190120"	"472914190120"	"101715AF"
"AXX13472914190120"	"472914190120"	"101715AF"
"AXX08492914190120"	"492914190120"	"1016D2E8"
"AXX13492914190120"	"492914190120"	"1016D2E8"
"AXX02502914190120"	"502914190120"	"1016D2E8"
"AXX08502914190120"	"502914190120"	"1016D2E8"
"AXX13502914190120"	"502914190120"	"1016D2E8"
"AXX02512914190120"	"512914190120"	"1016D2E8"
"AXX04552914190120"	"552914190120"	"103FAE1E"
"AXX10552914190120"	"552914190120"	"103FAE1E"
"AXX15552914190120"	"552914190120"	"103FAE1E"
"AXX11582914190120"	"582914190120"	"1016C2DE"
"AXX03592914190120"	"592914190120"	"1016C2DE"
"AXX08592914190120"	"592914190120"	"1016C2DE"
"AXX13592914190120"	"592914190120"	"1016C2DE"
"AXX03003014190120"	"003014190120"	"1016C2DE"
"AXX08003014190120"	"003014190120"	"1016C2DE"
"AXX13003014190120"	"003014190120"	"1016C2DE"
"AXX11023014190120"	"023014190120"	"1016DF12"
"AXX07043014190120"	"043014190120"	"101715AF"
"AXX12043014190120"	"043014190120"	"101715AF"
"AXX01053014190120"	"053014190120"	"101715AF"
"AXX07053014190120"	"053014190120"	"101715AF"
"AXX12053014190120"	"053014190120"	"101715AF"
"AXX01063014190120"	"063014190120"	"101715AF"
"AXX07063014190120"	"063014190120"	"101715AF"
"AXX12063014190120"	"063014190120"	"101715AF"
"AXX03093014190120"	"093014190120"	"00EDFD31"
"AXX08093014190120"	"093014190120"	"00EDFD31"
"AXX13093014190120"	"093014190120"	"00EDFD31"
"AXX01103014190120"	"103014190120"	"00EDFD31"
"AXX06103014190120"	"103014190120"	"00EDFD31"
"AXX11103014190120"	"103014190120"	"00EDFD31"
"AXX04123014190120"	"123014190120"	"10174F80"
